Product Key,Product Name,Product Type,Product Family,Product Line,Product Group,Product Description,Sku Number,Price,Cost Amount,Quantity on Hand
851,851-iPhone 6 16GB   Space Gray (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6 16GB   Space Gray (Sprint),SP8872260279,582.0,10.184769832,1
852,852-iPhone 6s 16GB   Rose Gold (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6s 16GB   Rose Gold (Sprint),SP4173052003,655.5,5.438768842,1
853,853-iPhone 6s 16GB   Space Gray (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6s 16GB   Space Gray (Sprint),SP6639811599,519.0,11.288773254,1
854,854-iPhone 6s 64GB   Rose Gold (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6s 64GB   Rose Gold (Sprint),SP8627593921,7465.0,79.298109727,1
855,855-iPhone 6s 64GB   Space Gray (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6s 64GB   Space Gray (Sprint),SP1298416517,120.0,111.069991162,3
856,856-iPhone 6 16GB   Silver (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6 16GB   Silver (Sprint),SP8035686254,2314.5,16.765741708,1
857,857-iPhone 6s 16GB   Gold (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6s 16GB   Gold (Sprint),SP2246738798,886.5,32.890523463,1
858,858-iPhone 6 16GB   Gold (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6 16GB   Gold (Sprint),SP1018696929,356.5,68.421902953,2
859,859-iPhone 6 64GB   Space Gray (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6 64GB   Space Gray (Sprint),SP3973946946,1343.5,29.770169309,1
860,860-Galaxy Note5 4G LTE with 32GB Memory Cell Phone   Gold (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy Note5 4G LTE with 32GB Memory Cell Phone   Gold (Sprint),SP9553616168,146.5,4.212937127,1
861,861-Galaxy Note5 4G LTE with 32GB Memory Cell Phone   Black Sapphire (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy Note5 4G LTE with 32GB Memory Cell Phone   Black Sapphire (Sprint),SP1735212092,214.5,52.597052606,3
862,862-Galaxy Note5 4G LTE with 32GB Memory Cell Phone   White Pearl (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy Note5 4G LTE with 32GB Memory Cell Phone   White Pearl (Sprint),SP5532376437,99.0,6.321805546,1
863,863-Galaxy Note5 4G LTE with 64GB Memory Cell Phone   Black Sapphire (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy Note5 4G LTE with 64GB Memory Cell Phone   Black Sapphire (Sprint),SP6848194397,230.5,92.056296005,3
864,864-Galaxy S6 with 32GB Memory Cell Phone   Gold (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy S6 with 32GB Memory Cell Phone   Gold (Sprint),SP6358224893,57.0,41.204969195,2
865,865-Galaxy S6 with 32GB Memory Cell Phone   Black (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy S6 with 32GB Memory Cell Phone   Black (Sprint),SP3511986541,335.5,98.97553102,3
866,866-iPhone 6s Plus 64GB   Gold (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6s Plus 64GB   Gold (Sprint),SP2711416144,540.0,37.065398044,1
867,867-iPhone 6s 64GB   Gold (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6s 64GB   Gold (Sprint),SP8069907735,304.0,13.709867868,1
868,868-G4 4G with 32GB Memory Cell Phone   Black Leather (Sprint),Mobiles,Smart Phones,Sprint,LG,G4 4G with 32GB Memory Cell Phone   Black Leather (Sprint),SP6164524927,734.5,12.998299613,1
869,869-Galaxy S6 with 32GB Memory Cell Phone   White Pearl (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy S6 with 32GB Memory Cell Phone   White Pearl (Sprint),SP9203818329,304.0,80.42772973,3
870,870-iPhone 6s Plus 64GB   Silver (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6s Plus 64GB   Silver (Sprint),SP2651919782,335.5,63.888719541,2
871,871-Galaxy Note5 4G LTE with 64GB Memory Cell Phone   Gold (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy Note5 4G LTE with 64GB Memory Cell Phone   Gold (Sprint),SP5654970053,193.5,7.696336556,1
872,872-Galaxy S6 edge+ 4G LTE with 32GB Memory Cell Phone   Black Sapphire (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy S6 edge+ 4G LTE with 32GB Memory Cell Phone   Black Sapphire (Sprint),SP6678861113,57.0,7.505211293,2
873,873-iPhone 6 Plus 64GB   Space Gray (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6 Plus 64GB   Space Gray (Sprint),SP8091951673,120.0,38.531973846,3
874,874-iPhone 6s Plus 16GB   Silver (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6s Plus 16GB   Silver (Sprint),SP8950607689,57.0,15.109675768,2
875,875-HTC One (M9) with 32GB Memory Cell Phone   Gray (Sprint),Mobiles,Smart Phones,Sprint,Sprint,HTC One (M9) with 32GB Memory Cell Phone   Gray (Sprint),SP2938311283,109.5,13.33654563,3
876,876-Galaxy S6 edge with 32GB Memory Cell Phone   Gold Platinum (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy S6 edge with 32GB Memory Cell Phone   Gold Platinum (Sprint),SP2038339884,57.0,36.391245452,2
877,877-Galaxy S6 edge with 32GB Memory Cell Phone   Black Sapphire (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy S6 edge with 32GB Memory Cell Phone   Black Sapphire (Sprint),SP3338829023,272.5,15.449260164,1
878,878-iPhone 6 64GB   Gold (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6 64GB   Gold (Sprint),SP7202863201,361.5,46.319534223,2
879,879-Galaxy S6 edge with 32GB Memory Cell Phone   White Pearl (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy S6 edge with 32GB Memory Cell Phone   White Pearl (Sprint),SP4333284368,5779.5,35.731324753,1
880,880-Galaxy Note5 4G LTE with 64GB Memory Cell Phone   White Pearl (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy Note5 4G LTE with 64GB Memory Cell Phone   White Pearl (Sprint),SP5213099205,340.5,51.361638962,2
881,881-Galaxy S6 with 64GB Memory Cell Phone   White Pearl (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy S6 with 64GB Memory Cell Phone   White Pearl (Sprint),SP9264018955,855.0,60.363392711,1
882,882-iPhone 6s 128GB   Rose Gold (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6s 128GB   Rose Gold (Sprint),SP3740746205,52.0,6.670173306,2
883,883-Galaxy S6 4G LTE with 32GB Memory Cell Phone   Black (T Mobile),Mobiles,Smart Phones,Sprint,Samsung,Galaxy S6 4G LTE with 32GB Memory Cell Phone   Black (T Mobile),SP5201237094,120.0,45.009892316,3
884,884-G Flex 2 with 32GB Memory Cell Phone   Red (Sprint),Mobiles,Smart Phones,Sprint,LG,G Flex 2 with 32GB Memory Cell Phone   Red (Sprint),SP6675377252,514.0,35.432226195,1
885,885-iPhone 6 Plus 16GB   Silver (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6 Plus 16GB   Silver (Sprint),SP5920080817,293.5,5.996632191,1
886,886-iPhone 6 Plus 16GB   Gold (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6 Plus 16GB   Gold (Sprint),SP7795955758,167.5,58.595061776,2
887,887-Aquos Cell Phone   Black,Mobiles,Smart Phones,Sprint,Sharp,Aquos Cell Phone   Black,SP5128235709,414.0,62.659731948,3
888,888-Galaxy S6 with 64GB Memory Cell Phone   Black Sapphire (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy S6 with 64GB Memory Cell Phone   Black Sapphire (Sprint),SP8978028800,466.5,6.347145339,1
889,889-Galaxy S6 with 64GB Memory Cell Phone   Gold Platinum (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy S6 with 64GB Memory Cell Phone   Gold Platinum (Sprint),SP3074122645,241.0,48.284903056,3
890,890-iPhone 6s 128GB   Space Gray (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6s 128GB   Space Gray (Sprint),SP4816544523,115.0,98.432587492,2
891,891-iPhone 6s Plus 128GB   Rose Gold (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6s Plus 128GB   Rose Gold (Sprint),SP5688326664,340.5,67.100743862,3
892,892-iPhone 6 16GB   Space Gray (T Mobile),Mobiles,Smart Phones,Sprint,Apple,iPhone 6 16GB   Space Gray (T Mobile),SP7737411433,965.5,23.653021665,1
893,893-Galaxy S6 edge+ 4G LTE with 64GB Memory Cell Phone   Gold Platinum (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy S6 edge+ 4G LTE with 64GB Memory Cell Phone   Gold Platinum (Sprint),SP1754995927,797.5,58.097830467,1
894,894-iPhone 6s Plus 128GB   Space Gray (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6s Plus 128GB   Space Gray (Sprint),SP6471084270,193.5,7.088761866,1
895,895-iPhone 6s Plus 128GB   Silver (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6s Plus 128GB   Silver (Sprint),SP2031834293,199.0,6.52879174,1
896,896-Galaxy S6 edge with 64GB Memory Cell Phone   White (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy S6 edge with 64GB Memory Cell Phone   White (Sprint),SP9024220623,146.5,3.180724401,1
897,897-iPhone 6 Plus 64GB   Gold (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6 Plus 64GB   Gold (Sprint),SP6556556998,235.5,67.945064311,3
898,898-iPhone 5c 8GB Cell Phone   White (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 5c 8GB Cell Phone   White (Sprint),SP5936277028,361.5,6.310666374,1
899,899-Desire 510 Cell Phone   Deep Navy Blue (Sprint),Mobiles,Smart Phones,Sprint,HTC,Desire 510 Cell Phone   Deep Navy Blue (Sprint),SP8444213786,445.5,3.416070961,1
900,900-Nexus 6 Cell Phone   Midnight Blue (Sprint),Mobiles,Smart Phones,Sprint,Motorola,Nexus 6 Cell Phone   Midnight Blue (Sprint),SP4531677676,193.5,7.738205535,1
901,901-Moto X Cell Phone   Black (Sprint),Mobiles,Smart Phones,Sprint,Motorola,Moto X Cell Phone   Black (Sprint),SP2169848894,235.5,94.91521196,3
902,902-Galaxy S6 edge+ 4G LTE with 64GB Memory Cell Phone   Black Sapphire (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy S6 edge+ 4G LTE with 64GB Memory Cell Phone   Black Sapphire (Sprint),SP6587125807,529.5,14.438538942,1
903,903-iPhone 6s Plus 128GB   Gold (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6s Plus 128GB   Gold (Sprint),SP6779062343,57.0,39.119878154,3
904,904-Galaxy S6 edge with 64GB Memory Cell Phone   Black Sapphire (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy S6 edge with 64GB Memory Cell Phone   Black Sapphire (Sprint),SP7060991893,582.0,10.272449607,1
905,905-One (M9) 4G LTE with 32GB Memory Cell Phone   Silver/Gold (Sprint),Mobiles,Smart Phones,Sprint,HTC,One (M9) 4G LTE with 32GB Memory Cell Phone   Silver/Gold (Sprint),SP5053375506,115.0,39.523571399,3
906,906-Verve Cell Phone   Gray (Sprint),Mobiles,Smart Phones,Sprint,Kyocera,Verve Cell Phone   Gray (Sprint),SP1955825243,335.5,32.448966372,2
907,907-Galaxy S 5 4G LTE with 32GB Memory Cell Phone   Pre Owned,Mobiles,Smart Phones,Sprint,Samsung,Galaxy S 5 4G LTE with 32GB Memory Cell Phone   Pre Owned,SP2094851214,1117.5,40.884011919,1
908,908-iPhone 6 64GB   Silver (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6 64GB   Silver (Sprint),SP8953752975,991.5,6.769201591,1
909,909-iPhone 6s 128GB   Gold (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6s 128GB   Gold (Sprint),SP8123807422,183.0,76.281344029,3
910,910-iPhone 6s 128GB   Silver (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6s 128GB   Silver (Sprint),SP7426507907,445.5,5.301899243,1
911,911-Galaxy S6 with 128GB Memory Cell Phone   Black Sapphire (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy S6 with 128GB Memory Cell Phone   Black Sapphire (Sprint),SP2655788545,325.0,33.927530615,3
912,912-Galaxy S6 with 128GB Memory Cell Phone   White Pearl (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy S6 with 128GB Memory Cell Phone   White Pearl (Sprint),SP4232356381,1075.5,24.262792491,1
913,913-Galaxy S6 edge with 64GB Memory Cell Phone   Gold (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy S6 edge with 64GB Memory Cell Phone   Gold (Sprint),SP7192326356,718.5,45.958956515,1
914,914-iPhone® 5s 64GB   Silver (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone® 5s 64GB   Silver (Sprint),SP4566675484,115.0,97.966755002,2
915,915-LG G4 4G with 32GB Memory Cell Phone   Black Titanium (Sprint),Mobiles,Smart Phones,Sprint,LG,LG G4 4G with 32GB Memory Cell Phone   Black Titanium (Sprint),SP2076586848,645.0,25.159548087,1
916,916-iPhone 6 16GB   Space Gray (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6 16GB   Space Gray (Verizon Wireless),SP7080128643,178.0,61.63805069,2
917,917-iPhone 6s 64GB   Space Gray (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s 64GB   Space Gray (Verizon Wireless),SP2944088365,162.0,16.949234366,3
918,918-iPhone 6s 64GB   Rose Gold (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s 64GB   Rose Gold (Verizon Wireless),SP2502738247,304.0,89.833249249,2
919,919-iPhone 6s 16GB   Space Gray (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s 16GB   Space Gray (Verizon Wireless),SP6868105353,634.5,10.809055809,1
920,920-iPhone 6s 16GB   Rose Gold (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s 16GB   Rose Gold (Verizon Wireless),SP9863432800,398.5,76.849373737,2
921,921-iPhone 6s Plus 64GB   Space Gray (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s Plus 64GB   Space Gray (Verizon Wireless),SP4844294644,172.5,69.643428011,3
922,922-iPhone 6s Plus 64GB   Rose Gold (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s Plus 64GB   Rose Gold (Verizon Wireless),SP3091768271,298.5,9.279945995,1
923,923-iPhone 6 16GB   Silver (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6 16GB   Silver (Verizon Wireless),SP7522657620,178.0,75.859934207,3
924,924-iPhone 6 64GB   Space Gray (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6 64GB   Space Gray (Verizon Wireless),SP1400798141,57.0,49.464931808,2
925,925-iPhone 6s 64GB   Gold (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s 64GB   Gold (Verizon Wireless),SP6901957431,99.0,17.702194454,3
926,926-iPhone 6s 64GB   Silver (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s 64GB   Silver (Verizon Wireless),SP5461027672,167.5,59.658555985,2
927,927-Galaxy Note5 4G LTE with 32GB Memory Cell Phone   Black Sapphire (Verizon Wireless),Mobiles,Smart Phones,Verizon,Samsung,Galaxy Note5 4G LTE with 32GB Memory Cell Phone   Black Sapphire (Verizon Wireless),SP4067494600,288.0,86.181040472,3
928,928-Galaxy Note5 4G LTE with 32GB Memory Cell Phone   White Pearl (Verizon Wireless),Mobiles,Smart Phones,Verizon,Samsung,Galaxy Note5 4G LTE with 32GB Memory Cell Phone   White Pearl (Verizon Wireless),SP1463697142,109.5,13.663002369,2
929,929-Galaxy Note5 4G LTE with 64GB Memory Cell Phone   Black Sapphire (Verizon Wireless),Mobiles,Smart Phones,Verizon,Samsung,Galaxy Note5 4G LTE with 64GB Memory Cell Phone   Black Sapphire (Verizon Wireless),SP8506336489,823.5,3.850632976,1
930,930-Galaxy S6 4G LTE with 32GB Memory Cell Phone   Black Sapphire (Verizon Wireless),Mobiles,Smart Phones,Verizon,Samsung,Galaxy S6 4G LTE with 32GB Memory Cell Phone   Black Sapphire (Verizon Wireless),SP1250271061,193.5,6.480517384,1
931,931-Galaxy Note5 4G LTE with 32GB Memory Cell Phone   Black Sapphire (Verizon Wireless),Mobiles,Smart Phones,Verizon,Samsung,Galaxy Note5 4G LTE with 32GB Memory Cell Phone   Black Sapphire (Verizon Wireless),SP5809406234,435.0,2.589963438,1
932,932-Galaxy Note5 4G LTE with 32GB Memory Cell Phone   White Pearl (Verizon Wireless),Mobiles,Smart Phones,Verizon,Samsung,Galaxy Note5 4G LTE with 32GB Memory Cell Phone   White Pearl (Verizon Wireless),SP5004947564,839.5,14.671950782,1
933,933-Galaxy Note5 4G LTE with 64GB Memory Cell Phone   Black Sapphire (Verizon Wireless),Mobiles,Smart Phones,Verizon,Samsung,Galaxy Note5 4G LTE with 64GB Memory Cell Phone   Black Sapphire (Verizon Wireless),SP4577565287,440.5,3.194847705,1
934,934-iPhone 6 16GB   Space Gray (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6 16GB   Space Gray (Verizon Wireless),SP1376934186,214.5,12.882310197,1
935,935-iPhone 6s 64GB   Space Gray (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s 64GB   Space Gray (Verizon Wireless),SP5720923944,115.0,104.912456359,3
936,936-iPhone 6s 64GB   Rose Gold (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s 64GB   Rose Gold (Verizon Wireless),SP7021578369,52.0,8.390576323,2
937,937-iPhone 6s 16GB   Space Gray (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s 16GB   Space Gray (Verizon Wireless),SP4201722727,178.0,45.61068623,3
938,938-iPhone 6s 16GB   Rose Gold (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s 16GB   Rose Gold (Verizon Wireless),SP7817356799,298.5,6.604055848,1
939,939-iPhone 6s Plus 64GB   Space Gray (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s Plus 64GB   Space Gray (Verizon Wireless),SP2661989185,487.5,2.278529445,1
940,940-iPhone 6s Plus 64GB   Rose Gold (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s Plus 64GB   Rose Gold (Verizon Wireless),SP6886826733,146.5,3.244560236,1
941,941-iPhone 6 16GB   Silver (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6 16GB   Silver (Verizon Wireless),SP2970054692,162.0,12.005080555,1
942,942-iPhone 6 64GB   Space Gray (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6 64GB   Space Gray (Verizon Wireless),SP3588952700,283.0,88.063181379,2
943,943-Galaxy S6 4G LTE with 32GB Memory Cell Phone   Black Sapphire (Verizon Wireless),Mobiles,Smart Phones,Verizon,Samsung,Galaxy S6 4G LTE with 32GB Memory Cell Phone   Black Sapphire (Verizon Wireless),SP1122027402,235.5,96.60782059,3
944,944-iPhone 6s 64GB   Gold (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s 64GB   Gold (Verizon Wireless),SP1354533321,304.0,90.774328829,2
945,945-iPhone 6s 64GB   Silver (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s 64GB   Silver (Verizon Wireless),SP5021156764,115.0,33.239017209,3
946,946-iPhone 6s 16GB   Gold (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s 16GB   Gold (Verizon Wireless),SP5894893886,109.5,10.931667856,1
947,947-iPhone 6s Plus 64GB   Gold (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s Plus 64GB   Gold (Verizon Wireless),SP8354061000,199.0,12.289979983,1
948,948-iPhone 6s 16GB   Silver (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s 16GB   Silver (Verizon Wireless),SP9621683383,251.5,22.151098231,1
949,949-iPhone 6s Plus 64GB   Silver (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s Plus 64GB   Silver (Verizon Wireless),SP4740603207,162.0,12.56609243,1
950,950-Galaxy S6 edge+ 4G LTE with 32GB Memory Cell Phone   Gold Platinum (Verizon Wireless),Mobiles,Smart Phones,Verizon,Samsung,Galaxy S6 edge+ 4G LTE with 32GB Memory Cell Phone   Gold Platinum (Verizon Wireless),SP5907318054,361.5,68.119223714,2
951,951-Galaxy S6 4G LTE with 32GB Memory Cell Phone   Gold (Verizon Wireless),Mobiles,Smart Phones,Verizon,Samsung,Galaxy S6 4G LTE with 32GB Memory Cell Phone   Gold (Verizon Wireless),SP2059309428,650.5,55.759780581,3
952,952-Galaxy S6 4G LTE with 32GB Memory Cell Phone   White Pearl (Verizon Wireless),Mobiles,Smart Phones,Verizon,Samsung,Galaxy S6 4G LTE with 32GB Memory Cell Phone   White Pearl (Verizon Wireless),SP6196684399,225.0,39.771351195,2
953,953-iPhone 6 Plus 16GB   Space Gray (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6 Plus 16GB   Space Gray (Verizon Wireless),SP4696515749,99.0,14.501121271,3
954,954-iPhone 6s Plus 16GB   Space Gray (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s Plus 16GB   Space Gray (Verizon Wireless),SP8578824144,151.5,12.029795035,1
955,955-V10 4G with 64GB Memory Cell Phone   Black (Verizon Wireless),Mobiles,Smart Phones,Verizon,LG,V10 4G with 64GB Memory Cell Phone   Black (Verizon Wireless),SP7809497717,151.5,22.376658428,3
956,956-iPhone 6s 128GB   Space Gray (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s 128GB   Space Gray (Verizon Wireless),SP7002931833,109.5,18.108547795,2
957,957-DROID Turbo 2 4G LTE with 32GB Memory Cell Phone   Black Soft Touch (Verizon Wireless),Mobiles,Smart Phones,Verizon,Motorola,DROID Turbo 2 4G LTE with 32GB Memory Cell Phone   Black Soft Touch (Verizon Wireless),SP1000422241,162.0,10.837999298,1
958,958-Galaxy S6 edge+ 4G LTE with 32GB Memory Cell Phone   Black Sapphire (Verizon Wireless),Mobiles,Smart Phones,Verizon,Samsung,Galaxy S6 edge+ 4G LTE with 32GB Memory Cell Phone   Black Sapphire (Verizon Wireless),SP4099530637,99.0,6.980486662,1
959,959-iPhone 6s Plus 16GB   Rose Gold (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s Plus 16GB   Rose Gold (Verizon Wireless),SP3443312770,1396.0,50.217320527,1
960,960-iPhone 6s Plus 16GB   Gold (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s Plus 16GB   Gold (Verizon Wireless),SP9874015963,151.5,11.173201377,1
961,961-Galaxy S6 edge 4G LTE with 32GB Memory Cell Phone   Gold Platinum (Verizon Wireless),Mobiles,Smart Phones,Verizon,Samsung,Galaxy S6 edge 4G LTE with 32GB Memory Cell Phone   Gold Platinum (Verizon Wireless),SP4028556882,293.5,6.514297975,1
962,962-iPhone 6 Plus 64GB   Space Gray (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6 Plus 64GB   Space Gray (Verizon Wireless),SP3255338021,477.0,4.472141024,1
963,963-Galaxy S6 edge+ 4G LTE with 64GB Memory Cell Phone   Black Sapphire (Verizon Wireless),Mobiles,Smart Phones,Verizon,Samsung,Galaxy S6 edge+ 4G LTE with 64GB Memory Cell Phone   Black Sapphire (Verizon Wireless),SP7407978468,5191.5,38.710674667,1
964,964-Galaxy S6 4G LTE with 64GB Memory Cell Phone   Black Sapphire (Verizon Wireless),Mobiles,Smart Phones,Verizon,Samsung,Galaxy S6 4G LTE with 64GB Memory Cell Phone   Black Sapphire (Verizon Wireless),SP7372170411,115.0,99.500719604,2
965,965-iPhone 6s Plus 128GB   Rose Gold (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s Plus 128GB   Rose Gold (Verizon Wireless),SP9578322409,634.5,9.192172692,1
966,966-Galaxy S6 edge 4G LTE with 32GB Memory Cell Phone   Black Sapphire (Verizon Wireless),Mobiles,Smart Phones,Verizon,Samsung,Galaxy S6 edge 4G LTE with 32GB Memory Cell Phone   Black Sapphire (Verizon Wireless),SP3268222980,398.5,2.552255704,1
967,967-G4 4G with 32GB Memory Cell Phone   Metallic Gray (Verizon Wireless),Mobiles,Smart Phones,Verizon,LG,G4 4G with 32GB Memory Cell Phone   Metallic Gray (Verizon Wireless),SP6108491782,115.0,102.208404679,3
968,968-iPhone 6s Plus 16GB   Silver (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s Plus 16GB   Silver (Verizon Wireless),SP8736616313,466.5,8.224677138,1
969,969-iPhone 6s Plus 128GB   Gold (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s Plus 128GB   Gold (Verizon Wireless),SP8259931406,288.0,27.671219658,3
970,970-iPhone 6 Plus 16GB   Silver (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6 Plus 16GB   Silver (Verizon Wireless),SP9911065516,676.5,6.9009727,1
971,971-DROID Maxx 2 4G LTE with 16GB Memory Cell Phone   Black/Deep Sea Blue (Verizon Wireless),Mobiles,Smart Phones,Verizon,Motorola,DROID Maxx 2 4G LTE with 16GB Memory Cell Phone   Black/Deep Sea Blue (Verizon Wireless),SP6649620471,456.0,17.574887387,1
972,972-One (M9) 4G with 32GB Memory Cell Phone   Gray (Verizon Wireless),Mobiles,Smart Phones,Verizon,HTC,One (M9) 4G with 32GB Memory Cell Phone   Gray (Verizon Wireless),SP3212044458,162.0,33.815965997,2
973,973-iPhone 6s Plus 128GB   Space Gray (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s Plus 128GB   Space Gray (Verizon Wireless),SP6676536023,151.5,11.295337185,1
974,974-iPhone 6s 128GB   Silver (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s 128GB   Silver (Verizon Wireless),SP9544583360,214.5,5.756541993,1
975,975-DROID Turbo 4G LTE with 32GB Memory Cell Phone   Metallic Red (Verizon Wireless),Mobiles,Smart Phones,Verizon,Motorola,DROID Turbo 4G LTE with 32GB Memory Cell Phone   Metallic Red (Verizon Wireless),SP4197678769,178.0,49.518140366,3
976,976-G4 Cell Phone   Deep Blue (Verizon Wireless),Mobiles,Smart Phones,Verizon,LG,G4 Cell Phone   Deep Blue (Verizon Wireless),SP9550878860,272.5,26.782205964,2
977,977-REVERE 3 Cell Phone   Black (Verizon Wireless),Mobiles,Smart Phones,Verizon,LG,REVERE 3 Cell Phone   Black (Verizon Wireless),SP4378165918,682.0,23.35595221,1
978,978-iPhone 6 Plus 64GB   Gold (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6 Plus 64GB   Gold (Verizon Wireless),SP9305472454,283.0,52.375647596,2
