Store Key,Store Name,Store Address,Store City,Store State,Store Zip Code,Store County,Store Region,Store Open Date,Last Layout Update,Latitude,Longitude,Store Size,Monthly Rent Cost,Number of Employees,Online Ordering,Selling Square Footage,Total Square Footage,LAST_LAYOUT_UPDATE,MONTHLY_RENT_COST,NUMBER_OF_EMPLOYEES,ONLINE_ORDERING,AVG_PARKING_UTILIZATION,PARKING_CAPACITY,PARKING_SQUARE_FOOTAGE,PARKING_LIMIT_2HR,PARKING_TYPE,SELLING_SQUARE_FOOTAGE,STORE_ADDRESS,STORE_CITY,STORE_COUNTY,STORE_KEY,STORE_NAME,STORE_OPEN_DATE,STORE_REGION,STORE_SIZE,STORE_STATE,STORE_ZIP_CODE,TOTAL_SQUARE_FOOTAGE,Store Area,Store Type,Weekday Open Hour,Weekday Close Hour,Sunday Open Hour,Sunday Close Hour
713,Elizabeth Store #713,713 Elizabeth Crossroad,Huntington Beach,California,92647.0,"Orange County, California",West,2020-07-27 00:00:00,2017-08-24 00:00:00,33.7232,-118.0087,Large,6100.0,33.0,In Store Pickup,49400.0,56800.0,2017-08-24 00:00:00,6100.0,33.0,In Store Pickup,0.242,774.0,163016.0,False,garage,49400.0,713 Elizabeth Crossroad,Huntington Beach,"Orange County, California",713.0,Elizabeth Store #713,2020-07-27 00:00:00,West,Large,California,92647.0,56800.0,West-4,Store,9,21,10,20
16,Carlisle Store #16,16 Carlisle Street,Lynchburg,Virginia,24501.0,"Lynchburg City, Virginia",East,2020-07-09 00:00:00,2024-12-25 00:00:00,37.3596,-79.1413,Medium,6100.0,42.0,Delivery to Car,28800.0,34000.0,2024-12-25 00:00:00,6100.0,42.0,Delivery to Car,0.44,440.0,103360.0,True,lot,28800.0,16 Carlisle Street,Lynchburg,"Lynchburg City, Virginia",16.0,Carlisle Store #16,2020-07-09 00:00:00,East,Medium,Virginia,24501.0,34000.0,East-1,Store,10,21,11,19
19,Elia Store #19,19 Elia Avenue,Columbus,Ohio,43216.0,"Delaware County, Ohio",Midwest,2011-12-02 00:00:00,2019-11-22 00:00:00,39.9799,-82.98,Small,5200.0,40.0,In Store Pickup,14100.0,17100.0,2019-11-22 00:00:00,5200.0,40.0,In Store Pickup,0.369,227.0,54891.0,True,lot,14100.0,19 Elia Avenue,Columbus,"Delaware County, Ohio",19.0,Elia Store #19,2011-12-02 00:00:00,Midwest,Small,Ohio,43216.0,17100.0,Midwest-1,Store,10,20,11,18
869,Cedarne Store #869,869 Cedarne Route,Virginia Beach,Virginia,23450.0,"Virginia Beach City, Virginia",East,2014-04-03 00:00:00,2020-10-23 00:00:00,36.7299,-76.04,Small,2600.0,39.0,Delivery to Car,14300.0,17100.0,2020-10-23 00:00:00,2600.0,39.0,Delivery to Car,0.23,219.0,48564.0,False,garage,14300.0,869 Cedarne Route,Virginia Beach,"Virginia Beach City, Virginia",869.0,Cedarne Store #869,2014-04-03 00:00:00,East,Small,Virginia,23450.0,17100.0,East-3,Store,10,20,11,18
669,Clissold Store #669,669 Clissold Street,Columbus,Georgia,31908.0,"Muscogee County, Georgia",South,2014-07-11 00:00:00,2021-04-17 00:00:00,32.51,-84.87,Large,3700.0,58.0,In Store Pickup,54000.0,66500.0,2021-04-17 00:00:00,3700.0,58.0,In Store Pickup,,,,True,street,54000.0,669 Clissold Street,Columbus,"Muscogee County, Georgia",669.0,Clissold Store #669,2014-07-11 00:00:00,South,Large,Georgia,31908.0,66500.0,South-2,Store,9,21,10,20
314,Longmoore Store #314,314 Longmoore Alley,Waukesha,Wisconsin,53186.0,"Waukesha County, Wisconsin",Midwest,2012-08-20 00:00:00,2025-06-29 00:00:00,43.0222,-88.2047,Large,4400.0,53.0,Curbside Pickup,45000.0,54400.0,2025-06-29 00:00:00,4400.0,53.0,Curbside Pickup,,,,True,street,45000.0,314 Longmoore Alley,Waukesha,"Waukesha County, Wisconsin",314.0,Longmoore Store #314,2012-08-20 00:00:00,Midwest,Large,Wisconsin,53186.0,54400.0,Midwest-2,Store,9,21,10,20
440,Clarks Store #440,440 Clarks Rue,Oakland,California,94612.0,"Alameda County, California",West,2018-02-25 00:00:00,2018-04-30 00:00:00,37.8088,-122.2692,Large,2500.0,64.0,,49800.0,62200.0,2018-04-30 00:00:00,2500.0,64.0,,0.407,764.0,180380.0,False,lot,49800.0,440 Clarks Rue,Oakland,"Alameda County, California",440.0,Clarks Store #440,2018-02-25 00:00:00,West,Large,California,94612.0,62200.0,West-3,Store,9,21,10,20
455,Canal Store #455,455 Canal Avenue,Sioux Falls,South Dakota,57104.0,"Lincoln County, South Dakota",Midwest,2020-06-24 00:00:00,2019-09-26 00:00:00,43.6048,-96.7074,Large,2800.0,55.0,Delivery to Car,53500.0,62100.0,2019-09-26 00:00:00,2800.0,55.0,Delivery to Car,,,,True,street,53500.0,455 Canal Avenue,Sioux Falls,"Lincoln County, South Dakota",455.0,Canal Store #455,2020-06-24 00:00:00,Midwest,Large,South Dakota,57104.0,62100.0,Midwest-3,Store,9,21,10,20
661,Angrave Store #661,661 Angrave Alley,Jackson,Tennessee,38301.0,"Madison County, Tennessee",South,2018-03-15 00:00:00,2016-12-21 00:00:00,35.5882,-88.8533,Medium,3800.0,32.0,In Store Pickup,33400.0,40800.0,2016-12-21 00:00:00,3800.0,32.0,In Store Pickup,0.448,557.0,131784.0,True,garage,33400.0,661 Angrave Alley,Jackson,"Madison County, Tennessee",661.0,Angrave Store #661,2018-03-15 00:00:00,South,Medium,Tennessee,38301.0,40800.0,South-2,Store,10,21,11,19
922,King Store #922,922 King William Way,Huntsville,Alabama,35813.0,"Limestone County, Alabama",South,2014-02-18 00:00:00,2020-07-07 00:00:00,34.7,-86.62,Large,8000.0,47.0,,53200.0,62300.0,2020-07-07 00:00:00,8000.0,47.0,,0.361,736.0,182539.0,True,garage,53200.0,922 King William Way,Huntsville,"Limestone County, Alabama",922.0,King Store #922,2014-02-18 00:00:00,South,Large,Alabama,35813.0,62300.0,South-3,Store,9,21,10,20
659,King Store #659,659 King Hill,El Paso,Texas,79910.0,"El Paso County, Texas",Southwest,2019-08-28 00:00:00,2017-01-19 00:00:00,31.84,-106.43,Small,8100.0,39.0,Ship to Residence,13600.0,16200.0,2017-01-19 00:00:00,8100.0,39.0,Ship to Residence,0.338,172.0,41472.0,False,garage,13600.0,659 King Hill,El Paso,"El Paso County, Texas",659.0,King Store #659,2019-08-28 00:00:00,Southwest,Small,Texas,79910.0,16200.0,Southwest-2,Store,10,20,11,18
58,Castlereagh Store #58,58 Castlereagh Drive,Green Bay,Wisconsin,54303.0,"Brown County, Wisconsin",Midwest,2018-08-28 00:00:00,2023-04-24 00:00:00,44.5381,-88.0488,Medium,11200.0,31.0,Curbside Pickup,37200.0,44600.0,2023-04-24 00:00:00,11200.0,31.0,Curbside Pickup,,,,True,street,37200.0,58 Castlereagh Drive,Green Bay,"Brown County, Wisconsin",58.0,Castlereagh Store #58,2018-08-28 00:00:00,Midwest,Medium,Wisconsin,54303.0,44600.0,Midwest-1,Store,10,21,11,19
327,Cliffords Store #327,327 Cliffords Avenue,Southfield,Michigan,48034.0,"Oakland County, Michigan",Midwest,2017-03-28 00:00:00,2021-11-26 00:00:00,42.4968,-83.2911,Large,5900.0,40.0,In Store Pickup,44900.0,55200.0,2021-11-26 00:00:00,5900.0,40.0,In Store Pickup,,,,False,street,44900.0,327 Cliffords Avenue,Southfield,"Oakland County, Michigan",327.0,Cliffords Store #327,2017-03-28 00:00:00,Midwest,Large,Michigan,48034.0,55200.0,Midwest-2,Store,9,21,10,20
958,Meadow Store #958,958 Meadow Lane,Bend,Oregon,97701.0,"Deschutes County, Oregon",West,2017-12-10 00:00:00,2016-01-31 00:00:00,44.1123,-121.2063,Large,5500.0,49.0,Delivery to Car,54000.0,62700.0,2016-01-31 00:00:00,5500.0,49.0,Delivery to Car,0.262,905.0,197505.0,False,lot,54000.0,958 Meadow Lane,Bend,"Deschutes County, Oregon",958.0,Meadow Store #958,2017-12-10 00:00:00,West,Large,Oregon,97701.0,62700.0,West-5,Store,9,21,10,20
129,Blue Store #129,129 Blue Anchor Rue,Elizabeth,New Jersey,7208.0,"Union County, New Jersey",East,2015-05-26 00:00:00,2019-01-20 00:00:00,40.6738,-74.2264,Small,9800.0,52.0,Ship to Residence,18500.0,21800.0,2019-01-20 00:00:00,9800.0,52.0,Ship to Residence,0.483,272.0,63002.0,False,garage,18500.0,129 Blue Anchor Rue,Elizabeth,"Union County, New Jersey",129.0,Blue Store #129,2015-05-26 00:00:00,East,Small,New Jersey,7208.0,21800.0,East-1,Store,10,20,11,18
960,Chicksand Store #960,960 Chicksand Rue,Pittsburg,California,94565.0,"Contra Costa County, California",West,2012-03-10 00:00:00,2016-01-07 00:00:00,38.0146,-121.9063,Large,3600.0,51.0,Ship to Residence,52300.0,61200.0,2016-01-07 00:00:00,3600.0,51.0,Ship to Residence,0.477,689.0,162792.0,True,lot,52300.0,960 Chicksand Rue,Pittsburg,"Contra Costa County, California",960.0,Chicksand Store #960,2012-03-10 00:00:00,West,Large,California,94565.0,61200.0,West-5,Store,9,21,10,20
893,Bliss Store #893,893 Bliss Lane,Harlingen,Texas,78550.0,"Cameron County, Texas",Southwest,2013-10-15 00:00:00,2024-01-23 00:00:00,26.2555,-97.6675,Small,5800.0,49.0,Curbside Pickup,14800.0,17500.0,2024-01-23 00:00:00,5800.0,49.0,Curbside Pickup,0.21,224.0,47250.0,True,garage,14800.0,893 Bliss Lane,Harlingen,"Cameron County, Texas",893.0,Bliss Store #893,2013-10-15 00:00:00,Southwest,Small,Texas,78550.0,17500.0,Southwest-3,Store,10,20,11,18
436,Garfield Store #436,436 Garfield Alley,Dallas,Texas,75260.0,"Dallas County, Texas",Southwest,2014-06-22 00:00:00,2017-12-13 00:00:00,32.79,-96.76,Small,6700.0,36.0,Ship to Residence,17600.0,21200.0,2017-12-13 00:00:00,6700.0,36.0,Ship to Residence,0.36,246.0,61480.0,True,garage,17600.0,436 Garfield Alley,Dallas,"Dallas County, Texas",436.0,Garfield Store #436,2014-06-22 00:00:00,Southwest,Small,Texas,75260.0,21200.0,Southwest-2,Store,10,20,11,18
296,Sheffield Store #296,296 Sheffield Pass,Round Rock,Texas,78664.0,"Travis County, Texas",Southwest,2014-05-08 00:00:00,2017-11-21 00:00:00,30.5019,-97.6473,Large,8500.0,52.0,In Store Pickup,45600.0,54200.0,2017-11-21 00:00:00,8500.0,52.0,In Store Pickup,0.263,575.0,142004.0,True,garage,45600.0,296 Sheffield Pass,Round Rock,"Travis County, Texas",296.0,Sheffield Store #296,2014-05-08 00:00:00,Southwest,Large,Texas,78664.0,54200.0,Southwest-1,Store,9,21,10,20
611,Under Store #611,611 Under Avenue,Edinburg,Texas,78539.0,"Hidalgo County, Texas",Southwest,2012-10-21 00:00:00,2022-09-20 00:00:00,26.2807,-98.1833,Large,9800.0,52.0,Delivery to Car,50900.0,58500.0,2022-09-20 00:00:00,9800.0,52.0,Delivery to Car,0.328,774.0,170235.0,True,garage,50900.0,611 Under Avenue,Edinburg,"Hidalgo County, Texas",611.0,Under Store #611,2012-10-21 00:00:00,Southwest,Large,Texas,78539.0,58500.0,Southwest-2,Store,9,21,10,20
438,Arthur Store #438,438 Arthur Alley,Jackson,Mississippi,39205.0,"Hinds County, Mississippi",South,2018-06-13 00:00:00,2015-12-15 00:00:00,32.32,-90.2,Large,6500.0,49.0,,44600.0,55300.0,2015-12-15 00:00:00,6500.0,49.0,,0.347,812.0,175854.0,True,lot,44600.0,438 Arthur Alley,Jackson,"Hinds County, Mississippi",438.0,Arthur Store #438,2018-06-13 00:00:00,South,Large,Mississippi,39205.0,55300.0,South-1,Store,9,21,10,20
355,Collins Store #355,355 Collins Alley,Houston,Texas,77201.0,"Harris County, Texas",Southwest,2012-09-29 00:00:00,2025-07-10 00:00:00,29.766,-95.3644,Small,9100.0,42.0,Ship to Residence,15400.0,19100.0,2025-07-10 00:00:00,9100.0,42.0,Ship to Residence,0.265,230.0,49278.0,True,lot,15400.0,355 Collins Alley,Houston,"Harris County, Texas",355.0,Collins Store #355,2012-09-29 00:00:00,Southwest,Small,Texas,77201.0,19100.0,Southwest-1,Store,10,20,11,18
819,Thoresby Store #819,819 Thoresby Avenue,Miramar,Florida,33023.0,"Broward County, Florida",South,2014-07-21 00:00:00,2025-09-08 00:00:00,25.9892,-80.2171,Large,6100.0,29.0,Curbside Pickup,44400.0,55500.0,2025-09-08 00:00:00,6100.0,29.0,Curbside Pickup,0.472,729.0,164280.0,True,garage,44400.0,819 Thoresby Avenue,Miramar,"Broward County, Florida",819.0,Thoresby Store #819,2014-07-21 00:00:00,South,Large,Florida,33023.0,55500.0,South-3,Store,9,21,10,20
813,Andsell Store #813,813 Andsell Road,Quincy,Massachusetts,2169.0,"Norfolk County, Massachusetts",East,2018-03-23 00:00:00,2025-10-04 00:00:00,42.2483,-71.0023,Medium,1500.0,35.0,,37000.0,45100.0,2025-10-04 00:00:00,1500.0,35.0,,0.231,630.0,142065.0,True,garage,37000.0,813 Andsell Road,Quincy,"Norfolk County, Massachusetts",813.0,Andsell Store #813,2018-03-23 00:00:00,East,Medium,Massachusetts,2169.0,45100.0,East-3,Store,10,21,11,19
705,King Store #705,705 King Boulevard,Greeley,Colorado,80631.0,"Weld County, Colorado",Southwest,2020-04-26 00:00:00,2024-08-07 00:00:00,40.4429,-104.6731,Medium,8200.0,33.0,Ship to Residence,30700.0,36500.0,2024-08-07 00:00:00,8200.0,33.0,Ship to Residence,0.384,551.0,124830.0,False,lot,30700.0,705 King Boulevard,Greeley,"Weld County, Colorado",705.0,King Store #705,2020-04-26 00:00:00,Southwest,Medium,Colorado,80631.0,36500.0,Southwest-3,Store,10,21,11,19
555,Chesterfield Store #555,555 Chesterfield Alley,Baltimore,Maryland,21202.0,"Baltimore city, Maryland",East,2014-11-07 00:00:00,2021-10-13 00:00:00,39.2965,-76.607,Large,10400.0,45.0,,52100.0,64600.0,2021-10-13 00:00:00,10400.0,45.0,,0.342,888.0,217702.0,True,garage,52100.0,555 Chesterfield Alley,Baltimore,"Baltimore city, Maryland",555.0,Chesterfield Store #555,2014-11-07 00:00:00,East,Large,Maryland,21202.0,64600.0,East-2,Store,9,21,10,20
70,Emily Store #70,70 Emily Alley,Mesquite,Texas,75149.0,"Dallas County, Texas",Southwest,2012-01-07 00:00:00,2021-04-23 00:00:00,32.7734,-96.6187,Large,7000.0,57.0,Ship to Residence,51200.0,60500.0,2021-04-23 00:00:00,7000.0,57.0,Ship to Residence,0.312,904.0,199045.0,True,garage,51200.0,70 Emily Alley,Mesquite,"Dallas County, Texas",70.0,Emily Store #70,2012-01-07 00:00:00,Southwest,Large,Texas,75149.0,60500.0,Southwest-1,Store,9,21,10,20
945,Armory Store #945,945 Armory Hill,Buena Park,California,90620.0,"Orange County, California",West,2017-12-12 00:00:00,2023-01-28 00:00:00,33.8452,-118.0153,Large,7000.0,63.0,Ship to Residence,46800.0,55200.0,2023-01-28 00:00:00,7000.0,63.0,Ship to Residence,0.412,737.0,165048.0,True,garage,46800.0,945 Armory Hill,Buena Park,"Orange County, California",945.0,Armory Store #945,2017-12-12 00:00:00,West,Large,California,90620.0,55200.0,West-5,Store,9,21,10,20
908,Ellerman Store #908,908 Ellerman Lane,Roswell,Georgia,30075.0,"Fulton County, Georgia",South,2020-08-07 00:00:00,2016-01-09 00:00:00,34.0551,-84.3905,Large,8600.0,27.0,Delivery to Car,50000.0,62500.0,2016-01-09 00:00:00,8600.0,27.0,Delivery to Car,,,,False,street,50000.0,908 Ellerman Lane,Roswell,"Fulton County, Georgia",908.0,Ellerman Store #908,2020-08-07 00:00:00,South,Large,Georgia,30075.0,62500.0,South-3,Store,9,21,10,20
102,West Store #102,102 West Crossroad,Lynn,Massachusetts,1901.0,"Essex County, Massachusetts",East,2016-07-28 00:00:00,2020-03-24 00:00:00,42.4604,-70.9464,Small,2500.0,38.0,Ship to Residence,13700.0,16500.0,2020-03-24 00:00:00,2500.0,38.0,Ship to Residence,0.414,202.0,49665.0,True,garage,13700.0,102 West Crossroad,Lynn,"Essex County, Massachusetts",102.0,West Store #102,2016-07-28 00:00:00,East,Small,Massachusetts,1901.0,16500.0,East-1,Store,10,20,11,18
409,Cavendish Store #409,409 Cavendish Rue,Bellflower,California,90706.0,"Los Angeles County, California",West,2019-04-22 00:00:00,2017-03-04 00:00:00,33.8878,-118.1273,Small,8100.0,34.0,Ship to Residence,18900.0,22500.0,2017-03-04 00:00:00,8100.0,34.0,Ship to Residence,0.366,321.0,68625.0,False,lot,18900.0,409 Cavendish Rue,Bellflower,"Los Angeles County, California",409.0,Cavendish Store #409,2019-04-22 00:00:00,West,Small,California,90706.0,22500.0,West-2,Store,10,20,11,18
523,Gatonby Store #523,523 Gatonby Rue,Phoenix,Arizona,85026.0,"Maricopa County, Arizona",Southwest,2014-08-30 00:00:00,2019-05-20 00:00:00,33.45,-111.97,Small,9100.0,44.0,Delivery to Car,13600.0,15900.0,2019-05-20 00:00:00,9100.0,44.0,Delivery to Car,0.407,195.0,41022.0,False,lot,13600.0,523 Gatonby Rue,Phoenix,"Maricopa County, Arizona",523.0,Gatonby Store #523,2014-08-30 00:00:00,Southwest,Small,Arizona,85026.0,15900.0,Southwest-2,Store,10,20,11,18
212,Coalecroft Store #212,212 Coalecroft Avenue,Santa Ana,California,92711.0,"Orange County, California",West,2020-01-07 00:00:00,2020-07-15 00:00:00,33.76,-117.8,Small,2300.0,61.0,Ship to Residence,15400.0,18400.0,2020-07-15 00:00:00,2300.0,61.0,Ship to Residence,0.432,213.0,46920.0,True,garage,15400.0,212 Coalecroft Avenue,Santa Ana,"Orange County, California",212.0,Coalecroft Store #212,2020-01-07 00:00:00,West,Small,California,92711.0,18400.0,West-1,Store,10,20,11,18
531,Udall Store #531,531 Udall Avenue,Jersey City,New Jersey,7302.0,"Hudson County, New Jersey",East,2017-01-27 00:00:00,2017-09-05 00:00:00,40.7194,-74.0465,Small,1800.0,36.0,Curbside Pickup,13700.0,16900.0,2017-09-05 00:00:00,1800.0,36.0,Curbside Pickup,0.283,230.0,51883.0,False,garage,13700.0,531 Udall Avenue,Jersey City,"Hudson County, New Jersey",531.0,Udall Store #531,2017-01-27 00:00:00,East,Small,New Jersey,7302.0,16900.0,East-2,Store,10,20,11,18
50,Arline Store #50,50 Arline Street,Oklahoma City,Oklahoma,73125.0,"Oklahoma County, Oklahoma",Southwest,2014-01-22 00:00:00,2024-10-26 00:00:00,35.46,-97.51,Small,5900.0,63.0,Delivery to Car,14600.0,17400.0,2024-10-26 00:00:00,5900.0,63.0,Delivery to Car,0.408,221.0,54810.0,True,garage,14600.0,50 Arline Street,Oklahoma City,"Oklahoma County, Oklahoma",50.0,Arline Store #50,2014-01-22 00:00:00,Southwest,Small,Oklahoma,73125.0,17400.0,Southwest-1,Store,10,20,11,18
984,Walnut Store #984,984 Walnut Grove,Glendale,California,91205.0,"Los Angeles County, California",West,2014-12-26 00:00:00,2021-10-13 00:00:00,34.1366,-118.2458,Small,3300.0,25.0,Curbside Pickup,13300.0,15300.0,2021-10-13 00:00:00,3300.0,25.0,Curbside Pickup,0.355,190.0,42228.0,True,garage,13300.0,984 Walnut Grove,Glendale,"Los Angeles County, California",984.0,Walnut Store #984,2014-12-26 00:00:00,West,Small,California,91205.0,15300.0,West-5,Store,10,20,11,18
360,Bales Store #360,360 Bales Crossroad,Corona,California,91718.0,"Riverside County, California",West,2015-01-01 00:00:00,2023-10-23 00:00:00,33.8753,-117.5656,Small,9000.0,63.0,Curbside Pickup,14800.0,18100.0,2023-10-23 00:00:00,9000.0,63.0,Curbside Pickup,0.342,227.0,48508.0,True,garage,14800.0,360 Bales Crossroad,Corona,"Riverside County, California",360.0,Bales Store #360,2015-01-01 00:00:00,West,Small,California,91718.0,18100.0,West-2,Store,10,20,11,18
926,Catherine Store #926,926 Catherine Way,Decatur,Illinois,62521.0,"Macon County, Illinois",Midwest,2012-04-02 00:00:00,2020-11-14 00:00:00,39.8171,-88.9263,Large,11100.0,32.0,Curbside Pickup,52200.0,62200.0,2020-11-14 00:00:00,11100.0,32.0,Curbside Pickup,0.306,909.0,203394.0,False,garage,52200.0,926 Catherine Way,Decatur,"Macon County, Illinois",926.0,Catherine Store #926,2012-04-02 00:00:00,Midwest,Large,Illinois,62521.0,62200.0,Midwest-4,Store,9,21,10,20
316,Canal Store #316,316 Canal Street,Springfield,Massachusetts,1101.0,"Hampden County, Massachusetts",East,2019-12-15 00:00:00,2021-01-20 00:00:00,42.11,-72.53,Small,8700.0,33.0,Curbside Pickup,19100.0,23700.0,2021-01-20 00:00:00,8700.0,33.0,Curbside Pickup,0.316,291.0,71100.0,True,garage,19100.0,316 Canal Street,Springfield,"Hampden County, Massachusetts",316.0,Canal Store #316,2019-12-15 00:00:00,East,Small,Massachusetts,1101.0,23700.0,East-2,Store,10,20,11,18
814,York Store #814,814 York Street,Lakeland,Florida,33801.0,"Polk County, Florida",South,2020-07-09 00:00:00,2018-09-12 00:00:00,28.036,-81.8996,Large,10200.0,48.0,Delivery to Car,49100.0,59400.0,2018-09-12 00:00:00,10200.0,48.0,Delivery to Car,0.333,822.0,193644.0,True,lot,49100.0,814 York Street,Lakeland,"Polk County, Florida",814.0,York Store #814,2020-07-09 00:00:00,South,Large,Florida,33801.0,59400.0,South-3,Store,9,21,10,20
615,Hamilton Store #615,615 Hamilton Rue,Downey,California,90241.0,"Los Angeles County, California",West,2016-11-26 00:00:00,2021-06-13 00:00:00,33.9403,-118.129,Large,5400.0,33.0,,44600.0,51300.0,2021-06-13 00:00:00,5400.0,33.0,,0.275,623.0,135432.0,False,garage,44600.0,615 Hamilton Rue,Downey,"Los Angeles County, California",615.0,Hamilton Store #615,2016-11-26 00:00:00,West,Large,California,90241.0,51300.0,West-3,Store,9,21,10,20
227,Bede Store #227,227 Bede Boulevard,St. Paul,Minnesota,55109.0,"Ramsey County, Minnesota",Midwest,2017-10-02 00:00:00,2024-01-22 00:00:00,45.0146,-93.0254,Small,3600.0,28.0,Ship to Residence,19100.0,22300.0,2024-01-22 00:00:00,3600.0,28.0,Ship to Residence,,,,False,street,19100.0,227 Bede Boulevard,St. Paul,"Ramsey County, Minnesota",227.0,Bede Store #227,2017-10-02 00:00:00,Midwest,Small,Minnesota,55109.0,22300.0,Midwest-2,Store,10,20,11,18
209,Castlereagh Store #209,209 Castlereagh Way,Bend,Oregon,97701.0,"Deschutes County, Oregon",West,2015-03-04 00:00:00,2023-08-21 00:00:00,44.1123,-121.2063,Large,10000.0,56.0,Curbside Pickup,47400.0,57900.0,2023-08-21 00:00:00,10000.0,56.0,Curbside Pickup,0.349,795.0,196860.0,False,garage,47400.0,209 Castlereagh Way,Bend,"Deschutes County, Oregon",209.0,Castlereagh Store #209,2015-03-04 00:00:00,West,Large,Oregon,97701.0,57900.0,West-1,Store,9,21,10,20
334,Coal Store #334,334 Coal Wharf Rue,Avondale,Arizona,85323.0,"Maricopa County, Arizona",Southwest,2018-11-29 00:00:00,2020-02-11 00:00:00,33.4191,-112.3269,Large,11100.0,25.0,Ship to Residence,44200.0,53000.0,2020-02-11 00:00:00,11100.0,25.0,Ship to Residence,0.361,636.0,156880.0,True,lot,44200.0,334 Coal Wharf Rue,Avondale,"Maricopa County, Arizona",334.0,Coal Store #334,2018-11-29 00:00:00,Southwest,Large,Arizona,85323.0,53000.0,Southwest-1,Store,9,21,10,20
788,Cobden Store #788,788 Cobden Lane,Lake Forest,California,92630.0,"Orange County, California",West,2016-10-20 00:00:00,2023-01-28 00:00:00,33.6457,-117.6855,Small,5700.0,56.0,,18100.0,22300.0,2023-01-28 00:00:00,5700.0,56.0,,0.376,271.0,67569.0,True,lot,18100.0,788 Cobden Lane,Lake Forest,"Orange County, California",788.0,Cobden Store #788,2016-10-20 00:00:00,West,Small,California,92630.0,22300.0,West-4,Store,10,20,11,18
766,Earl Store #766,766 Earl Rise Walk,Toledo,Ohio,43601.0,"Lucas County, Ohio",Midwest,2017-10-13 00:00:00,2022-11-02 00:00:00,41.6599,-83.58,Large,1300.0,43.0,Ship to Residence,46900.0,58200.0,2022-11-02 00:00:00,1300.0,43.0,Ship to Residence,,,,False,street,46900.0,766 Earl Rise Walk,Toledo,"Lucas County, Ohio",766.0,Earl Store #766,2017-10-13 00:00:00,Midwest,Large,Ohio,43601.0,58200.0,Midwest-3,Store,9,21,10,20
9999,Central Warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.0,Central Warehouse,,,,,,,,Warehouse,0,24,0,24
