Store Key,Product Key,Adjustment Date,Adjustment Quantity,Adjustment Reason
705,376,2025-06-05,-10,Expiration
874,383,2023-07-03,-4,Theft
318,185,2024-10-26,-6,Expiration
122,554,2023-05-19,-8,Theft
953,140,2023-04-28,-6,Expiration
815,842,2021-10-23,-6,Damage
71,946,2025-08-05,-5,Theft
50,335,2025-03-10,-1,Damage
815,41,2022-06-29,4,Cycle Count Correction
902,783,2025-01-26,-12,Damage
942,321,2022-02-24,-10,Cycle Count Correction
845,1067,2025-09-29,-13,Theft
858,694,2021-10-25,-11,Damage
949,106,2021-11-16,-1,Theft
525,731,2023-10-05,-8,Theft
178,771,2024-04-12,-1,Theft
438,869,2025-09-06,-5,Cycle Count Correction
571,125,2023-02-05,5,Cycle Count Correction
359,752,2024-12-31,-8,Damage
360,561,2024-04-17,-14,Cycle Count Correction
360,654,2022-12-18,-7,Expiration
417,298,2024-06-05,-12,Theft
717,441,2022-09-09,-3,Theft
578,394,2025-05-21,-4,Expiration
992,847,2025-06-29,-1,Theft
725,60,2024-10-17,-7,Damage
882,523,2025-06-28,14,Cycle Count Correction
71,121,2025-01-20,-5,Theft
204,803,2023-06-11,-3,Expiration
9999,21,2022-06-23,-11,Cycle Count Correction
321,613,2022-10-10,-7,Cycle Count Correction
858,204,2024-07-22,-5,Damage
16,641,2025-03-15,-1,Other
942,142,2025-09-04,-13,Damage
647,742,2024-08-31,-2,Damage
367,971,2023-03-28,-7,Theft
809,939,2025-03-09,-6,Expiration
949,506,2023-11-30,-4,Damage
164,960,2023-02-24,-7,Cycle Count Correction
12,761,2022-10-30,-9,Theft
966,740,2025-05-28,-8,Expiration
425,954,2024-04-30,-11,Damage
649,68,2023-09-01,-12,Theft
89,982,2024-08-01,-13,Damage
575,830,2024-06-21,-9,Damage
209,738,2024-05-30,10,Cycle Count Correction
818,722,2025-09-14,-1,Damage
972,908,2025-04-21,-7,Cycle Count Correction
758,863,2024-03-07,-13,Theft
50,685,2022-05-11,-4,Damage
425,96,2023-12-19,12,Cycle Count Correction
897,339,2024-07-15,-1,Theft
725,406,2025-08-26,-3,Cycle Count Correction
874,941,2025-02-03,-10,Theft
8,560,2023-10-10,-14,Theft
440,21,2023-09-10,-6,Damage
288,710,2022-09-03,-7,Theft
527,284,2022-06-23,-1,Damage
669,489,2025-05-02,-9,Cycle Count Correction
204,465,2025-05-16,4,Cycle Count Correction
818,263,2022-04-06,-9,Theft
247,362,2023-10-11,13,Cycle Count Correction
788,898,2024-11-12,-6,Damage
584,872,2023-05-23,-6,Expiration
973,1000,2024-09-26,-5,Theft
9999,829,2025-10-03,-1,Theft
118,186,2023-02-02,-10,Cycle Count Correction
795,329,2022-03-08,-11,Theft
674,766,2024-05-12,-3,Theft
594,240,2022-05-24,-3,Theft
394,365,2025-01-12,-12,Theft
818,957,2024-06-02,-14,Damage
555,1008,2023-04-26,-13,Expiration
973,1029,2024-08-04,-1,Theft
473,608,2023-07-06,-1,Theft
267,1060,2023-11-07,-10,Expiration
531,285,2021-10-02,-5,Damage
359,29,2021-12-08,-12,Damage
491,293,2024-06-08,-4,Damage
70,174,2023-03-03,-12,Expiration
184,344,2024-11-23,-9,Cycle Count Correction
302,316,2024-10-28,-7,Theft
908,1066,2024-07-19,-11,Theft
537,510,2024-12-06,-3,Theft
525,264,2024-11-24,-6,Theft
508,787,2022-11-17,-6,Theft
615,985,2024-03-08,-4,Theft
992,129,2022-04-05,-13,Cycle Count Correction
204,8,2024-01-16,-14,Theft
314,176,2022-12-30,-12,Theft
821,129,2025-05-15,-1,Damage
670,842,2021-11-17,-8,Damage
204,177,2022-02-22,-3,Other
184,776,2022-12-26,6,Cycle Count Correction
610,28,2023-04-17,-5,Expiration
269,372,2022-12-16,-4,Damage
625,265,2021-12-11,-2,Damage
464,46,2022-03-21,-10,Cycle Count Correction
267,1058,2023-02-23,-5,Damage
882,19,2023-10-15,-6,Theft
852,825,2024-03-02,-2,Damage
102,82,2023-08-10,-12,Theft
227,554,2022-10-27,-4,Expiration
615,1043,2025-06-26,-5,Theft
591,163,2025-03-07,-8,Damage
326,775,2024-12-07,-14,Damage
902,688,2022-10-09,-8,Damage
661,702,2022-11-07,-12,Theft
359,546,2024-05-17,-13,Theft
332,120,2024-06-07,-4,Damage
713,859,2025-06-24,-2,Expiration
888,272,2021-09-13,-13,Expiration
6,459,2024-05-03,-1,Cycle Count Correction
717,731,2021-10-04,-5,Expiration
649,109,2025-08-31,-1,Theft
303,1068,2025-02-23,4,Cycle Count Correction
302,146,2022-04-13,-1,Theft
979,857,2023-01-07,-13,Expiration
550,373,2023-06-04,-13,Expiration
200,137,2025-06-07,-4,Expiration
302,628,2025-10-08,-5,Other
611,633,2023-12-09,-6,Theft
741,982,2021-08-29,-13,Theft
327,285,2023-06-11,-5,Damage
67,391,2022-12-15,-6,Damage
33,180,2022-07-10,-9,Damage
858,605,2023-03-23,4,Cycle Count Correction
455,321,2025-07-30,-3,Damage
958,979,2022-02-20,-13,Other
981,138,2022-06-15,-6,Cycle Count Correction
763,345,2024-01-21,-13,Cycle Count Correction
979,1004,2024-10-24,-13,Expiration
932,389,2023-03-21,-2,Cycle Count Correction
404,783,2025-04-21,-1,Other
21,101,2021-12-26,-9,Theft
184,1083,2022-10-07,-1,Theft
122,563,2024-04-24,-4,Cycle Count Correction
641,1082,2024-12-23,-14,Cycle Count Correction
269,951,2024-04-02,-7,Expiration
981,939,2022-03-17,-12,Expiration
33,878,2022-10-01,-2,Theft
204,348,2025-01-29,-2,Theft
893,215,2022-12-19,-4,Damage
182,1052,2022-02-11,-5,Damage
664,316,2025-03-16,-3,Expiration
227,29,2022-04-08,-1,Cycle Count Correction
866,1027,2023-12-11,-13,Damage
324,105,2021-11-08,8,Cycle Count Correction
705,365,2024-01-02,-7,Theft
888,680,2022-08-05,-14,Other
192,38,2024-06-09,-2,Theft
713,691,2023-08-23,-13,Expiration
9999,378,2024-10-13,-9,Damage
669,149,2021-11-26,-5,Theft
705,257,2023-02-18,6,Cycle Count Correction
589,51,2025-10-13,-6,Cycle Count Correction
27,583,2024-04-07,-11,Theft
758,445,2023-07-16,-7,Theft
318,304,2024-10-12,-9,Cycle Count Correction
615,996,2021-10-28,-14,Damage
247,509,2024-11-29,5,Cycle Count Correction
498,972,2023-02-28,-8,Theft
625,403,2023-04-06,-12,Damage
966,508,2024-04-01,-5,Expiration
979,260,2022-12-30,-1,Theft
925,1006,2025-01-01,-11,Expiration
270,30,2022-03-31,-3,Theft
118,722,2024-08-07,-1,Cycle Count Correction
734,486,2022-05-17,-7,Theft
958,238,2024-04-22,-2,Cycle Count Correction
657,820,2021-08-27,-2,Expiration
617,101,2022-09-12,-4,Cycle Count Correction
657,903,2024-12-19,-7,Theft
576,742,2024-12-18,-13,Theft
332,970,2025-07-26,6,Cycle Count Correction
960,628,2022-03-24,-4,Theft
201,985,2025-09-28,-10,Cycle Count Correction
576,361,2024-02-03,-5,Damage
589,57,2022-03-08,-7,Theft
39,120,2021-12-20,8,Cycle Count Correction
576,553,2024-06-20,-11,Damage
945,604,2024-01-06,-5,Theft
895,878,2023-11-12,-3,Theft
24,623,2025-04-11,5,Cycle Count Correction
250,475,2022-12-29,-5,Damage
815,319,2022-09-10,-12,Damage
443,382,2022-03-14,-5,Expiration
784,988,2021-08-26,-5,Damage
981,965,2024-07-01,-8,Theft
610,321,2025-06-01,-11,Damage
544,1069,2025-04-16,-6,Damage
591,79,2025-08-03,-3,Damage
16,1091,2025-06-10,-5,Expiration
500,698,2022-09-14,-2,Expiration
108,561,2024-07-20,-3,Other
642,795,2024-12-07,-9,Damage
200,329,2025-01-09,-1,Theft
984,915,2022-03-06,-4,Theft
550,711,2023-02-20,-8,Expiration
36,567,2024-02-06,-1,Damage
122,593,2023-02-15,-9,Damage
70,57,2022-11-26,-3,Cycle Count Correction
436,1063,2022-03-25,-10,Cycle Count Correction
893,659,2021-12-23,-2,Cycle Count Correction
870,671,2023-10-07,-6,Damage
885,396,2023-07-03,6,Cycle Count Correction
108,666,2022-06-10,-2,Expiration
902,1048,2023-12-19,-7,Damage
269,564,2022-10-07,-1,Theft
897,326,2021-11-21,-5,Damage
591,311,2023-06-06,-8,Cycle Count Correction
50,909,2023-04-17,-9,Theft
591,36,2024-04-11,-8,Damage
809,745,2022-04-17,-9,Cycle Count Correction
303,729,2024-12-27,-5,Damage
926,232,2022-04-20,-3,Expiration
438,276,2025-03-08,-6,Other
267,241,2024-05-05,-9,Cycle Count Correction
184,891,2021-09-20,-13,Cycle Count Correction
71,973,2022-07-10,-7,Expiration
576,981,2025-02-19,-10,Damage
897,75,2023-09-27,-10,Expiration
318,735,2022-07-22,-12,Theft
321,711,2022-02-01,-12,Theft
818,917,2023-01-05,-1,Theft
70,105,2023-01-20,-9,Damage
498,1057,2025-04-07,-11,Theft
318,139,2023-01-29,-1,Theft
657,172,2022-12-08,-5,Expiration
89,873,2021-09-16,-5,Theft
966,1093,2024-09-21,-10,Theft
502,223,2022-01-03,-5,Damage
603,4,2024-01-07,-8,Theft
36,346,2021-10-12,-13,Damage
383,942,2024-10-04,-11,Theft
725,759,2024-01-13,-6,Theft
659,95,2024-08-11,-8,Cycle Count Correction
375,598,2025-10-17,-13,Expiration
327,11,2024-07-05,-14,Theft
589,927,2022-04-13,-3,Theft
717,300,2022-01-16,-5,Theft
908,970,2023-06-18,-3,Theft
815,160,2024-05-09,-4,Theft
795,695,2023-08-26,-7,Expiration
641,459,2024-11-13,-12,Damage
254,914,2023-04-14,-6,Cycle Count Correction
199,1090,2025-01-02,-10,Theft
250,140,2022-08-17,-9,Expiration
615,518,2023-01-13,-7,Damage
669,721,2022-07-18,-5,Theft
302,751,2024-12-09,-1,Theft
814,551,2022-09-09,-10,Theft
584,846,2025-05-28,-4,Cycle Count Correction
979,289,2023-07-12,-11,Damage
831,357,2025-03-22,-12,Theft
267,644,2022-07-29,-9,Theft
267,1096,2021-11-08,-13,Damage
502,668,2023-01-24,-3,Damage
806,448,2025-08-20,-5,Cycle Count Correction
241,177,2025-03-19,-4,Theft
763,726,2024-10-04,-14,Other
67,809,2025-07-15,1,Cycle Count Correction
795,178,2025-08-28,3,Cycle Count Correction
402,122,2022-05-24,-1,Expiration
281,109,2022-05-04,-14,Theft
254,810,2023-08-05,-7,Theft
670,605,2025-02-01,-4,Theft
898,744,2025-10-02,-1,Expiration
768,447,2022-11-24,-11,Damage
893,392,2023-07-16,-14,Theft
302,877,2023-02-05,-6,Theft
184,94,2023-12-28,-2,Damage
332,147,2025-05-10,-11,Other
436,113,2023-01-23,-8,Theft
869,967,2021-12-07,-6,Damage
591,931,2025-01-07,-2,Damage
949,1091,2021-12-06,-11,Theft
209,728,2024-02-18,-9,Theft
178,727,2023-10-29,-12,Expiration
33,355,2025-03-11,-8,Theft
83,548,2024-03-13,-6,Theft
39,1019,2023-11-18,-6,Theft
332,423,2023-07-29,-3,Expiration
992,244,2021-08-30,-2,Cycle Count Correction
603,530,2022-05-06,-6,Damage
814,906,2022-05-09,-8,Other
766,768,2023-04-25,-1,Expiration
858,618,2024-11-03,-4,Expiration
318,677,2022-02-24,-5,Theft
400,518,2022-10-03,-4,Expiration
177,141,2025-05-24,-14,Damage
784,941,2024-11-30,-6,Theft
788,496,2024-06-13,-5,Theft
404,873,2025-02-19,-8,Expiration
555,506,2023-05-02,-4,Expiration
615,368,2022-02-09,-2,Damage
440,799,2022-07-08,-6,Theft
326,893,2025-09-10,-5,Expiration
589,149,2024-12-27,-9,Theft
498,71,2022-05-01,-4,Expiration
201,400,2024-05-22,-2,Damage
713,241,2021-09-22,-10,Damage
882,749,2025-07-27,-7,Theft
314,727,2025-05-22,-12,Theft
164,94,2023-01-12,-9,Theft
341,454,2022-09-27,-4,Theft
538,589,2023-08-05,-1,Other
932,626,2023-07-12,-9,Other
508,89,2024-06-29,-9,Theft
926,682,2023-10-24,-14,Theft
316,884,2022-01-19,-6,Damage
806,929,2025-02-06,-11,Theft
400,132,2021-10-28,-10,Damage
36,597,2023-05-05,-11,Theft
525,663,2023-04-07,-6,Cycle Count Correction
19,330,2025-06-21,-7,Theft
523,533,2024-03-02,-8,Theft
909,811,2023-07-04,-1,Theft
201,544,2025-08-21,-4,Damage
383,453,2025-03-07,-13,Cycle Count Correction
302,950,2023-10-19,9,Cycle Count Correction
296,386,2021-08-20,-9,Other
83,662,2021-12-09,-9,Theft
858,606,2024-04-24,-6,Damage
847,109,2025-03-05,-11,Theft
6,258,2023-06-02,-9,Theft
897,1060,2024-04-28,-6,Cycle Count Correction
870,743,2025-02-21,-8,Cycle Count Correction
394,342,2025-08-04,-10,Theft
267,933,2024-11-02,-11,Theft
122,985,2025-03-25,-13,Expiration
713,447,2024-08-24,-11,Theft
438,792,2022-04-24,-6,Cycle Count Correction
809,21,2024-07-03,-6,Theft
942,457,2022-02-18,-12,Theft
674,940,2023-11-08,-5,Theft
641,631,2023-08-15,6,Cycle Count Correction
443,1054,2024-05-06,-11,Expiration
108,566,2023-04-01,-7,Theft
443,558,2025-05-01,-4,Theft
806,988,2023-06-01,-3,Other
615,215,2022-09-28,-11,Damage
24,311,2023-10-01,-14,Theft
184,878,2023-08-23,-13,Damage
182,349,2023-10-16,-4,Theft
326,1070,2022-12-25,-3,Damage
945,231,2023-04-06,12,Cycle Count Correction
383,14,2025-03-31,-14,Expiration
942,655,2022-10-02,-9,Cycle Count Correction
610,161,2025-09-08,-3,Damage
719,700,2023-08-13,-12,Theft
790,513,2024-03-02,-12,Damage
324,267,2022-09-27,-4,Expiration
16,31,2024-05-26,-8,Damage
819,206,2023-04-21,13,Cycle Count Correction
770,706,2024-07-20,-2,Theft
647,860,2023-09-12,-5,Theft
201,358,2021-10-01,-6,Theft
925,254,2024-11-24,-10,Damage
305,1045,2024-10-06,-3,Expiration
557,773,2022-02-02,-13,Theft
674,350,2024-02-20,-4,Damage
575,828,2023-10-12,-6,Damage
296,262,2023-04-07,-3,Cycle Count Correction
83,439,2025-07-25,-12,Expiration
270,140,2022-01-08,-3,Cycle Count Correction
866,851,2024-03-12,5,Cycle Count Correction
784,473,2022-08-08,-9,Expiration
24,956,2022-10-04,5,Cycle Count Correction
567,498,2022-09-18,-5,Damage
557,457,2024-01-18,-5,Damage
866,913,2023-12-29,-7,Damage
670,1050,2021-10-26,-3,Expiration
908,860,2022-04-23,-6,Damage
949,574,2022-01-08,-2,Theft
972,973,2023-06-08,-10,Expiration
821,613,2023-01-21,-9,Damage
199,145,2022-10-16,-6,Damage
118,749,2021-11-25,-12,Expiration
502,904,2025-03-27,-14,Theft
199,35,2024-01-22,-2,Expiration
809,1010,2021-11-07,-8,Theft
561,214,2023-05-21,-8,Theft
314,1086,2021-10-06,-8,Theft
958,1007,2022-06-17,-8,Theft
790,948,2025-10-02,-1,Theft
400,662,2024-06-17,-10,Expiration
926,448,2025-04-25,-11,Cycle Count Correction
902,632,2024-07-08,-8,Theft
926,113,2021-09-23,-11,Other
897,969,2025-09-04,-13,Theft
591,103,2022-11-21,-13,Damage
615,765,2023-04-22,-3,Expiration
908,583,2022-02-12,-12,Damage
889,794,2024-03-04,-4,Theft
170,1019,2025-05-16,-12,Expiration
302,535,2024-02-01,-14,Damage
178,475,2022-04-07,-5,Theft
440,85,2023-12-28,-4,Theft
974,1047,2022-08-17,-14,Theft
523,2,2023-07-29,-7,Theft
527,743,2024-08-08,-13,Theft
813,417,2025-05-29,5,Cycle Count Correction
326,303,2023-11-27,-12,Expiration
576,868,2022-02-26,-8,Expiration
641,14,2023-10-27,-8,Expiration
806,513,2025-07-08,14,Cycle Count Correction
893,746,2025-08-14,-7,Damage
285,10,2023-05-22,-1,Damage
269,764,2023-08-06,-3,Theft
254,663,2024-11-22,-4,Expiration
321,402,2024-02-08,-8,Theft
847,973,2021-12-26,-14,Other
537,791,2024-10-08,-8,Other
869,557,2024-12-27,-7,Expiration
108,840,2022-12-02,-7,Theft
669,390,2023-07-25,-10,Damage
932,868,2023-03-14,-2,Damage
409,571,2023-07-16,6,Cycle Count Correction
375,769,2021-12-18,-1,Expiration
227,741,2022-08-02,-10,Expiration
641,18,2024-04-03,-1,Theft
799,782,2023-04-17,14,Cycle Count Correction
27,354,2024-01-21,-11,Expiration
814,313,2024-01-18,2,Cycle Count Correction
610,1083,2023-03-13,-3,Theft
847,689,2024-06-16,-3,Damage
932,818,2024-12-18,8,Cycle Count Correction
177,310,2022-12-18,-4,Expiration
177,310,2022-02-25,-1,Cycle Count Correction
464,155,2021-12-13,-2,Theft
359,773,2023-07-07,-3,Expiration
966,591,2021-12-29,-9,Damage
801,717,2024-08-13,-14,Theft
360,348,2022-11-30,-3,Damage
578,915,2023-08-23,-10,Damage
6,624,2024-08-11,6,Cycle Count Correction
661,107,2025-03-28,-1,Expiration
71,338,2025-02-14,-9,Theft
725,1085,2024-02-26,-3,Cycle Count Correction
902,357,2025-07-22,-6,Damage
360,744,2022-07-08,-5,Theft
296,1041,2022-10-20,-13,Expiration
717,543,2025-04-25,-12,Cycle Count Correction
327,841,2024-04-06,-8,Theft
34,37,2025-09-01,2,Cycle Count Correction
267,214,2023-11-22,-1,Theft
281,828,2021-09-29,-4,Cycle Count Correction
302,821,2023-07-26,-3,Other
440,401,2025-07-21,-7,Other
102,66,2023-10-25,-2,Theft
16,440,2024-07-28,-2,Theft
610,1042,2022-05-05,-4,Theft
661,383,2024-09-23,-4,Theft
953,861,2023-06-19,-11,Damage
523,28,2025-05-30,-8,Expiration
578,127,2023-03-04,1,Cycle Count Correction
498,523,2022-08-08,-10,Cycle Count Correction
713,108,2025-03-05,-8,Theft
799,805,2021-12-11,-2,Expiration
544,79,2022-12-22,-12,Cycle Count Correction
523,547,2024-10-07,-5,Damage
285,847,2024-08-27,8,Cycle Count Correction
296,457,2023-04-13,-2,Expiration
281,102,2023-08-09,-5,Expiration
383,415,2021-12-06,-14,Theft
992,678,2022-09-30,-5,Damage
801,779,2023-10-31,-4,Expiration
669,1014,2025-07-17,-14,Other
400,290,2023-07-05,-13,Damage
809,740,2025-02-18,-3,Theft
981,375,2023-07-25,-3,Expiration
819,449,2025-07-12,-10,Damage
450,480,2024-09-18,-8,Damage
664,910,2023-01-17,-3,Theft
972,894,2023-09-18,-4,Theft
610,824,2024-06-09,-5,Cycle Count Correction
70,663,2023-04-07,-1,Cycle Count Correction
641,701,2023-05-29,5,Cycle Count Correction
178,147,2025-04-30,-7,Theft
33,935,2023-05-17,-8,Theft
450,648,2024-04-16,-3,Other
50,830,2022-04-10,-12,Cycle Count Correction
209,843,2025-06-22,-6,Damage
491,422,2023-09-27,-8,Cycle Count Correction
567,90,2024-10-05,-2,Damage
942,647,2023-10-22,-14,Damage
974,218,2022-10-07,-13,Damage
813,414,2021-10-02,-12,Cycle Count Correction
321,756,2023-07-24,-3,Expiration
801,860,2022-05-26,12,Cycle Count Correction
527,306,2022-08-17,2,Cycle Count Correction
911,226,2023-08-03,-10,Theft
24,435,2021-10-27,9,Cycle Count Correction
455,412,2022-04-09,-14,Cycle Count Correction
443,384,2025-09-16,-8,Theft
296,198,2025-01-21,-6,Damage
359,372,2024-07-29,1,Cycle Count Correction
630,749,2025-03-21,-8,Damage
355,874,2024-10-30,12,Cycle Count Correction
603,724,2022-03-07,-10,Theft
897,940,2022-09-11,-2,Theft
531,443,2025-06-28,-1,Theft
845,472,2024-12-08,-5,Damage
394,733,2022-12-08,-9,Expiration
561,980,2022-12-26,-8,Damage
889,892,2025-04-02,-9,Cycle Count Correction
889,955,2025-05-31,-11,Theft
974,755,2022-11-12,-9,Expiration
436,1018,2025-08-29,-13,Other
713,452,2025-04-01,-6,Damage
584,940,2024-12-22,-4,Damage
801,982,2021-10-05,-3,Damage
241,919,2024-08-02,-12,Damage
531,1083,2023-11-29,-14,Theft
303,495,2024-01-24,-2,Damage
591,939,2025-09-22,-12,Expiration
768,134,2023-02-13,-7,Theft
852,571,2023-12-11,-13,Damage
909,299,2024-10-22,-14,Theft
981,688,2024-02-19,-1,Theft
866,226,2024-10-04,-4,Expiration
831,791,2022-10-29,12,Cycle Count Correction
815,637,2025-03-12,-5,Theft
591,333,2024-10-26,2,Cycle Count Correction
96,562,2024-09-02,-7,Damage
19,1091,2025-02-24,-5,Expiration
669,614,2022-05-21,-7,Expiration
270,459,2025-03-15,-9,Expiration
925,835,2024-04-25,-8,Damage
404,480,2024-01-02,-10,Theft
925,610,2024-09-12,-9,Damage
902,777,2024-07-21,-4,Cycle Count Correction
296,608,2025-07-26,-12,Damage
39,730,2024-01-16,1,Cycle Count Correction
455,237,2024-01-30,-14,Damage
8,848,2025-05-17,-3,Theft
537,208,2023-10-05,-6,Theft
818,932,2021-12-29,-5,Theft
281,310,2024-04-30,-6,Theft
942,1007,2022-05-21,-2,Damage
71,525,2023-04-17,-5,Damage
888,116,2024-04-06,-12,Damage
882,627,2022-09-22,-4,Theft
661,210,2021-09-25,-11,Theft
498,906,2024-10-26,-14,Theft
719,665,2022-12-21,-6,Cycle Count Correction
659,177,2024-10-19,-10,Damage
795,595,2024-03-16,8,Cycle Count Correction
21,590,2025-02-22,-7,Expiration
6,999,2025-05-15,-14,Theft
806,743,2022-08-26,-4,Theft
250,613,2025-04-21,-3,Theft
926,888,2023-04-02,-11,Damage
58,752,2022-05-08,-5,Theft
438,1008,2022-05-13,-7,Theft
949,932,2023-06-22,-12,Theft
741,44,2024-06-15,-12,Cycle Count Correction
925,577,2023-06-24,-3,Theft
719,800,2023-01-24,-8,Theft
664,18,2024-02-22,-6,Damage
984,158,2025-05-23,-1,Theft
770,456,2023-06-17,-11,Other
16,175,2023-03-16,-10,Expiration
966,938,2025-07-21,-9,Cycle Count Correction
885,220,2025-03-21,-5,Theft
911,373,2025-07-01,-14,Theft
27,95,2024-05-04,-4,Theft
647,34,2022-10-10,-12,Theft
67,296,2023-11-03,-4,Damage
302,7,2023-08-13,1,Cycle Count Correction
973,729,2021-12-17,-7,Theft
591,855,2022-02-21,-2,Expiration
972,939,2023-03-08,-4,Theft
318,631,2023-12-23,2,Cycle Count Correction
360,120,2023-05-03,-5,Damage
508,891,2023-12-09,-9,Theft
19,453,2022-06-23,-4,Theft
204,833,2025-02-25,-12,Other
922,96,2024-07-11,-12,Cycle Count Correction
784,130,2025-04-09,-6,Theft
70,644,2025-02-18,-9,Theft
814,842,2024-09-01,-6,Other
285,720,2023-10-03,-3,Damage
36,580,2023-10-31,-5,Theft
247,777,2024-03-08,-4,Theft
799,948,2024-06-01,-5,Expiration
821,894,2022-05-01,-3,Theft
885,793,2024-01-16,-12,Cycle Count Correction
815,307,2025-06-19,-13,Theft
713,412,2025-06-01,-2,Damage
664,708,2023-06-01,-8,Expiration
450,399,2025-08-06,-8,Damage
464,91,2024-08-01,-5,Other
321,18,2024-07-08,-7,Damage
400,769,2023-09-19,-10,Other
758,764,2024-08-14,12,Cycle Count Correction
269,294,2025-09-02,-5,Theft
866,322,2023-05-11,-9,Cycle Count Correction
267,104,2024-12-24,-9,Theft
455,995,2022-11-29,-4,Theft
642,762,2023-04-05,-1,Cycle Count Correction
326,665,2022-04-18,-13,Cycle Count Correction
809,661,2022-11-28,-11,Cycle Count Correction
960,1088,2025-03-06,9,Cycle Count Correction
885,171,2021-12-05,-4,Theft
201,297,2025-04-05,-8,Theft
889,85,2022-12-22,-14,Damage
550,83,2022-03-02,-7,Theft
813,359,2025-03-27,-1,Damage
402,1024,2022-03-21,6,Cycle Count Correction
809,395,2024-05-21,-8,Expiration
725,21,2025-10-03,9,Cycle Count Correction
852,922,2024-02-01,-2,Expiration
858,67,2023-10-02,-12,Damage
898,602,2024-04-03,12,Cycle Count Correction
578,849,2025-01-03,-9,Cycle Count Correction
908,402,2021-12-17,-6,Damage
192,814,2025-08-21,-12,Theft
254,838,2023-09-24,-7,Damage
303,124,2023-02-26,-2,Other
611,9,2022-09-09,-14,Damage
958,115,2025-01-03,-3,Theft
425,112,2024-01-27,7,Cycle Count Correction
200,323,2022-07-12,-5,Theft
674,1063,2024-08-04,-11,Theft
303,284,2025-03-26,-5,Expiration
788,197,2022-06-23,-12,Theft
869,736,2024-06-19,-11,Theft
758,905,2025-10-13,-2,Theft
341,886,2022-12-23,-6,Theft
212,651,2021-09-23,-7,Expiration
531,497,2023-08-06,-13,Cycle Count Correction
525,525,2022-10-21,7,Cycle Count Correction
129,204,2024-09-20,-14,Damage
766,545,2023-03-23,-10,Theft
790,157,2024-03-01,-2,Damage
949,542,2025-04-25,-10,Theft
316,821,2024-08-10,11,Cycle Count Correction
241,512,2024-03-08,-14,Damage
209,23,2025-05-05,-10,Theft
594,617,2023-11-19,-1,Damage
687,933,2021-08-27,-12,Other
537,908,2022-12-03,4,Cycle Count Correction
911,731,2024-05-04,-1,Damage
821,239,2025-03-20,-3,Damage
567,249,2022-02-06,-4,Damage
247,853,2023-06-10,-14,Theft
8,1062,2022-07-07,-12,Damage
502,853,2023-11-29,-12,Damage
926,134,2022-07-14,-8,Damage
815,137,2025-08-14,-8,Cycle Count Correction
71,976,2025-02-07,-14,Damage
768,816,2023-07-31,-1,Damage
303,1075,2023-10-12,-5,Theft
222,434,2022-05-31,-13,Damage
200,1004,2025-05-16,-7,Theft
184,225,2025-02-24,-2,Other
974,1037,2023-06-08,-11,Cycle Count Correction
661,726,2024-12-27,-11,Expiration
613,917,2022-07-31,-7,Damage
770,472,2022-03-22,-4,Expiration
164,706,2022-02-05,-6,Expiration
664,413,2022-02-23,-2,Theft
425,894,2022-10-24,-4,Theft
949,709,2024-09-04,-3,Damage
942,569,2024-12-14,-2,Expiration
316,148,2021-12-24,-5,Theft
576,991,2024-06-28,-5,Other
267,898,2024-06-14,-2,Cycle Count Correction
332,341,2022-01-15,-14,Expiration
922,224,2022-11-21,-1,Expiration
443,610,2025-07-08,-14,Expiration
642,606,2024-12-14,-4,Damage
858,490,2023-06-10,-4,Theft
847,541,2024-08-24,-1,Cycle Count Correction
575,335,2025-10-02,1,Cycle Count Correction
815,380,2021-09-10,-13,Damage
818,475,2025-08-20,-11,Theft
758,971,2025-10-02,-5,Cycle Count Correction
625,33,2024-03-14,-9,Expiration
192,1086,2022-01-29,13,Cycle Count Correction
56,449,2024-08-31,-13,Theft
758,51,2024-11-08,-9,Theft
33,543,2024-06-25,-7,Expiration
209,568,2022-04-05,-10,Damage
669,931,2024-02-25,-12,Expiration
436,939,2023-12-03,-2,Damage
790,830,2023-04-14,12,Cycle Count Correction
870,112,2023-09-28,-1,Theft
821,739,2024-04-07,-9,Cycle Count Correction
790,731,2025-03-05,-2,Damage
814,161,2021-11-11,-12,Theft
305,507,2024-05-27,-3,Damage
852,761,2024-04-10,-11,Damage
402,1077,2024-11-08,-5,Damage
902,620,2023-10-07,-7,Damage
56,881,2024-06-17,-3,Expiration
182,441,2024-06-07,9,Cycle Count Correction
34,881,2022-10-10,-7,Expiration
24,385,2022-03-19,10,Cycle Count Correction
285,217,2021-10-17,-5,Cycle Count Correction
801,412,2022-03-23,-2,Theft
966,784,2021-12-07,-4,Other
177,542,2022-07-06,-7,Theft
305,32,2024-12-17,14,Cycle Count Correction
741,645,2022-02-14,-12,Damage
866,161,2024-03-18,-10,Theft
27,932,2023-04-28,-10,Damage
815,666,2023-01-15,-9,Theft
182,794,2025-08-09,1,Cycle Count Correction
885,906,2024-11-01,-3,Theft
108,1082,2024-08-10,-1,Theft
250,534,2022-03-03,4,Cycle Count Correction
869,295,2023-04-28,-10,Cycle Count Correction
613,944,2022-11-26,-9,Damage
784,42,2025-02-18,-10,Cycle Count Correction
8,387,2023-01-04,-9,Theft
316,122,2022-06-16,-7,Cycle Count Correction
992,951,2022-07-05,-10,Theft
39,837,2022-10-13,-9,Damage
84,663,2022-08-02,-6,Damage
