Product Key,Product Name,Product Type,Product Family,Product Line,Product Group,Product Description,Sku Number,Price,Product Status,Product Notes,Updated At,Updated By,Proposed Price,Vendor Key
820,"820-43"" Class (42.6"" Diag.)   LED   1080p",Entertainment,TV & Home Theater,Smart TV,Sharp,"43"" Class (42.6"" Diag.)   LED   1080p",TV5112973101,99.0,,,,,,8
821,"821-65"" Class (64.5"" Diag.)   LED   2160p",Entertainment,TV & Home Theater,Smart TV,Sony,"65"" Class (64.5"" Diag.)   LED   2160p",TV1129538538,115.0,,,,,,8
822,"822-55"" Class (54.6"" Diag.)   LED   2160p",Entertainment,TV & Home Theater,Smart TV,Sony,"55"" Class (54.6"" Diag.)   LED   2160p",TV6875123808,991.5,,,,,,17
823,"823-E Series 55"" Class (54.6"" Diag.)   LED",Entertainment,TV & Home Theater,Smart TV,VIZIO,"E Series 55"" Class (54.6"" Diag.)   LED",TV3835242427,99.0,,,,,,17
824,"824-E Series   24"" Class (23""",Entertainment,TV & Home Theater,Smart TV,VIZIO,"E Series   24"" Class (23""",TV7582981770,162.0,,,,,,17
825,"825-32"" Class (31.5"" Diag.)   LED   1080p",Entertainment,TV & Home Theater,Smart TV,VIZIO,"32"" Class (31.5"" Diag.)   LED   1080p",TV8505908778,225.0,,,,,,17
826,"826-48"" Class (47.6"" Diag.)   LED   2160p",Entertainment,TV & Home Theater,Smart TV,Samsung,"48"" Class (47.6"" Diag.)   LED   2160p",TV5094884266,487.5,,,,,,8
827,"827-55"" Class (54.6"" Diag.)   LED   Curved",Entertainment,TV & Home Theater,Smart TV,Samsung,"55"" Class (54.6"" Diag.)   LED   Curved",TV3980391734,582.0,,,,,,5
828,"828-65"" Class (64.5"" Diag.)   2160p   Smart",Entertainment,TV & Home Theater,Smart TV,Samsung,"65"" Class (64.5"" Diag.)   2160p   Smart",TV7946519004,99.0,,,,,,8
829,"829-43"" Class (42.5"" Diag.)   LED   2160p",Entertainment,TV & Home Theater,Smart TV,Sony,"43"" Class (42.5"" Diag.)   LED   2160p",TV6583260597,697.5,,,,,,17
830,"830-AQUOS   55"" Class (54.6"" Diag.)   LED",Entertainment,TV & Home Theater,Smart TV,Sharp,"AQUOS   55"" Class (54.6"" Diag.)   LED",TV3612192428,1180.5,,,,,,17
831,"831-75"" Class (74.5"" Diag.)   LED   2160p",Entertainment,TV & Home Theater,Smart TV,Sony,"75"" Class (74.5"" Diag.)   LED   2160p",TV3725365614,230.5,,,,,,8
832,"832-AQUOS   43"" Class (42.5"" Diag.)   LED",Entertainment,TV & Home Theater,Smart TV,Sharp,"AQUOS   43"" Class (42.5"" Diag.)   LED",TV1172035891,388.0,,,,,,8
833,"833-65"" Class (64.5"" Diag.)   LED   2160p",Entertainment,TV & Home Theater,Smart TV,LG,"65"" Class (64.5"" Diag.)   LED   2160p",TV8841088011,120.0,,,,,,17
834,"834-65"" Class (64.5"" Diag.)   OLED   2160p",Entertainment,TV & Home Theater,Smart TV,LG,"65"" Class (64.5"" Diag.)   OLED   2160p",TV5740396661,167.5,,,,,,17
835,"835-55"" Class (54.6"" Diag.)   LED   2160p",Entertainment,TV & Home Theater,Smart TV,LG,"55"" Class (54.6"" Diag.)   LED   2160p",TV2732544947,115.0,,,,,,8
836,"836-M Series   49"" Class (48.5"" Diag.)",Entertainment,TV & Home Theater,Smart TV,VIZIO,"M Series   49"" Class (48.5"" Diag.)",TV1359270601,535.0,,,,,,17
837,"837-AQUOS   70"" Class (69.5"" Diag.)   LED",Entertainment,TV & Home Theater,Smart TV,Sharp,"AQUOS   70"" Class (69.5"" Diag.)   LED",TV5666804858,298.5,,,,,,17
838,"838-65"" Class (64.5"" Diag.)   LED   Curved",Entertainment,TV & Home Theater,Smart TV,Samsung,"65"" Class (64.5"" Diag.)   LED   Curved",TV8572110499,162.0,,,,,,8
839,"839-48"" Class (47.6"" Diag.)   LED   2160p",Entertainment,TV & Home Theater,Smart TV,Samsung,"48"" Class (47.6"" Diag.)   LED   2160p",TV8111471320,162.0,,,,,,8
840,"840-AQUOS   70"" Class (69.5"" Diag.)   LED",Entertainment,TV & Home Theater,Smart TV,Sharp,"AQUOS   70"" Class (69.5"" Diag.)   LED",TV6515853978,613.5,,,,,,8
841,"841-75"" Class (74.5"" Diag.)   2160p   Smart",Entertainment,TV & Home Theater,Smart TV,Samsung,"75"" Class (74.5"" Diag.)   2160p   Smart",TV8354233570,225.0,,,,,,17
842,"842-49"" Class (48.5"" Diag.)   LED   2160p",Entertainment,TV & Home Theater,Smart TV,LG,"49"" Class (48.5"" Diag.)   LED   2160p",TV3605006014,120.0,,,,,,17
843,"843-60"" Class (60"" Diag.)   2160p   Smart",Entertainment,TV & Home Theater,Smart TV,Samsung,"60"" Class (60"" Diag.)   2160p   Smart",TV4593993883,120.0,,,,,,8
844,"844-65"" Class (64.5"" Diag.)   LED Curved   2160p",Entertainment,TV & Home Theater,Smart TV,Samsung,"65"" Class (64.5"" Diag.)   LED Curved   2160p",TV4016806727,283.0,,,,,,8
845,"845-M Series   65"" Class (65"" Diag.)",Entertainment,TV & Home Theater,Smart TV,VIZIO,"M Series   65"" Class (65"" Diag.)",TV2484678388,120.0,,,,,,8
846,"846-55"" Class (54.6"" Diag.)   OLED   Curved",Entertainment,TV & Home Theater,Smart TV,LG,"55"" Class (54.6"" Diag.)   OLED   Curved",TV1590079937,456.0,,,,,,7
847,"847-55"" Class (54.6"" Diag.)   OLED   2160p",Entertainment,TV & Home Theater,Smart TV,LG,"55"" Class (54.6"" Diag.)   OLED   2160p",TV2230676388,109.5,,,,,,8
848,"848-55"" Class (54 1/2"" Diag.)   LED",Entertainment,TV & Home Theater,Smart TV,Sony,"55"" Class (54 1/2"" Diag.)   LED",TV2621985493,193.5,,,,,,8
849,"849-65"" Class (64.5"" Diag.)   LED   2160p",Entertainment,TV & Home Theater,Smart TV,LG,"65"" Class (64.5"" Diag.)   LED   2160p",TV6302140226,298.5,,,,,,8
850,"850-60"" Class (59.5"" Diag.)   LED   2160p",Entertainment,TV & Home Theater,Smart TV,LG,"60"" Class (59.5"" Diag.)   LED   2160p",TV2383922869,424.5,,,,,,17
851,851-iPhone 6 16GB   Space Gray (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6 16GB   Space Gray (Sprint),SP8872260279,582.0,,,,,,11
852,852-iPhone 6s 16GB   Rose Gold (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6s 16GB   Rose Gold (Sprint),SP4173052003,655.5,Active,this is active,2021-11-09 18:52:38,brendon@sigmacomputing.com,2000.0,3
853,853-iPhone 6s 16GB   Space Gray (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6s 16GB   Space Gray (Sprint),SP6639811599,519.0,,,,,,18
854,854-iPhone 6s 64GB   Rose Gold (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6s 64GB   Rose Gold (Sprint),SP8627593921,7465.0,,,,,,11
855,855-iPhone 6s 64GB   Space Gray (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6s 64GB   Space Gray (Sprint),SP1298416517,120.0,,,,,,11
856,856-iPhone 6 16GB   Silver (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6 16GB   Silver (Sprint),SP8035686254,2314.5,,,,,,18
857,857-iPhone 6s 16GB   Gold (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6s 16GB   Gold (Sprint),SP2246738798,886.5,,,,,,3
858,858-iPhone 6 16GB   Gold (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6 16GB   Gold (Sprint),SP1018696929,356.5,,,,,,18
859,859-iPhone 6 64GB   Space Gray (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6 64GB   Space Gray (Sprint),SP3973946946,1343.5,,,,,,3
860,860-Galaxy Note5 4G LTE with 32GB Memory Cell Phone   Gold (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy Note5 4G LTE with 32GB Memory Cell Phone   Gold (Sprint),SP9553616168,146.5,,,,,,18
861,861-Galaxy Note5 4G LTE with 32GB Memory Cell Phone   Black Sapphire (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy Note5 4G LTE with 32GB Memory Cell Phone   Black Sapphire (Sprint),SP1735212092,214.5,,,,,,3
862,862-Galaxy Note5 4G LTE with 32GB Memory Cell Phone   White Pearl (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy Note5 4G LTE with 32GB Memory Cell Phone   White Pearl (Sprint),SP5532376437,99.0,,,,,,11
863,863-Galaxy Note5 4G LTE with 64GB Memory Cell Phone   Black Sapphire (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy Note5 4G LTE with 64GB Memory Cell Phone   Black Sapphire (Sprint),SP6848194397,230.5,,,,,,18
864,864-Galaxy S6 with 32GB Memory Cell Phone   Gold (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy S6 with 32GB Memory Cell Phone   Gold (Sprint),SP6358224893,57.0,,,,,,3
865,865-Galaxy S6 with 32GB Memory Cell Phone   Black (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy S6 with 32GB Memory Cell Phone   Black (Sprint),SP3511986541,335.5,,,,,,18
866,866-iPhone 6s Plus 64GB   Gold (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6s Plus 64GB   Gold (Sprint),SP2711416144,540.0,,,,,,3
867,867-iPhone 6s 64GB   Gold (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6s 64GB   Gold (Sprint),SP8069907735,304.0,,,,,,18
868,868-G4 4G with 32GB Memory Cell Phone   Black Leather (Sprint),Mobiles,Smart Phones,Sprint,LG,G4 4G with 32GB Memory Cell Phone   Black Leather (Sprint),SP6164524927,734.5,,,,,,3
869,869-Galaxy S6 with 32GB Memory Cell Phone   White Pearl (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy S6 with 32GB Memory Cell Phone   White Pearl (Sprint),SP9203818329,304.0,,,,,,18
870,870-iPhone 6s Plus 64GB   Silver (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6s Plus 64GB   Silver (Sprint),SP2651919782,335.5,,,,,,9
871,871-Galaxy Note5 4G LTE with 64GB Memory Cell Phone   Gold (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy Note5 4G LTE with 64GB Memory Cell Phone   Gold (Sprint),SP5654970053,193.5,,,,,,9
872,872-Galaxy S6 edge+ 4G LTE with 32GB Memory Cell Phone   Black Sapphire (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy S6 edge+ 4G LTE with 32GB Memory Cell Phone   Black Sapphire (Sprint),SP6678861113,57.0,,,,,,6
873,873-iPhone 6 Plus 64GB   Space Gray (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6 Plus 64GB   Space Gray (Sprint),SP8091951673,120.0,,,,,,11
874,874-iPhone 6s Plus 16GB   Silver (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6s Plus 16GB   Silver (Sprint),SP8950607689,57.0,,,,,,2
875,875-HTC One (M9) with 32GB Memory Cell Phone   Gray (Sprint),Mobiles,Smart Phones,Sprint,Sprint,HTC One (M9) with 32GB Memory Cell Phone   Gray (Sprint),SP2938311283,109.5,,,,,,3
876,876-Galaxy S6 edge with 32GB Memory Cell Phone   Gold Platinum (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy S6 edge with 32GB Memory Cell Phone   Gold Platinum (Sprint),SP2038339884,57.0,,,,,,3
877,877-Galaxy S6 edge with 32GB Memory Cell Phone   Black Sapphire (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy S6 edge with 32GB Memory Cell Phone   Black Sapphire (Sprint),SP3338829023,272.5,,,,,,18
878,878-iPhone 6 64GB   Gold (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6 64GB   Gold (Sprint),SP7202863201,361.5,,,,,,3
879,879-Galaxy S6 edge with 32GB Memory Cell Phone   White Pearl (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy S6 edge with 32GB Memory Cell Phone   White Pearl (Sprint),SP4333284368,5779.5,,,,,,18
880,880-Galaxy Note5 4G LTE with 64GB Memory Cell Phone   White Pearl (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy Note5 4G LTE with 64GB Memory Cell Phone   White Pearl (Sprint),SP5213099205,340.5,,,,,,18
881,881-Galaxy S6 with 64GB Memory Cell Phone   White Pearl (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy S6 with 64GB Memory Cell Phone   White Pearl (Sprint),SP9264018955,855.0,,,,,,11
882,882-iPhone 6s 128GB   Rose Gold (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6s 128GB   Rose Gold (Sprint),SP3740746205,52.0,,,,,,18
883,883-Galaxy S6 4G LTE with 32GB Memory Cell Phone   Black (T Mobile),Mobiles,Smart Phones,Sprint,Samsung,Galaxy S6 4G LTE with 32GB Memory Cell Phone   Black (T Mobile),SP5201237094,120.0,,,,,,18
884,884-G Flex 2 with 32GB Memory Cell Phone   Red (Sprint),Mobiles,Smart Phones,Sprint,LG,G Flex 2 with 32GB Memory Cell Phone   Red (Sprint),SP6675377252,514.0,,,,,,18
885,885-iPhone 6 Plus 16GB   Silver (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6 Plus 16GB   Silver (Sprint),SP5920080817,293.5,,,,,,7
886,886-iPhone 6 Plus 16GB   Gold (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6 Plus 16GB   Gold (Sprint),SP7795955758,167.5,,,,,,18
887,887-Aquos Cell Phone   Black,Mobiles,Smart Phones,Sprint,Sharp,Aquos Cell Phone   Black,SP5128235709,414.0,,,,,,18
888,888-Galaxy S6 with 64GB Memory Cell Phone   Black Sapphire (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy S6 with 64GB Memory Cell Phone   Black Sapphire (Sprint),SP8978028800,466.5,,,,,,18
889,889-Galaxy S6 with 64GB Memory Cell Phone   Gold Platinum (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy S6 with 64GB Memory Cell Phone   Gold Platinum (Sprint),SP3074122645,241.0,,,,,,3
890,890-iPhone 6s 128GB   Space Gray (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6s 128GB   Space Gray (Sprint),SP4816544523,115.0,,,,,,18
891,891-iPhone 6s Plus 128GB   Rose Gold (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6s Plus 128GB   Rose Gold (Sprint),SP5688326664,340.5,,,,,,11
892,892-iPhone 6 16GB   Space Gray (T Mobile),Mobiles,Smart Phones,Sprint,Apple,iPhone 6 16GB   Space Gray (T Mobile),SP7737411433,965.5,,,,,,11
893,893-Galaxy S6 edge+ 4G LTE with 64GB Memory Cell Phone   Gold Platinum (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy S6 edge+ 4G LTE with 64GB Memory Cell Phone   Gold Platinum (Sprint),SP1754995927,797.5,,,,,,18
894,894-iPhone 6s Plus 128GB   Space Gray (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6s Plus 128GB   Space Gray (Sprint),SP6471084270,193.5,,,,,,18
895,895-iPhone 6s Plus 128GB   Silver (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6s Plus 128GB   Silver (Sprint),SP2031834293,199.0,,,,,,11
896,896-Galaxy S6 edge with 64GB Memory Cell Phone   White (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy S6 edge with 64GB Memory Cell Phone   White (Sprint),SP9024220623,146.5,,,,,,18
897,897-iPhone 6 Plus 64GB   Gold (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6 Plus 64GB   Gold (Sprint),SP6556556998,235.5,,,,,,3
898,898-iPhone 5c 8GB Cell Phone   White (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 5c 8GB Cell Phone   White (Sprint),SP5936277028,361.5,,,,,,18
899,899-Desire 510 Cell Phone   Deep Navy Blue (Sprint),Mobiles,Smart Phones,Sprint,HTC,Desire 510 Cell Phone   Deep Navy Blue (Sprint),SP8444213786,445.5,,,,,,11
900,900-Nexus 6 Cell Phone   Midnight Blue (Sprint),Mobiles,Smart Phones,Sprint,Motorola,Nexus 6 Cell Phone   Midnight Blue (Sprint),SP4531677676,193.5,,,,,,18
901,901-Moto X Cell Phone   Black (Sprint),Mobiles,Smart Phones,Sprint,Motorola,Moto X Cell Phone   Black (Sprint),SP2169848894,235.5,,,,,,11
902,902-Galaxy S6 edge+ 4G LTE with 64GB Memory Cell Phone   Black Sapphire (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy S6 edge+ 4G LTE with 64GB Memory Cell Phone   Black Sapphire (Sprint),SP6587125807,529.5,,,,,,18
903,903-iPhone 6s Plus 128GB   Gold (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6s Plus 128GB   Gold (Sprint),SP6779062343,57.0,,,,,,11
904,904-Galaxy S6 edge with 64GB Memory Cell Phone   Black Sapphire (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy S6 edge with 64GB Memory Cell Phone   Black Sapphire (Sprint),SP7060991893,582.0,,,,,,11
905,905-One (M9) 4G LTE with 32GB Memory Cell Phone   Silver/Gold (Sprint),Mobiles,Smart Phones,Sprint,HTC,One (M9) 4G LTE with 32GB Memory Cell Phone   Silver/Gold (Sprint),SP5053375506,115.0,,,,,,17
906,906-Verve Cell Phone   Gray (Sprint),Mobiles,Smart Phones,Sprint,Kyocera,Verve Cell Phone   Gray (Sprint),SP1955825243,335.5,,,,,,3
907,907-Galaxy S 5 4G LTE with 32GB Memory Cell Phone   Pre Owned,Mobiles,Smart Phones,Sprint,Samsung,Galaxy S 5 4G LTE with 32GB Memory Cell Phone   Pre Owned,SP2094851214,1117.5,,,,,,14
908,908-iPhone 6 64GB   Silver (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6 64GB   Silver (Sprint),SP8953752975,991.5,,,,,,8
909,909-iPhone 6s 128GB   Gold (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6s 128GB   Gold (Sprint),SP8123807422,183.0,,,,,,8
910,910-iPhone 6s 128GB   Silver (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone 6s 128GB   Silver (Sprint),SP7426507907,445.5,,,,,,18
911,911-Galaxy S6 with 128GB Memory Cell Phone   Black Sapphire (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy S6 with 128GB Memory Cell Phone   Black Sapphire (Sprint),SP2655788545,325.0,,,,,,11
912,912-Galaxy S6 with 128GB Memory Cell Phone   White Pearl (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy S6 with 128GB Memory Cell Phone   White Pearl (Sprint),SP4232356381,1075.5,,,,,,18
913,913-Galaxy S6 edge with 64GB Memory Cell Phone   Gold (Sprint),Mobiles,Smart Phones,Sprint,Samsung,Galaxy S6 edge with 64GB Memory Cell Phone   Gold (Sprint),SP7192326356,718.5,,,,,,3
914,914-iPhone® 5s 64GB   Silver (Sprint),Mobiles,Smart Phones,Sprint,Apple,iPhone® 5s 64GB   Silver (Sprint),SP4566675484,115.0,,,,,,18
915,915-LG G4 4G with 32GB Memory Cell Phone   Black Titanium (Sprint),Mobiles,Smart Phones,Sprint,LG,LG G4 4G with 32GB Memory Cell Phone   Black Titanium (Sprint),SP2076586848,645.0,,,,,,3
916,916-iPhone 6 16GB   Space Gray (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6 16GB   Space Gray (Verizon Wireless),SP7080128643,178.0,,,,,,18
917,917-iPhone 6s 64GB   Space Gray (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s 64GB   Space Gray (Verizon Wireless),SP2944088365,162.0,,,,,,11
918,918-iPhone 6s 64GB   Rose Gold (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s 64GB   Rose Gold (Verizon Wireless),SP2502738247,304.0,,,,,,11
919,919-iPhone 6s 16GB   Space Gray (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s 16GB   Space Gray (Verizon Wireless),SP6868105353,634.5,,,,,,11
920,920-iPhone 6s 16GB   Rose Gold (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s 16GB   Rose Gold (Verizon Wireless),SP9863432800,398.5,,,,,,18
921,921-iPhone 6s Plus 64GB   Space Gray (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s Plus 64GB   Space Gray (Verizon Wireless),SP4844294644,172.5,,,,,,11
922,922-iPhone 6s Plus 64GB   Rose Gold (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s Plus 64GB   Rose Gold (Verizon Wireless),SP3091768271,298.5,,,,,,11
923,923-iPhone 6 16GB   Silver (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6 16GB   Silver (Verizon Wireless),SP7522657620,178.0,,,,,,11
924,924-iPhone 6 64GB   Space Gray (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6 64GB   Space Gray (Verizon Wireless),SP1400798141,57.0,,,,,,9
925,925-iPhone 6s 64GB   Gold (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s 64GB   Gold (Verizon Wireless),SP6901957431,99.0,,,,,,11
926,926-iPhone 6s 64GB   Silver (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s 64GB   Silver (Verizon Wireless),SP5461027672,167.5,,,,,,3
927,927-Galaxy Note5 4G LTE with 32GB Memory Cell Phone   Black Sapphire (Verizon Wireless),Mobiles,Smart Phones,Verizon,Samsung,Galaxy Note5 4G LTE with 32GB Memory Cell Phone   Black Sapphire (Verizon Wireless),SP4067494600,288.0,,,,,,18
928,928-Galaxy Note5 4G LTE with 32GB Memory Cell Phone   White Pearl (Verizon Wireless),Mobiles,Smart Phones,Verizon,Samsung,Galaxy Note5 4G LTE with 32GB Memory Cell Phone   White Pearl (Verizon Wireless),SP1463697142,109.5,,,,,,3
929,929-Galaxy Note5 4G LTE with 64GB Memory Cell Phone   Black Sapphire (Verizon Wireless),Mobiles,Smart Phones,Verizon,Samsung,Galaxy Note5 4G LTE with 64GB Memory Cell Phone   Black Sapphire (Verizon Wireless),SP8506336489,823.5,,,,,,3
930,930-Galaxy S6 4G LTE with 32GB Memory Cell Phone   Black Sapphire (Verizon Wireless),Mobiles,Smart Phones,Verizon,Samsung,Galaxy S6 4G LTE with 32GB Memory Cell Phone   Black Sapphire (Verizon Wireless),SP1250271061,193.5,,,,,,18
931,931-Galaxy Note5 4G LTE with 32GB Memory Cell Phone   Black Sapphire (Verizon Wireless),Mobiles,Smart Phones,Verizon,Samsung,Galaxy Note5 4G LTE with 32GB Memory Cell Phone   Black Sapphire (Verizon Wireless),SP5809406234,435.0,,,,,,3
932,932-Galaxy Note5 4G LTE with 32GB Memory Cell Phone   White Pearl (Verizon Wireless),Mobiles,Smart Phones,Verizon,Samsung,Galaxy Note5 4G LTE with 32GB Memory Cell Phone   White Pearl (Verizon Wireless),SP5004947564,839.5,,,,,,18
933,933-Galaxy Note5 4G LTE with 64GB Memory Cell Phone   Black Sapphire (Verizon Wireless),Mobiles,Smart Phones,Verizon,Samsung,Galaxy Note5 4G LTE with 64GB Memory Cell Phone   Black Sapphire (Verizon Wireless),SP4577565287,440.5,,,,,,11
934,934-iPhone 6 16GB   Space Gray (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6 16GB   Space Gray (Verizon Wireless),SP1376934186,214.5,,,,,,11
935,935-iPhone 6s 64GB   Space Gray (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s 64GB   Space Gray (Verizon Wireless),SP5720923944,115.0,,,,,,11
936,936-iPhone 6s 64GB   Rose Gold (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s 64GB   Rose Gold (Verizon Wireless),SP7021578369,52.0,,,,,,18
937,937-iPhone 6s 16GB   Space Gray (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s 16GB   Space Gray (Verizon Wireless),SP4201722727,178.0,,,,,,3
938,938-iPhone 6s 16GB   Rose Gold (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s 16GB   Rose Gold (Verizon Wireless),SP7817356799,298.5,,,,,,3
939,939-iPhone 6s Plus 64GB   Space Gray (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s Plus 64GB   Space Gray (Verizon Wireless),SP2661989185,487.5,,,,,,3
940,940-iPhone 6s Plus 64GB   Rose Gold (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s Plus 64GB   Rose Gold (Verizon Wireless),SP6886826733,146.5,,,,,,18
941,941-iPhone 6 16GB   Silver (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6 16GB   Silver (Verizon Wireless),SP2970054692,162.0,,,,,,18
942,942-iPhone 6 64GB   Space Gray (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6 64GB   Space Gray (Verizon Wireless),SP3588952700,283.0,,,,,,18
943,943-Galaxy S6 4G LTE with 32GB Memory Cell Phone   Black Sapphire (Verizon Wireless),Mobiles,Smart Phones,Verizon,Samsung,Galaxy S6 4G LTE with 32GB Memory Cell Phone   Black Sapphire (Verizon Wireless),SP1122027402,235.5,,,,,,18
944,944-iPhone 6s 64GB   Gold (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s 64GB   Gold (Verizon Wireless),SP1354533321,304.0,,,,,,18
945,945-iPhone 6s 64GB   Silver (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s 64GB   Silver (Verizon Wireless),SP5021156764,115.0,,,,,,11
946,946-iPhone 6s 16GB   Gold (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s 16GB   Gold (Verizon Wireless),SP5894893886,109.5,,,,,,3
947,947-iPhone 6s Plus 64GB   Gold (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s Plus 64GB   Gold (Verizon Wireless),SP8354061000,199.0,,,,,,3
948,948-iPhone 6s 16GB   Silver (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s 16GB   Silver (Verizon Wireless),SP9621683383,251.5,,,,,,3
949,949-iPhone 6s Plus 64GB   Silver (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6s Plus 64GB   Silver (Verizon Wireless),SP4740603207,162.0,,,,,,3
950,950-Galaxy S6 edge+ 4G LTE with 32GB Memory Cell Phone   Gold Platinum (Verizon Wireless),Mobiles,Smart Phones,Verizon,Samsung,Galaxy S6 edge+ 4G LTE with 32GB Memory Cell Phone   Gold Platinum (Verizon Wireless),SP5907318054,361.5,,,,,,18
951,951-Galaxy S6 4G LTE with 32GB Memory Cell Phone   Gold (Verizon Wireless),Mobiles,Smart Phones,Verizon,Samsung,Galaxy S6 4G LTE with 32GB Memory Cell Phone   Gold (Verizon Wireless),SP2059309428,650.5,,,,,,11
952,952-Galaxy S6 4G LTE with 32GB Memory Cell Phone   White Pearl (Verizon Wireless),Mobiles,Smart Phones,Verizon,Samsung,Galaxy S6 4G LTE with 32GB Memory Cell Phone   White Pearl (Verizon Wireless),SP6196684399,225.0,,,,,,11
953,953-iPhone 6 Plus 16GB   Space Gray (Verizon Wireless),Mobiles,Smart Phones,Verizon,Apple,iPhone 6 Plus 16GB   Space Gray (Verizon Wireless),SP4696515749,99.0,,,,,,18
