Return ID,Order Number,Product Key,Return Date,Return Quantity,Refund Amount,Return Reason,Restocked
316600,596288,159,2024-04-05,1,170.94,Wrong Size/Fit,Y
316601,596294,8,2024-06-05,2,255.65,Better Price Found,Y
316602,596295,240,2024-05-29,1,108.54,Changed Mind,Y
316603,596296,704,2024-06-05,2,40.7,Not As Described,Y
316604,596297,363,2024-06-10,1,136.79,Defective/Damaged,N
316605,596300,8,2024-06-30,1,127.82,Better Price Found,Y
316606,596301,154,2024-07-16,2,128.59,Not As Described,Y
316607,596302,38,2024-07-16,1,174.51,Changed Mind,Y
316608,596303,833,2024-07-21,2,178.65,Wrong Size/Fit,N
316609,596304,378,2024-08-10,2,493.35,Defective/Damaged,Y
316610,596305,889,2024-08-06,1,291.37,Other,Y
316611,596305,1082,2024-08-05,1,1059.72,Defective/Damaged,Y
316612,596307,208,2024-08-26,1,53.62,Changed Mind,N
316613,596307,475,2024-08-15,2,249.37,Changed Mind,Y
316614,596307,806,2024-09-03,1,81.9,Other,N
316615,596307,1085,2024-09-11,1,359.52,Wrong Size/Fit,Y
316616,596310,1095,2024-09-25,2,79.34,Not As Described,N
316617,596314,1059,2024-10-30,1,1737.0,Changed Mind,Y
316618,596316,841,2024-11-12,1,171.11,Defective/Damaged,N
316619,596317,915,2024-11-01,1,1348.16,Other,Y
316620,596318,66,2024-11-10,1,66.12,Defective/Damaged,N
316621,596318,441,2024-11-01,2,138.0,Better Price Found,N
316622,596318,726,2024-11-05,1,23.26,Changed Mind,N
316623,596321,572,2024-12-08,1,42.0,Defective/Damaged,N
316624,596323,1061,2024-12-27,1,55.02,Defective/Damaged,N
316625,596324,754,2025-01-02,2,1063.86,Changed Mind,Y
316626,596325,368,2024-12-26,2,195.73,Not As Described,N
316627,596332,85,2025-02-24,1,203.98,Wrong Size/Fit,Y
316628,596333,703,2025-02-23,1,123.43,Defective/Damaged,N
316629,596333,1059,2025-03-02,2,3474.0,Better Price Found,Y
316630,596336,168,2025-03-22,2,605.49,Not As Described,Y
316631,596341,354,2025-05-05,2,524.85,Better Price Found,Y
316632,596341,810,2025-04-22,2,83.36,Not As Described,Y
316633,596342,967,2025-05-03,2,578.29,Changed Mind,Y
316634,596343,1039,2025-05-12,1,71.45,Changed Mind,Y
316635,596344,576,2025-05-08,2,165.0,Wrong Size/Fit,Y
316636,596347,495,2025-05-27,1,486.0,Better Price Found,Y
316637,596349,497,2025-06-20,1,18.9,Defective/Damaged,N
316638,596350,845,2025-06-11,2,240.0,Not As Described,Y
316639,596354,843,2025-07-19,2,155.85,Changed Mind,Y
316640,596355,723,2025-07-21,1,47.9,Wrong Size/Fit,Y
316641,596359,747,2025-08-26,1,74.76,Changed Mind,N
316642,596360,293,2025-09-12,1,199.39,Wrong Size/Fit,Y
316643,596363,57,2025-09-19,1,91.88,Changed Mind,Y
316644,596367,351,2025-10-07,2,136.35,Changed Mind,Y
316645,596370,499,2024-03-21,1,275.8,Wrong Size/Fit,Y
316646,596374,425,2024-10-09,2,111.18,Other,N
316647,596382,309,2024-03-09,1,60.34,Not As Described,N
316648,596387,3,2024-06-11,1,108.77,Changed Mind,Y
316649,596388,726,2024-07-02,1,18.6,Defective/Damaged,N
316650,596392,996,2024-10-05,1,44.79,Changed Mind,Y
316651,596395,1085,2025-01-23,1,359.53,Wrong Size/Fit,Y
316652,596400,631,2025-06-05,1,50.87,Wrong Size/Fit,Y
316653,596401,901,2025-07-10,1,36.03,Wrong Size/Fit,Y
316654,596403,801,2025-08-26,1,1010.27,Wrong Size/Fit,Y
316655,596407,51,2021-09-10,2,247.95,Not As Described,Y
316656,596408,544,2021-10-05,1,64.07,Other,N
316657,596411,398,2021-10-19,2,140.87,Better Price Found,Y
316658,596413,551,2021-11-11,2,106.87,Wrong Size/Fit,Y
316659,596418,346,2021-11-28,2,96.14,Defective/Damaged,N
316660,596419,381,2021-12-10,2,1074.16,Changed Mind,Y
316661,596419,801,2021-12-17,1,1010.27,Defective/Damaged,N
316662,596419,962,2021-12-09,2,548.55,Changed Mind,Y
316663,596422,914,2021-12-23,2,87.28,Changed Mind,N
316664,596422,967,2022-01-19,2,578.29,Other,Y
316665,596425,710,2022-02-02,1,75.79,Changed Mind,Y
316666,596427,253,2022-02-22,1,38.76,Not As Described,Y
316667,596428,1048,2022-02-13,2,358.63,Changed Mind,Y
316668,596430,315,2022-03-08,2,291.38,Changed Mind,N
316669,596432,444,2022-03-27,1,65.7,Changed Mind,Y
316670,596432,928,2022-03-02,1,170.82,Defective/Damaged,N
316671,596433,1011,2022-03-19,2,1080.0,Defective/Damaged,N
316672,596434,603,2022-03-30,1,79.06,Better Price Found,Y
316673,596434,631,2022-03-25,1,63.59,Not As Described,Y
316674,596435,104,2022-04-06,1,152.49,Wrong Size/Fit,Y
316675,596436,880,2022-04-05,1,464.78,Wrong Size/Fit,Y
316676,596439,212,2022-05-10,2,291.21,Defective/Damaged,N
316677,596442,629,2022-05-16,1,30.71,Changed Mind,Y
316678,596444,444,2022-05-29,1,65.7,Wrong Size/Fit,Y
316679,596445,1031,2022-06-02,1,24.8,Changed Mind,Y
316680,596446,254,2022-06-11,1,29.32,Better Price Found,N
316681,596447,351,2022-07-09,1,68.17,Defective/Damaged,N
316682,596447,1018,2022-07-11,1,103.36,Defective/Damaged,Y
316683,596448,1058,2022-07-08,2,759.51,Changed Mind,N
316684,596449,1096,2022-07-09,1,277.36,Other,N
316685,596450,667,2022-07-20,1,101.89,Not As Described,Y
316686,596452,636,2022-08-15,1,30.59,Other,Y
316687,596455,320,2022-08-14,1,36.91,Other,Y
316688,596455,665,2022-08-12,1,57.12,Changed Mind,Y
316689,596458,636,2022-09-13,1,30.59,Not As Described,Y
316690,596462,225,2022-09-28,2,433.8,Changed Mind,Y
316691,596462,839,2022-10-10,1,116.88,Wrong Size/Fit,Y
316692,596463,106,2022-10-23,2,49.11,Defective/Damaged,Y
316693,596463,905,2022-10-23,2,34.16,Changed Mind,Y
316694,596464,980,2022-11-11,2,207.19,Not As Described,N
316695,596472,540,2023-01-01,1,123.28,Wrong Size/Fit,Y
316696,596472,1087,2022-12-17,1,795.33,Changed Mind,Y
316697,596473,496,2022-12-18,1,172.5,Defective/Damaged,N
316698,596473,497,2023-01-06,1,18.9,Better Price Found,Y
316699,596477,890,2023-02-06,1,48.93,Not As Described,Y
316700,596479,310,2023-02-06,2,1592.54,Better Price Found,N
316701,596480,136,2023-02-12,2,805.7,Changed Mind,Y
316702,596481,562,2023-03-12,1,2229.56,Wrong Size/Fit,Y
316703,596484,1088,2023-03-07,1,523.15,Changed Mind,Y
316704,596494,327,2023-05-23,1,149.46,Changed Mind,Y
316705,596494,444,2023-05-10,1,65.7,Defective/Damaged,Y
316706,596495,32,2023-05-18,1,268.4,Wrong Size/Fit,Y
316707,596495,66,2023-05-23,1,66.12,Wrong Size/Fit,N
316708,596496,308,2023-06-17,1,203.16,Changed Mind,Y
316709,596500,277,2023-07-11,2,220.32,Wrong Size/Fit,N
316710,596500,665,2023-07-21,2,114.24,Changed Mind,Y
316711,596500,843,2023-06-23,1,77.92,Changed Mind,Y
316712,596501,642,2023-07-13,2,328.32,Not As Described,Y
316713,596503,444,2023-07-23,1,65.7,Changed Mind,Y
316714,596504,345,2023-08-12,1,87.46,Wrong Size/Fit,Y
316715,596504,455,2023-08-14,1,128.43,Changed Mind,Y
316716,596504,1059,2023-08-16,1,1737.0,Defective/Damaged,N
316717,596507,572,2023-08-19,1,42.0,Wrong Size/Fit,N
316718,596507,994,2023-09-04,2,366.18,Better Price Found,Y
316719,596508,1067,2025-09-10,2,539.03,Other,N
316720,596509,157,2023-09-03,1,166.61,Other,N
316721,596514,343,2023-10-19,2,215.78,Not As Described,Y
316722,596516,380,2023-10-31,1,51.75,Wrong Size/Fit,N
316723,596517,301,2023-10-20,1,120.0,Defective/Damaged,N
316724,596519,807,2023-11-11,1,38.39,Better Price Found,Y
316725,596521,753,2023-11-17,2,222.69,Other,Y
316726,596521,1066,2023-12-11,1,117.27,Changed Mind,Y
316727,596523,806,2023-12-10,1,81.9,Other,N
316728,596524,501,2023-12-25,1,47.94,Other,Y
316729,596525,83,2023-12-24,1,613.5,Better Price Found,Y
316730,596525,790,2023-12-19,1,337.28,Changed Mind,Y
316731,596526,905,2023-12-26,1,34.15,Wrong Size/Fit,Y
316732,596527,916,2024-01-21,1,92.12,Changed Mind,Y
316733,596530,45,2024-02-06,2,1009.8,Wrong Size/Fit,Y
316734,596530,734,2024-01-17,2,222.92,Wrong Size/Fit,Y
316735,596531,987,2024-01-26,1,2403.84,Defective/Damaged,N
316736,596537,126,2024-04-01,1,37.78,Not As Described,Y
316737,596537,476,2024-03-13,1,72.54,Changed Mind,Y
316738,596537,572,2024-03-20,1,42.0,Changed Mind,Y
316739,596538,308,2024-04-02,2,406.33,Not As Described,Y
316740,596538,368,2024-04-04,2,195.73,Not As Described,Y
316741,596539,51,2024-04-15,1,123.98,Changed Mind,Y
316742,596541,1087,2024-04-18,1,795.33,Changed Mind,Y
316743,596542,212,2024-04-28,1,291.21,Wrong Size/Fit,Y
316744,596542,764,2024-04-13,2,211.93,Changed Mind,Y
316745,596543,585,2024-05-17,2,120.0,Not As Described,Y
316746,596543,1061,2024-05-15,1,55.03,Defective/Damaged,N
316747,596547,282,2024-05-30,1,123.98,Better Price Found,Y
316748,596548,104,2024-05-22,1,152.49,Better Price Found,Y
316749,596550,928,2024-07-01,2,341.64,Not As Described,Y
316750,596553,31,2024-07-11,1,114.66,Better Price Found,Y
316751,596555,1026,2024-07-27,1,105.05,Not As Described,N
316752,596556,397,2024-08-11,2,163.94,Not As Described,Y
316753,596556,981,2024-08-07,2,230.11,Defective/Damaged,N
316754,596557,228,2024-07-21,1,202.74,Defective/Damaged,N
316755,596560,821,2024-08-19,1,78.72,Changed Mind,Y
316756,596563,579,2024-09-25,1,504.97,Defective/Damaged,N
316757,596568,520,2024-10-15,1,309.67,Better Price Found,Y
316758,596568,964,2024-10-07,1,179.4,Wrong Size/Fit,Y
316759,596574,550,2024-12-05,1,27.05,Defective/Damaged,N
316760,596583,46,2025-02-12,1,95.11,Not As Described,Y
316761,596583,803,2025-01-26,1,412.34,Better Price Found,Y
316762,596588,1061,2025-02-28,1,55.03,Wrong Size/Fit,Y
316763,596591,289,2025-03-18,1,196.12,Changed Mind,Y
316764,596592,308,2025-04-13,1,203.16,Changed Mind,Y
316765,596592,517,2025-04-03,2,244.2,Other,N
316766,596592,967,2025-03-17,2,578.29,Defective/Damaged,N
316767,596593,165,2025-04-03,2,1808.08,Changed Mind,Y
316768,596593,235,2025-04-11,2,343.17,Not As Described,Y
316769,596593,451,2025-03-29,2,309.54,Not As Described,Y
316770,596593,843,2025-04-06,1,77.92,Other,Y
316771,596594,207,2025-04-26,1,73.03,Defective/Damaged,N
316772,596595,207,2025-04-23,1,73.03,Defective/Damaged,N
316773,596597,550,2025-05-11,1,27.05,Not As Described,N
316774,596600,957,2025-05-25,2,125.39,Wrong Size/Fit,Y
316775,596601,572,2025-06-09,2,84.0,Changed Mind,Y
316776,596601,603,2025-05-20,2,158.13,Not As Described,Y
316777,596606,705,2025-07-02,2,44.57,Other,N
316778,596610,254,2025-08-02,1,29.32,Better Price Found,N
316779,596610,1025,2025-07-17,2,608.0,Changed Mind,Y
316780,596614,272,2025-08-24,2,112.91,Defective/Damaged,Y
316781,596615,1048,2025-08-28,1,179.31,Wrong Size/Fit,N
316782,596616,1026,2025-08-31,2,210.11,Changed Mind,Y
316783,596618,84,2025-09-23,1,1741.45,Wrong Size/Fit,N
316784,596619,308,2025-10-14,1,203.16,Defective/Damaged,N
316785,596620,398,2025-10-16,2,140.87,Changed Mind,Y
316786,596621,155,2025-10-17,1,126.47,Not As Described,N
316787,596621,987,2025-10-08,1,2403.84,Changed Mind,Y
316788,596622,208,2025-10-18,2,107.25,Defective/Damaged,N
316789,596622,946,2025-10-18,1,50.37,Defective/Damaged,Y
316790,596628,794,2021-09-26,1,100.98,Wrong Size/Fit,Y
316791,596629,288,2021-10-29,1,63.0,Changed Mind,Y
316792,596633,445,2021-11-07,1,196.08,Not As Described,Y
316793,596636,38,2021-11-27,1,174.51,Not As Described,Y
316794,596638,507,2021-12-08,1,56.95,Changed Mind,N
316795,596640,294,2021-12-22,1,60.12,Better Price Found,Y
316796,596640,890,2021-12-30,2,97.86,Changed Mind,Y
316797,596641,1032,2021-12-26,1,979.01,Wrong Size/Fit,Y
316798,596645,470,2022-01-20,2,125.0,Changed Mind,N
316799,596645,1052,2022-01-23,2,352.35,Changed Mind,Y
316800,596648,785,2022-02-14,2,187.68,Defective/Damaged,N
316801,596649,677,2022-03-12,1,250.29,Better Price Found,Y
316802,596653,30,2022-04-10,1,139.29,Changed Mind,Y
316803,596655,332,2022-04-15,1,223.76,Changed Mind,Y
316804,596657,1053,2022-04-26,1,44.63,Changed Mind,Y
316805,596658,441,2022-05-07,1,69.0,Defective/Damaged,N
316806,596661,494,2022-05-18,1,62.5,Defective/Damaged,N
316807,596663,99,2022-06-11,2,2225.74,Changed Mind,Y
316808,596663,164,2022-05-31,2,350.59,Defective/Damaged,N
316809,596666,350,2022-06-14,2,727.5,Defective/Damaged,N
316810,596667,658,2022-07-06,2,162.31,Changed Mind,Y
316811,596668,325,2022-07-06,2,215.28,Changed Mind,Y
316812,596670,585,2022-07-17,2,120.0,Defective/Damaged,N
316813,596670,631,2022-07-15,1,63.59,Defective/Damaged,N
316814,596671,501,2022-07-23,2,95.88,Wrong Size/Fit,N
316815,596671,1040,2022-07-20,1,299.43,Changed Mind,Y
316816,596675,44,2022-08-24,1,157.01,Wrong Size/Fit,Y
316817,596677,323,2022-08-29,1,43.88,Wrong Size/Fit,N
316818,596678,914,2022-09-19,2,87.29,Better Price Found,Y
316819,596680,800,2022-09-19,1,107.79,Better Price Found,Y
316820,596683,617,2022-10-12,2,440.28,Not As Described,Y
316821,596691,612,2022-12-23,1,136.8,Wrong Size/Fit,Y
316822,596691,952,2022-12-29,2,675.67,Wrong Size/Fit,Y
316823,596696,477,2023-01-28,2,354.85,Not As Described,Y
316824,596699,788,2023-02-26,1,13.32,Changed Mind,Y
316825,596700,989,2023-02-19,2,474.86,Changed Mind,N
316826,596703,285,2023-03-10,1,45.9,Wrong Size/Fit,Y
316827,596705,634,2023-03-27,1,883.38,Other,Y
316828,596705,730,2023-04-11,1,43.86,Defective/Damaged,N
316829,596710,712,2023-04-30,2,306.8,Defective/Damaged,Y
316830,596712,631,2023-05-28,1,63.59,Other,Y
316831,596713,1085,2023-05-16,1,359.52,Changed Mind,Y
316832,596714,494,2023-05-28,2,125.0,Defective/Damaged,Y
316833,596715,1089,2023-06-19,1,174.29,Changed Mind,Y
316834,596717,308,2023-06-12,1,203.16,Defective/Damaged,N
316835,596718,205,2023-07-10,1,131.9,Defective/Damaged,N
316836,596718,876,2023-06-13,1,74.47,Wrong Size/Fit,Y
316837,596725,275,2023-08-19,2,41.56,Defective/Damaged,N
316838,596725,325,2023-08-25,1,107.64,Better Price Found,Y
316839,596725,942,2023-08-26,1,146.45,Changed Mind,Y
316840,596725,1069,2023-07-30,2,576.29,Wrong Size/Fit,Y
316841,596731,1059,2023-09-10,1,1737.0,Wrong Size/Fit,Y
316842,596734,1050,2023-10-29,1,808.4,Not As Described,Y
316843,596735,606,2023-10-14,1,70.26,Wrong Size/Fit,Y
316844,596735,788,2023-10-08,1,26.65,Changed Mind,Y
316845,596736,942,2023-11-11,1,146.45,Not As Described,Y
316846,596738,66,2023-10-28,1,66.12,Changed Mind,Y
316847,596738,916,2023-11-04,1,92.11,Wrong Size/Fit,Y
316848,596738,1056,2023-11-19,1,1192.64,Not As Described,Y
316849,596742,384,2023-12-13,1,299.32,Changed Mind,Y
316850,596744,132,2023-12-09,2,531.47,Changed Mind,Y
316851,596747,969,2024-01-18,1,152.35,Changed Mind,Y
316852,596748,120,2024-01-29,1,230.6,Wrong Size/Fit,Y
316853,596748,617,2024-01-02,1,220.14,Wrong Size/Fit,Y
316854,596750,834,2024-01-21,2,236.73,Better Price Found,Y
316855,596751,627,2024-02-04,2,104.25,Changed Mind,Y
316856,596751,782,2024-01-23,1,43.99,Defective/Damaged,N
316857,596758,4,2024-04-05,1,120.85,Defective/Damaged,N
316858,596760,443,2024-04-09,1,23.0,Not As Described,N
316859,596762,759,2024-04-27,1,232.88,Other,N
316860,596762,786,2024-04-12,1,72.42,Defective/Damaged,N
316861,596763,169,2024-04-30,1,209.44,Defective/Damaged,N
316862,596767,935,2024-05-23,1,60.84,Changed Mind,Y
316863,596768,663,2024-05-28,2,149.51,Defective/Damaged,N
316864,596768,739,2024-06-09,2,55.08,Defective/Damaged,N
316865,596771,308,2024-06-30,1,203.16,Wrong Size/Fit,Y
316866,596772,439,2024-06-29,2,28.1,Better Price Found,Y
316867,596774,155,2024-07-11,1,126.47,Wrong Size/Fit,Y
316868,596776,1085,2024-07-23,1,359.53,Wrong Size/Fit,Y
316869,596777,539,2024-07-29,1,84.73,Wrong Size/Fit,Y
316870,596777,923,2024-08-01,2,167.85,Wrong Size/Fit,Y
316871,596779,720,2024-08-13,1,686.81,Defective/Damaged,N
316872,596783,323,2024-08-31,2,87.75,Not As Described,Y
316873,596783,380,2024-09-23,1,51.75,Defective/Damaged,N
316874,596786,1074,2024-10-15,1,91.61,Wrong Size/Fit,Y
316875,596789,1038,2024-11-08,2,406.64,Changed Mind,Y
316876,596790,640,2024-11-16,2,158.87,Wrong Size/Fit,Y
316877,596792,818,2024-11-20,2,461.04,Changed Mind,N
316878,596792,1080,2024-11-24,1,319.5,Wrong Size/Fit,Y
316879,596793,1083,2024-11-14,2,1639.54,Changed Mind,Y
316880,596796,1096,2024-12-07,2,554.71,Wrong Size/Fit,Y
316881,596800,981,2024-12-30,1,115.06,Not As Described,Y
316882,596801,368,2025-01-23,1,97.86,Changed Mind,Y
316883,596805,254,2025-02-06,2,58.65,Wrong Size/Fit,Y
316884,596806,229,2025-02-21,1,135.37,Not As Described,Y
316885,596809,855,2025-03-04,1,49.68,Changed Mind,Y
316886,596810,494,2025-04-03,1,62.5,Wrong Size/Fit,Y
316887,596810,1074,2025-04-07,1,91.61,Not As Described,Y
316888,596818,1064,2025-05-09,2,114.84,Defective/Damaged,N
316889,596819,285,2025-06-07,2,91.8,Wrong Size/Fit,Y
316890,596819,572,2025-05-23,2,84.0,Not As Described,Y
316891,596820,1,2025-05-22,1,81.51,Defective/Damaged,N
316892,596820,441,2025-06-03,1,69.0,Changed Mind,N
316893,596821,635,2025-06-13,1,43.17,Wrong Size/Fit,Y
316894,596823,509,2025-07-06,1,83.45,Changed Mind,Y
316895,596823,1048,2025-06-18,1,179.31,Changed Mind,Y
316896,596826,349,2025-07-10,2,278.76,Not As Described,Y
316897,596826,981,2025-07-05,1,115.06,Wrong Size/Fit,Y
316898,596830,351,2025-07-30,1,68.17,Changed Mind,Y
316899,596831,44,2025-08-25,1,157.01,Changed Mind,Y
316900,596831,327,2025-08-26,1,149.46,Changed Mind,Y
316901,596831,536,2025-08-04,2,113.55,Other,N
316902,596832,1,2025-08-07,1,81.51,Wrong Size/Fit,Y
316903,596836,964,2025-09-17,2,358.8,Changed Mind,Y
316904,596836,1008,2025-09-17,1,120.0,Wrong Size/Fit,Y
316905,596838,1074,2025-09-20,2,183.22,Not As Described,Y
316906,596839,288,2025-10-18,1,63.0,Changed Mind,Y
316907,596839,292,2025-10-12,1,62.81,Not As Described,Y
316908,596842,226,2025-10-18,1,45.09,Changed Mind,Y
316909,596845,113,2021-09-16,1,22.94,Wrong Size/Fit,Y
316910,596846,470,2021-09-21,1,62.5,Changed Mind,Y
316911,596850,417,2021-10-22,1,23.0,Defective/Damaged,Y
316912,596853,481,2021-11-22,1,356.5,Wrong Size/Fit,Y
316913,596859,59,2021-12-27,1,157.09,Better Price Found,Y
316914,596860,322,2022-01-17,1,42.66,Better Price Found,Y
316915,596860,372,2021-12-31,1,46.92,Changed Mind,Y
316916,596860,581,2021-12-29,1,104.38,Changed Mind,N
316917,596861,1092,2022-01-02,1,24.88,Changed Mind,Y
316918,596863,390,2022-01-29,1,92.46,Changed Mind,Y
316919,596868,599,2022-02-20,1,144.4,Defective/Damaged,N
316920,596868,641,2022-02-24,1,432.65,Not As Described,N
316921,596870,540,2022-03-21,1,123.28,Changed Mind,Y
316922,596871,357,2022-03-13,1,270.58,Wrong Size/Fit,N
316923,596872,95,2022-03-28,1,45.31,Wrong Size/Fit,Y
316924,596878,524,2022-05-24,1,79.97,Not As Described,Y
316925,596879,40,2022-05-25,2,256.85,Changed Mind,Y
316926,596879,407,2022-05-14,1,31.35,Changed Mind,Y
316927,596879,1027,2022-05-23,1,143.29,Wrong Size/Fit,N
316928,596880,169,2022-05-28,1,209.44,Other,Y
316929,596881,496,2022-05-30,1,172.5,Other,N
316930,596882,40,2022-06-02,1,128.43,Defective/Damaged,N
316931,596883,507,2022-06-29,1,56.95,Wrong Size/Fit,Y
316932,596883,905,2022-06-17,1,34.16,Not As Described,Y
316933,596883,921,2022-06-11,2,202.34,Wrong Size/Fit,Y
316934,596884,285,2022-06-06,1,45.9,Changed Mind,Y
316935,596884,768,2022-06-30,1,57.0,Changed Mind,N
316936,596888,1059,2022-07-25,2,3474.0,Defective/Damaged,N
316937,596889,1064,2022-08-02,1,57.42,Other,Y
316938,596893,704,2022-09-05,1,20.35,Not As Described,Y
316939,596897,964,2022-09-09,1,179.4,Defective/Damaged,N
316940,596898,373,2022-09-30,1,17.34,Changed Mind,N
316941,596898,470,2022-09-12,1,62.5,Changed Mind,Y
316942,596901,580,2022-10-02,1,197.11,Changed Mind,Y
316943,596902,503,2022-11-06,1,97.54,Wrong Size/Fit,N
316944,596903,636,2022-10-26,1,30.59,Not As Described,N
316945,596907,1051,2022-12-03,2,300.15,Wrong Size/Fit,Y
316946,596907,1052,2022-12-11,1,176.18,Wrong Size/Fit,Y
316947,596911,989,2023-01-08,1,237.43,Changed Mind,Y
316948,596915,828,2023-01-27,1,67.76,Wrong Size/Fit,Y
316949,596918,484,2023-02-12,1,78.49,Wrong Size/Fit,Y
316950,596919,214,2023-03-07,1,633.55,Wrong Size/Fit,Y
316951,596921,1077,2023-03-03,1,108.4,Changed Mind,Y
316952,596923,57,2023-04-04,1,91.88,Defective/Damaged,Y
316953,596923,321,2023-03-21,1,77.47,Defective/Damaged,N
316954,596923,497,2023-03-27,1,18.9,Wrong Size/Fit,Y
316955,596925,57,2023-04-02,1,91.88,Changed Mind,Y
316956,596927,212,2023-05-02,1,291.21,Changed Mind,Y
316957,596928,229,2023-04-25,1,108.3,Wrong Size/Fit,N
316958,596933,246,2023-05-24,1,66.02,Changed Mind,Y
316959,596933,260,2023-05-25,2,82.42,Changed Mind,N
316960,596934,883,2023-06-09,2,235.87,Wrong Size/Fit,Y
316961,596937,1008,2023-06-25,1,120.0,Changed Mind,Y
316962,596944,285,2023-08-22,1,36.72,Other,Y
316963,596944,773,2023-08-13,1,56.82,Other,Y
316964,596946,798,2023-09-05,2,60.59,Changed Mind,Y
316965,596947,631,2023-09-18,1,63.59,Better Price Found,Y
316966,596948,837,2023-09-09,1,155.06,Better Price Found,N
316967,596950,68,2023-09-25,1,42.13,Defective/Damaged,N
316968,596950,377,2023-10-02,1,64.67,Not As Described,N
316969,596950,1077,2023-09-28,1,86.72,Defective/Damaged,N
316970,596954,20,2023-11-07,1,128.96,Not As Described,Y
316971,596954,363,2023-11-02,2,218.87,Wrong Size/Fit,Y
316972,596955,448,2023-10-22,2,247.88,Better Price Found,Y
316973,596955,613,2023-10-16,1,95.39,Changed Mind,N
316974,596956,883,2023-11-11,1,117.94,Changed Mind,Y
316975,596958,980,2023-11-13,1,82.88,Other,Y
316976,596962,873,2023-12-07,1,44.16,Changed Mind,Y
316977,596962,945,2023-12-17,1,44.44,Defective/Damaged,N
316978,596964,453,2024-01-09,1,89.24,Changed Mind,Y
316979,596967,18,2024-02-04,2,147.85,Changed Mind,Y
316980,596969,730,2024-01-26,1,43.86,Wrong Size/Fit,Y
316981,596970,636,2024-02-03,2,48.94,Changed Mind,Y
316982,596973,208,2024-02-29,1,53.62,Wrong Size/Fit,Y
316983,596973,914,2024-03-07,1,43.64,Defective/Damaged,N
316984,596975,327,2024-03-17,1,149.46,Better Price Found,Y
316985,596977,367,2024-04-14,1,134.89,Defective/Damaged,N
316986,596977,603,2024-03-22,1,79.06,Defective/Damaged,N
316987,596982,594,2024-05-15,1,60.39,Wrong Size/Fit,N
316988,596983,366,2024-05-05,1,189.54,Not As Described,Y
316989,596984,603,2024-06-04,1,63.25,Defective/Damaged,N
316990,596984,630,2024-05-22,1,51.24,Better Price Found,Y
316991,596984,958,2024-05-19,1,132.82,Changed Mind,N
316992,596988,40,2024-06-06,1,102.74,Changed Mind,Y
316993,596988,416,2024-06-17,1,59.88,Defective/Damaged,N
316994,596993,517,2024-08-05,1,122.1,Better Price Found,Y
316995,596995,357,2024-08-13,1,270.58,Wrong Size/Fit,N
316996,596995,1077,2024-08-14,1,108.4,Wrong Size/Fit,Y
316997,596997,484,2024-08-23,1,78.49,Defective/Damaged,N
316998,596997,1083,2024-08-18,1,819.77,Not As Described,Y
316999,596998,205,2024-08-14,1,105.52,Wrong Size/Fit,Y
317000,597000,862,2024-09-11,1,108.11,Changed Mind,Y
317001,597000,883,2024-09-12,1,117.94,Better Price Found,Y
317002,597001,1038,2024-09-19,1,203.32,Other,Y
317003,597002,358,2024-10-09,1,143.0,Changed Mind,Y
317004,597003,501,2024-09-28,1,47.94,Not As Described,Y
317005,597005,229,2024-10-25,1,135.37,Defective/Damaged,N
317006,597007,1058,2024-11-03,1,379.76,Not As Described,Y
317007,597008,881,2024-11-16,2,1600.56,Wrong Size/Fit,Y
317008,597011,635,2024-11-09,2,86.34,Wrong Size/Fit,Y
317009,597012,95,2024-12-15,1,36.25,Not As Described,Y
317010,597013,57,2024-11-24,1,91.88,Wrong Size/Fit,Y
317011,597017,165,2025-01-14,1,904.04,Defective/Damaged,N
317012,597019,201,2025-01-13,1,128.4,Wrong Size/Fit,Y
317013,597019,684,2025-01-17,1,102.6,Changed Mind,N
317014,597020,98,2025-02-07,1,58.37,Changed Mind,Y
317015,597020,542,2025-01-25,1,14.62,Not As Described,Y
317016,597028,964,2025-03-27,1,143.52,Changed Mind,Y
317017,597029,904,2025-03-27,1,771.73,Changed Mind,Y
317018,597033,494,2025-04-30,1,62.5,Changed Mind,Y
317019,597040,606,2025-06-23,1,56.21,Wrong Size/Fit,Y
317020,597041,943,2025-07-09,1,367.38,Changed Mind,N
317021,597042,176,2025-07-19,1,62.64,Changed Mind,Y
317022,597047,871,2025-08-24,1,237.71,Defective/Damaged,N
317023,597051,398,2025-09-12,1,70.44,Changed Mind,Y
317024,597051,709,2025-08-28,1,117.5,Wrong Size/Fit,Y
317025,597051,944,2025-08-26,1,139.84,Not As Described,Y
317026,597052,490,2025-09-13,1,102.74,Changed Mind,Y
317027,597060,726,2024-06-29,1,23.26,Changed Mind,Y
317028,597061,869,2024-07-19,1,355.68,Wrong Size/Fit,Y
317029,597065,54,2024-11-20,1,104.31,Changed Mind,Y
317030,597065,623,2024-11-25,1,43.76,Defective/Damaged,N
317031,597066,864,2024-12-19,2,117.82,Changed Mind,Y
317032,597070,706,2025-05-04,1,493.94,Not As Described,Y
317033,597075,1069,2025-09-01,2,576.29,Changed Mind,Y
317034,597077,221,2025-10-18,2,215.2,Changed Mind,Y
317035,597092,613,2025-09-21,1,76.31,Changed Mind,N
317036,597095,496,2021-09-07,1,86.25,Not As Described,Y
317037,597096,967,2021-09-12,1,144.57,Defective/Damaged,N
317038,597099,914,2021-10-14,1,21.82,Changed Mind,Y
317039,597100,66,2021-10-14,1,66.12,Other,Y
