PO Number,Vendor Key,Product Key,Order Date,Expected Receipt Date,Actual Receipt Date,Order Quantity,Unit Cost,PO Status
40477,8,844,2023-03-27,2023-04-11,2023-04-15,43,210.91,Received
40478,8,844,2023-08-01,2023-08-16,2023-08-16,33,195.38,Received
40479,8,844,2023-08-08,2023-08-23,2023-08-21,37,200.9,Received
40480,8,844,2023-08-17,2023-09-01,2023-09-04,35,195.43,Received
40481,8,844,2023-09-20,2023-10-05,2023-10-09,38,211.78,Received
40482,8,844,2023-10-18,2023-11-02,2023-10-31,57,209.18,Received
40483,8,844,2023-11-04,2023-11-19,2023-11-19,45,208.47,Received
40484,8,844,2023-11-04,2023-11-19,2023-11-19,53,206.18,Received
40485,8,844,2023-12-09,2023-12-24,2023-12-25,44,194.1,Received
40486,8,844,2024-01-24,2024-02-08,2024-02-08,40,204.2,Received
40487,8,844,2024-05-08,2024-05-23,2024-05-23,36,210.95,Received
40488,8,844,2024-06-07,2024-06-22,2024-06-25,47,208.51,Received
40489,8,844,2024-06-24,2024-07-09,2024-07-09,51,199.69,Received
40490,8,844,2024-07-07,2024-07-22,2024-07-24,34,203.15,Received
40491,8,844,2024-08-05,2024-08-20,2024-08-22,43,195.81,Received
40492,8,844,2024-10-05,2024-10-20,2024-10-15,49,205.56,Received
40493,8,844,2024-11-01,2024-11-16,2024-11-19,39,213.19,Received
40494,8,844,2024-11-10,2024-11-25,2024-11-24,45,210.5,Received
40495,8,844,2025-01-01,2025-01-16,2025-01-18,47,198.83,Received
40496,8,844,2025-01-04,2025-01-19,2025-01-21,51,213.1,Received
40497,8,844,2025-01-26,2025-02-10,2025-02-09,54,200.1,Received
40498,8,844,2025-02-25,2025-03-12,2025-03-11,44,210.22,Received
40499,8,844,2025-03-10,2025-03-25,2025-03-25,38,207.15,Received
40500,8,844,2025-03-12,2025-03-27,2025-03-26,43,207.68,Received
40501,8,844,2025-03-28,2025-04-12,2025-04-10,42,208.91,Received
40502,8,844,2025-05-01,2025-05-16,2025-05-12,32,193.88,Received
40503,8,844,2025-05-15,2025-05-30,2025-06-01,41,197.22,Received
40504,8,844,2025-06-30,2025-07-15,2025-07-15,48,208.15,Received
40505,8,844,2025-08-07,2025-08-22,2025-08-23,48,204.98,Received
40506,8,844,2025-08-07,2025-08-22,2025-08-18,60,213.4,Received
40507,8,844,2025-09-06,2025-09-21,2025-09-25,67,211.98,Received
40508,8,844,2025-09-20,2025-10-05,2025-10-06,29,204.46,Received
40509,8,844,2025-10-13,2025-10-28,,38,203.38,In Transit
40510,8,845,2021-08-21,2021-09-05,2021-09-05,550,84.61,Received
40511,8,845,2021-09-04,2021-09-19,2021-09-14,559,83.59,Received
40512,8,845,2021-10-31,2021-11-15,2021-11-14,554,82.33,Received
40513,8,845,2021-11-10,2021-11-25,2021-11-26,545,81.11,Received
40514,8,845,2021-11-13,2021-11-28,2021-11-29,544,80.9,Received
40515,8,845,2021-12-07,2021-12-22,2021-12-22,547,80.99,Received
40516,8,845,2021-12-12,2021-12-27,2021-12-25,549,81.53,Received
40517,8,845,2022-02-21,2022-03-08,2022-03-08,540,84.5,Received
40518,8,845,2022-03-12,2022-03-27,2022-03-27,557,88.9,Received
40519,8,845,2022-03-23,2022-04-07,2022-04-02,552,82.05,Received
40520,8,845,2022-04-30,2022-05-15,2022-05-17,530,89.2,Received
40521,8,845,2022-05-10,2022-05-25,2022-05-23,543,85.18,Received
40522,8,845,2022-06-07,2022-06-22,2022-06-27,562,85.73,Received
40523,8,845,2022-06-21,2022-07-06,2022-07-09,549,84.35,Received
40524,8,845,2022-07-08,2022-07-23,2022-07-23,548,86.62,Received
40525,8,845,2022-07-13,2022-07-28,2022-07-29,546,80.9,Received
40526,8,845,2022-07-19,2022-08-03,2022-08-03,555,85.98,Received
40527,8,845,2022-09-10,2022-09-25,2022-09-24,548,86.72,Received
40528,8,845,2022-11-16,2022-12-01,2022-12-05,552,88.98,Received
40529,8,845,2022-12-12,2022-12-27,2022-12-27,541,83.12,Received
40530,8,845,2022-12-25,2023-01-09,2023-01-09,567,83.21,Received
40531,8,845,2022-12-30,2023-01-14,2023-01-13,544,81.91,Received
40532,8,845,2023-01-04,2023-01-19,2023-01-25,543,85.12,Received
40533,8,845,2023-02-22,2023-03-09,2023-03-05,543,82.45,Received
40534,8,845,2023-02-24,2023-03-11,2023-03-11,553,81.5,Received
40535,8,845,2023-06-07,2023-06-22,2023-06-22,535,84.3,Received
40536,8,845,2023-07-04,2023-07-19,2023-07-19,542,84.92,Received
40537,8,845,2023-09-11,2023-09-26,2023-09-26,551,81.48,Received
40538,8,845,2023-10-23,2023-11-07,2023-11-05,558,88.64,Received
40539,8,845,2023-10-26,2023-11-10,2023-11-14,545,88.75,Received
40540,8,845,2023-11-15,2023-11-30,2023-12-02,538,86.42,Received
40541,8,845,2023-11-24,2023-12-09,2023-12-09,556,85.06,Received
40542,8,845,2023-12-03,2023-12-18,2023-12-19,536,89.27,Received
40543,8,845,2024-01-16,2024-01-31,2024-02-03,554,88.67,Received
40544,8,845,2024-02-14,2024-02-29,2024-02-29,560,88.11,Received
40545,8,845,2024-02-17,2024-03-03,2024-03-03,551,83.18,Received
40546,8,845,2024-03-09,2024-03-24,2024-03-24,539,83.37,Received
40547,8,845,2024-03-13,2024-03-28,2024-03-25,551,82.37,Received
40548,8,845,2024-04-16,2024-05-01,2024-05-01,555,89.04,Received
40549,8,845,2024-04-19,2024-05-04,2024-05-02,555,85.36,Received
40550,8,845,2024-05-22,2024-06-06,2024-06-06,552,88.93,Received
40551,8,845,2024-05-27,2024-06-11,2024-06-11,536,81.63,Received
40552,8,845,2024-06-20,2024-07-05,2024-07-05,551,85.04,Received
40553,8,845,2024-07-20,2024-08-04,2024-08-02,555,87.35,Received
40554,8,845,2024-09-19,2024-10-04,2024-10-04,542,86.24,Received
40555,8,845,2024-10-10,2024-10-25,2024-10-25,558,87.26,Received
40556,8,845,2024-11-04,2024-11-19,2024-11-18,549,81.23,Received
40557,8,845,2024-11-20,2024-12-05,2024-12-04,539,88.78,Received
40558,8,845,2024-11-25,2024-12-10,2024-12-09,553,81.53,Received
40559,8,845,2024-12-02,2024-12-17,2024-12-18,544,87.78,Received
40560,8,845,2024-12-21,2025-01-05,2025-01-05,532,87.74,Received
40561,8,845,2025-01-15,2025-01-30,2025-01-28,567,83.68,Received
40562,8,845,2025-03-19,2025-04-03,2025-04-05,552,88.75,Received
40563,8,845,2025-04-18,2025-05-03,2025-05-02,539,84.69,Received
40564,8,845,2025-05-18,2025-06-02,2025-06-03,556,86.14,Received
40565,8,845,2025-07-01,2025-07-16,2025-07-17,549,88.47,Received
40566,8,845,2025-07-25,2025-08-09,2025-08-09,559,83.93,Received
40567,8,845,2025-08-30,2025-09-14,2025-09-15,540,87.42,Received
40568,8,845,2025-09-01,2025-09-16,2025-09-16,559,88.51,Received
40569,8,845,2025-09-23,2025-10-08,2025-10-13,550,81.45,Received
40570,7,846,2021-08-30,2021-09-15,2021-09-13,46,333.48,Received
40571,7,846,2021-09-01,2021-09-17,2021-09-16,37,326.04,Received
40572,7,846,2021-11-02,2021-11-18,2021-11-17,23,334.39,Received
40573,7,846,2021-12-16,2022-01-01,2022-01-02,47,330.64,Received
40574,7,846,2021-12-29,2022-01-14,2022-01-15,33,334.47,Received
40575,7,846,2021-12-30,2022-01-15,2022-01-17,41,338.53,Received
40576,7,846,2022-01-28,2022-02-13,2022-02-08,37,335.31,Received
40577,7,846,2022-02-09,2022-02-25,2022-02-23,52,324.6,Received
40578,7,846,2022-02-21,2022-03-09,2022-03-10,41,330.84,Received
40579,7,846,2022-05-02,2022-05-18,2022-05-17,43,344.16,Received
40580,7,846,2022-06-06,2022-06-22,2022-06-23,37,345.28,Received
40581,7,846,2022-06-09,2022-06-25,2022-06-25,54,333.62,Received
40582,7,846,2022-06-25,2022-07-11,2022-07-16,46,314.53,Received
40583,7,846,2022-08-09,2022-08-25,2022-08-19,37,315.35,Received
40584,7,846,2022-09-05,2022-09-21,2022-09-21,43,317.18,Received
40585,7,846,2022-09-28,2022-10-14,2022-10-12,41,321.51,Received
40586,7,846,2022-11-02,2022-11-18,2022-11-19,37,330.4,Received
40587,7,846,2023-01-13,2023-01-29,2023-01-29,37,316.46,Received
40588,7,846,2023-02-14,2023-03-02,2023-02-27,40,339.98,Received
40589,7,846,2023-02-24,2023-03-12,2023-03-08,48,323.6,Received
40590,7,846,2023-03-06,2023-03-22,2023-03-24,39,330.13,Received
40591,7,846,2023-03-25,2023-04-10,2023-04-07,46,326.77,Received
40592,7,846,2023-04-24,2023-05-10,2023-05-10,47,315.11,Received
40593,7,846,2023-04-28,2023-05-14,2023-05-14,49,318.08,Received
40594,7,846,2023-05-13,2023-05-29,2023-06-03,53,329.22,Received
40595,7,846,2023-06-01,2023-06-17,2023-06-15,37,323.51,Received
40596,7,846,2023-06-03,2023-06-19,2023-06-19,44,319.56,Received
40597,7,846,2023-06-23,2023-07-09,2023-07-04,40,319.27,Received
40598,7,846,2023-08-27,2023-09-12,2023-09-10,43,314.59,Received
40599,7,846,2023-09-16,2023-10-02,2023-10-02,55,316.57,Received
40600,7,846,2023-09-24,2023-10-10,2023-10-11,50,328.36,Received
40601,7,846,2023-10-01,2023-10-17,2023-10-17,59,316.71,Received
40602,7,846,2023-11-11,2023-11-27,2023-11-28,43,325.88,Received
40603,7,846,2023-12-10,2023-12-26,2023-12-26,51,321.61,Received
40604,7,846,2023-12-28,2024-01-13,2024-01-13,47,318.6,Received
40605,7,846,2024-01-11,2024-01-27,2024-01-24,46,333.15,Received
40606,7,846,2024-01-24,2024-02-09,2024-02-10,55,320.02,Received
40607,7,846,2024-02-09,2024-02-25,2024-03-01,54,321.1,Received
40608,7,846,2024-02-09,2024-02-25,2024-02-25,47,328.2,Received
40609,7,846,2024-02-23,2024-03-10,2024-03-08,53,344.36,Received
40610,7,846,2024-03-11,2024-03-27,2024-03-25,59,325.24,Received
40611,7,846,2024-03-19,2024-04-04,2024-04-04,35,328.08,Received
40612,7,846,2024-06-25,2024-07-11,2024-07-11,50,340.65,Received
40613,7,846,2024-06-26,2024-07-12,2024-07-17,52,342.98,Received
40614,7,846,2024-07-20,2024-08-05,2024-08-07,41,324.64,Received
40615,7,846,2024-09-13,2024-09-29,2024-09-29,28,331.46,Received
40616,7,846,2024-10-10,2024-10-26,2024-10-24,50,337.74,Received
40617,7,846,2024-10-12,2024-10-28,2024-10-28,44,331.72,Received
40618,7,846,2024-10-29,2024-11-14,2024-11-14,45,343.3,Received
40619,7,846,2024-10-30,2024-11-15,2024-11-15,40,345.65,Received
40620,7,846,2024-11-10,2024-11-26,2024-11-27,41,330.57,Received
40621,7,846,2025-03-04,2025-03-20,2025-03-23,58,326.86,Received
40622,7,846,2025-03-18,2025-04-03,2025-04-03,41,322.31,Received
40623,7,846,2025-06-17,2025-07-03,2025-07-03,36,337.94,Received
40624,7,846,2025-08-08,2025-08-24,2025-08-25,40,320.22,Received
40625,7,846,2025-08-19,2025-09-04,2025-09-03,50,342.65,Received
40626,7,846,2025-08-27,2025-09-12,2025-09-15,41,340.81,Received
40627,7,846,2025-09-04,2025-09-20,2025-09-24,44,320.57,Received
40628,7,846,2025-09-28,2025-10-14,2025-10-14,48,324.31,Received
40629,7,846,2025-10-12,2025-10-28,,48,340.9,In Transit
40630,8,847,2021-08-27,2021-09-11,2021-09-11,291,66.93,Received
40631,8,847,2021-09-09,2021-09-24,2021-09-26,297,68.11,Received
40632,8,847,2021-10-02,2021-10-17,2021-10-14,281,68.05,Received
40633,8,847,2021-10-04,2021-10-19,2021-10-15,283,62.11,Received
40634,8,847,2021-10-13,2021-10-28,2021-11-01,284,62.12,Received
40635,8,847,2021-10-19,2021-11-03,2021-11-02,284,65.89,Received
40636,8,847,2021-10-21,2021-11-05,2021-11-06,296,66.66,Received
40637,8,847,2021-11-04,2021-11-19,2021-11-18,290,64.22,Received
40638,8,847,2021-11-13,2021-11-28,2021-12-04,293,61.93,Received
40639,8,847,2021-11-16,2021-12-01,2021-12-01,294,67.21,Received
40640,8,847,2021-12-01,2021-12-16,2021-12-16,292,64.61,Received
40641,8,847,2021-12-28,2022-01-12,2022-01-11,288,66.51,Received
40642,8,847,2021-12-29,2022-01-13,2022-01-13,277,67.91,Received
40643,8,847,2022-01-04,2022-01-19,2022-01-19,298,63.78,Received
40644,8,847,2022-01-19,2022-02-03,2022-01-31,287,63.77,Received
40645,8,847,2022-03-14,2022-03-29,2022-03-31,304,67.01,Received
40646,8,847,2022-03-20,2022-04-04,2022-04-03,277,62.84,Received
40647,8,847,2022-03-31,2022-04-15,2022-04-18,300,65.41,Received
40648,8,847,2022-05-11,2022-05-26,2022-05-27,281,68.03,Received
40649,8,847,2022-05-12,2022-05-27,2022-05-23,302,62.59,Received
40650,8,847,2022-06-27,2022-07-12,2022-07-16,280,62.37,Received
40651,8,847,2022-08-13,2022-08-28,2022-08-29,278,63.81,Received
40652,8,847,2022-09-01,2022-09-16,2022-09-14,296,67.48,Received
40653,8,847,2022-10-14,2022-10-29,2022-10-27,293,65.03,Received
40654,8,847,2022-12-07,2022-12-22,2022-12-24,285,62.95,Received
40655,8,847,2022-12-14,2022-12-29,2022-12-28,284,68.08,Received
40656,8,847,2022-12-18,2023-01-02,2023-01-04,282,63.71,Received
40657,8,847,2023-02-01,2023-02-16,2023-02-14,288,63.81,Received
40658,8,847,2023-05-09,2023-05-24,2023-05-27,302,62.91,Received
40659,8,847,2023-06-09,2023-06-24,2023-06-23,291,65.37,Received
40660,8,847,2023-06-13,2023-06-28,2023-07-01,295,63.91,Received
40661,8,847,2023-06-14,2023-06-29,2023-07-01,297,63.94,Received
40662,8,847,2023-07-28,2023-08-12,2023-08-12,278,63.07,Received
40663,8,847,2023-08-13,2023-08-28,2023-08-31,286,65.68,Received
40664,8,847,2023-08-23,2023-09-07,2023-09-06,275,67.05,Received
40665,8,847,2023-09-15,2023-09-30,2023-09-28,282,65.5,Received
40666,8,847,2023-09-25,2023-10-10,2023-10-12,291,68.04,Received
40667,8,847,2023-10-17,2023-11-01,2023-11-01,294,66.48,Received
40668,8,847,2024-01-01,2024-01-16,2024-01-11,289,67.88,Received
40669,8,847,2024-02-03,2024-02-18,2024-02-18,287,65.61,Received
40670,8,847,2024-02-04,2024-02-19,2024-02-18,293,65.57,Received
40671,8,847,2024-05-02,2024-05-17,2024-05-21,307,64.01,Received
40672,8,847,2024-06-14,2024-06-29,2024-06-28,300,61.84,Received
40673,8,847,2024-06-26,2024-07-11,2024-07-13,297,63.84,Received
40674,8,847,2024-07-03,2024-07-18,2024-07-16,285,61.95,Received
40675,8,847,2024-07-05,2024-07-20,2024-07-16,285,67.23,Received
40676,8,847,2024-07-13,2024-07-28,2024-07-27,299,67.41,Received
40677,8,847,2024-09-03,2024-09-18,2024-09-18,286,65.64,Received
40678,8,847,2024-09-19,2024-10-04,2024-10-05,291,62.67,Received
40679,8,847,2024-10-27,2024-11-11,2024-11-12,294,65.31,Received
40680,8,847,2024-11-18,2024-12-03,2024-12-04,290,64.57,Received
40681,8,847,2024-11-21,2024-12-06,2024-12-06,280,64.48,Received
40682,8,847,2025-01-22,2025-02-06,2025-02-05,288,65.95,Received
40683,8,847,2025-01-24,2025-02-08,2025-02-07,291,62.9,Received
40684,8,847,2025-03-06,2025-03-21,2025-03-18,286,63.45,Received
40685,8,847,2025-03-21,2025-04-05,2025-04-02,288,63.0,Received
40686,8,847,2025-04-27,2025-05-12,2025-05-10,300,65.86,Received
40687,8,847,2025-04-27,2025-05-12,2025-05-09,305,65.2,Received
40688,8,847,2025-05-25,2025-06-09,2025-06-06,294,61.78,Received
40689,8,847,2025-09-19,2025-10-04,2025-10-03,288,62.53,Received
40690,8,848,2021-08-24,2021-09-08,2021-09-06,51,140.8,Received
40691,8,848,2021-10-04,2021-10-19,2021-10-17,53,146.86,Received
40692,8,848,2022-01-20,2022-02-04,2022-02-04,41,151.74,Received
40693,8,848,2022-01-28,2022-02-12,2022-02-12,40,151.97,Received
40694,8,848,2022-02-19,2022-03-06,2022-03-07,43,148.72,Received
40695,8,848,2022-02-26,2022-03-13,2022-03-13,61,149.92,Received
40696,8,848,2022-04-28,2022-05-13,2022-05-13,45,145.67,Received
40697,8,848,2022-05-02,2022-05-17,2022-05-13,40,144.01,Received
40698,8,848,2022-05-21,2022-06-05,2022-06-07,48,141.64,Received
40699,8,848,2022-06-05,2022-06-20,2022-06-22,43,154.6,Received
40700,8,848,2022-06-21,2022-07-06,2022-07-07,44,140.6,Received
40701,8,848,2022-07-01,2022-07-16,2022-07-17,46,143.22,Received
40702,8,848,2022-08-15,2022-08-30,2022-08-30,44,147.6,Received
40703,8,848,2022-08-19,2022-09-03,2022-09-04,58,146.63,Received
40704,8,848,2022-08-22,2022-09-06,2022-09-06,32,144.21,Received
40705,8,848,2022-11-08,2022-11-23,2022-11-28,41,152.98,Received
40706,8,848,2022-12-16,2022-12-31,2022-12-29,44,144.07,Received
40707,8,848,2023-01-03,2023-01-18,2023-01-16,36,149.22,Received
40708,8,848,2023-01-10,2023-01-25,2023-01-23,37,151.73,Received
40709,8,848,2023-01-28,2023-02-12,2023-02-13,38,145.16,Received
40710,8,848,2023-02-18,2023-03-05,2023-03-03,49,149.62,Received
40711,8,848,2023-04-03,2023-04-18,2023-04-15,37,152.36,Received
40712,8,848,2023-04-18,2023-05-03,2023-05-02,43,141.34,Received
40713,8,848,2023-04-21,2023-05-06,2023-05-06,46,146.58,Received
40714,8,848,2023-04-27,2023-05-12,2023-05-12,54,146.56,Received
40715,8,848,2023-05-12,2023-05-27,2023-05-29,41,154.07,Received
40716,8,848,2023-05-14,2023-05-29,2023-05-27,51,143.74,Received
40717,8,848,2023-06-01,2023-06-16,2023-06-17,50,141.77,Received
40718,8,848,2023-06-19,2023-07-04,2023-07-05,48,144.31,Received
40719,8,848,2023-07-11,2023-07-26,2023-07-27,49,141.64,Received
40720,8,848,2023-08-21,2023-09-05,2023-09-05,31,148.27,Received
40721,8,848,2023-11-06,2023-11-21,2023-11-22,57,145.67,Received
40722,8,848,2023-11-09,2023-11-24,2023-11-19,35,153.39,Received
40723,8,848,2023-11-11,2023-11-26,2023-11-26,46,154.27,Received
40724,8,848,2023-12-05,2023-12-20,2023-12-19,46,149.01,Received
40725,8,848,2024-01-17,2024-02-01,2024-02-05,53,152.19,Received
40726,8,848,2024-02-29,2024-03-15,2024-03-19,38,142.16,Received
40727,8,848,2024-03-10,2024-03-25,2024-03-20,50,150.44,Received
40728,8,848,2024-03-25,2024-04-09,2024-04-08,43,148.14,Received
40729,8,848,2024-04-24,2024-05-09,2024-05-10,55,146.2,Received
40730,8,848,2024-05-25,2024-06-09,2024-06-10,51,154.63,Received
40731,8,848,2024-05-25,2024-06-09,2024-06-10,39,153.66,Received
40732,8,848,2024-05-27,2024-06-11,2024-06-06,49,150.8,Received
40733,8,848,2024-06-10,2024-06-25,2024-06-27,51,153.78,Received
40734,8,848,2024-07-02,2024-07-17,2024-07-16,45,154.74,Received
40735,8,848,2024-10-01,2024-10-16,2024-10-16,41,142.09,Received
40736,8,848,2024-11-06,2024-11-21,2024-11-22,46,141.07,Received
40737,8,848,2024-11-17,2024-12-02,2024-12-02,56,141.61,Received
40738,8,848,2024-11-26,2024-12-11,2024-12-11,42,151.08,Received
40739,8,848,2024-12-10,2024-12-25,2024-12-25,47,147.84,Received
40740,8,848,2025-01-06,2025-01-21,2025-01-21,48,150.88,Received
40741,8,848,2025-01-19,2025-02-03,2025-02-07,40,142.04,Received
40742,8,848,2025-02-08,2025-02-23,2025-02-24,21,146.84,Received
40743,8,848,2025-02-28,2025-03-15,2025-03-17,41,154.62,Received
40744,8,848,2025-05-15,2025-05-30,2025-05-30,44,145.74,Received
40745,8,848,2025-05-21,2025-06-05,2025-06-07,44,145.01,Received
40746,8,848,2025-07-07,2025-07-22,2025-07-20,42,149.6,Received
40747,8,848,2025-07-17,2025-08-01,2025-07-31,44,151.04,Received
40748,8,848,2025-08-10,2025-08-25,2025-08-22,56,145.4,Received
40749,8,848,2025-08-20,2025-09-04,2025-09-06,53,149.57,Received
40750,8,849,2021-11-18,2021-12-03,2021-12-03,41,220.98,Received
40751,8,849,2021-12-08,2021-12-23,2021-12-22,55,208.94,Received
40752,8,849,2022-01-31,2022-02-15,2022-02-17,39,221.29,Received
40753,8,849,2022-03-10,2022-03-25,2022-03-26,39,223.83,Received
40754,8,849,2022-04-07,2022-04-22,2022-04-19,45,208.33,Received
40755,8,849,2022-06-13,2022-06-28,2022-06-25,42,212.97,Received
40756,8,849,2022-06-14,2022-06-29,2022-07-02,45,216.61,Received
40757,8,849,2022-08-05,2022-08-20,2022-08-24,45,221.44,Received
40758,8,849,2022-08-12,2022-08-27,2022-08-27,36,218.59,Received
40759,8,849,2022-09-01,2022-09-16,2022-09-16,31,211.73,Received
40760,8,849,2022-09-15,2022-09-30,2022-10-01,25,224.49,Received
40761,8,849,2022-09-23,2022-10-08,2022-10-08,37,219.97,Received
40762,8,849,2022-10-15,2022-10-30,2022-10-27,40,210.61,Received
40763,8,849,2022-10-28,2022-11-12,2022-11-14,41,214.16,Received
40764,8,849,2022-10-29,2022-11-13,2022-11-14,49,216.17,Received
40765,8,849,2022-11-13,2022-11-28,2022-11-25,33,210.06,Received
40766,8,849,2022-12-01,2022-12-16,2022-12-16,56,219.56,Received
40767,8,849,2022-12-24,2023-01-08,2023-01-08,50,216.92,Received
40768,8,849,2022-12-31,2023-01-15,2023-01-16,39,218.87,Received
40769,8,849,2023-01-17,2023-02-01,2023-02-01,52,226.73,Received
40770,8,849,2023-01-17,2023-02-01,2023-01-30,50,211.9,Received
40771,8,849,2023-01-18,2023-02-02,2023-02-03,42,223.64,Received
40772,8,849,2023-05-06,2023-05-21,2023-05-20,47,216.67,Received
40773,8,849,2023-06-30,2023-07-15,2023-07-22,51,223.15,Received
40774,8,849,2023-07-01,2023-07-16,2023-07-16,46,214.32,Received
40775,8,849,2023-08-16,2023-08-31,2023-09-01,36,214.98,Received
40776,8,849,2023-08-21,2023-09-05,2023-09-06,33,206.08,Received
40777,8,849,2023-09-15,2023-09-30,2023-09-25,42,220.71,Received
40778,8,849,2023-09-30,2023-10-15,2023-10-20,38,208.88,Received
40779,8,849,2023-10-26,2023-11-10,2023-11-06,61,224.74,Received
40780,8,849,2023-11-11,2023-11-26,2023-11-28,38,210.74,Received
40781,8,849,2023-11-12,2023-11-27,2023-11-27,46,223.24,Received
40782,8,849,2024-01-28,2024-02-12,2024-02-12,50,211.82,Received
40783,8,849,2024-02-03,2024-02-18,2024-02-15,52,220.62,Received
40784,8,849,2024-03-09,2024-03-24,2024-03-20,25,225.56,Received
40785,8,849,2024-03-21,2024-04-05,2024-04-04,41,210.35,Received
40786,8,849,2024-03-24,2024-04-08,2024-04-09,38,221.75,Received
40787,8,849,2024-03-31,2024-04-15,2024-04-14,47,213.51,Received
40788,8,849,2024-05-01,2024-05-16,2024-05-22,40,214.65,Received
40789,8,849,2024-05-03,2024-05-18,2024-05-19,49,227.19,Received
40790,8,849,2024-05-14,2024-05-29,2024-05-27,47,216.57,Received
40791,8,849,2024-06-10,2024-06-25,2024-06-25,41,223.25,Received
40792,8,849,2024-06-23,2024-07-08,2024-07-10,58,224.71,Received
40793,8,849,2024-06-28,2024-07-13,2024-07-13,37,220.19,Received
40794,8,849,2024-07-10,2024-07-25,2024-07-24,42,210.17,Received
40795,8,849,2024-08-09,2024-08-24,2024-08-24,59,206.05,Received
40796,8,849,2024-09-01,2024-09-16,2024-09-19,34,219.81,Received
40797,8,849,2024-09-16,2024-10-01,2024-10-01,47,214.3,Received
40798,8,849,2024-09-21,2024-10-06,2024-10-07,46,217.55,Received
40799,8,849,2024-10-06,2024-10-21,2024-10-18,42,214.62,Received
40800,8,849,2024-11-01,2024-11-16,2024-11-16,52,211.88,Received
40801,8,849,2024-11-21,2024-12-06,2024-12-05,38,218.91,Received
40802,8,849,2024-11-23,2024-12-08,2024-12-07,42,226.04,Received
40803,8,849,2025-01-07,2025-01-22,2025-01-22,51,225.89,Received
40804,8,849,2025-01-25,2025-02-09,2025-02-09,40,209.2,Received
40805,8,849,2025-02-20,2025-03-07,2025-03-07,32,226.51,Received
40806,8,849,2025-03-19,2025-04-03,2025-04-03,53,205.89,Received
40807,8,849,2025-04-11,2025-04-26,2025-04-26,30,220.63,Received
40808,8,849,2025-06-14,2025-06-29,2025-06-29,50,207.13,Received
40809,8,849,2025-07-04,2025-07-19,2025-07-24,42,211.92,Received
40810,17,850,2022-03-13,2022-03-23,2022-03-23,32,353.61,Received
40811,17,850,2022-09-28,2022-10-08,2022-10-06,27,340.63,Received
40812,17,850,2023-05-08,2023-05-18,2023-05-17,35,336.8,Received
40813,17,850,2023-09-17,2023-09-27,2023-09-27,33,330.68,Received
40814,17,850,2023-10-26,2023-11-05,2023-11-08,47,332.6,Received
40815,17,850,2025-01-23,2025-02-02,2025-02-02,23,350.58,Received
40816,17,850,2025-04-24,2025-05-04,2025-05-01,22,338.55,Received
40817,17,850,2025-05-01,2025-05-11,2025-05-11,40,322.9,Received
40818,11,851,2021-10-30,2021-11-16,2021-11-19,42,110.58,Received
40819,11,851,2022-01-12,2022-01-29,2022-01-28,31,117.59,Received
40820,11,851,2022-01-29,2022-02-15,2022-02-15,41,111.71,Received
40821,11,851,2022-05-06,2022-05-23,2022-05-20,33,121.56,Received
40822,11,851,2022-08-31,2022-09-17,2022-09-17,41,112.72,Received
40823,11,851,2022-09-18,2022-10-05,2022-10-02,32,117.42,Received
40824,11,851,2022-09-30,2022-10-17,2022-10-20,34,112.82,Received
40825,11,851,2022-12-08,2022-12-25,2022-12-25,24,120.52,Received
40826,11,851,2022-12-18,2023-01-04,2023-01-03,31,110.91,Received
40827,11,851,2022-12-23,2023-01-09,2023-01-09,44,120.95,Received
40828,11,851,2022-12-31,2023-01-17,2023-01-21,46,117.34,Received
40829,11,851,2023-02-11,2023-02-28,2023-02-28,39,112.19,Received
40830,11,851,2023-03-03,2023-03-20,2023-03-19,43,116.85,Received
40831,11,851,2023-04-04,2023-04-21,2023-04-23,42,119.44,Received
40832,11,851,2023-05-16,2023-06-02,2023-06-03,41,116.25,Received
40833,11,851,2023-07-10,2023-07-27,2023-07-26,24,114.53,Received
40834,11,851,2023-07-15,2023-08-01,2023-07-30,39,114.26,Received
40835,11,851,2023-10-19,2023-11-05,2023-11-02,39,120.31,Received
40836,11,851,2023-10-19,2023-11-05,2023-10-30,49,115.91,Received
40837,11,851,2023-10-20,2023-11-06,2023-11-07,43,120.94,Received
40838,11,851,2023-11-20,2023-12-07,2023-12-08,43,119.08,Received
40839,11,851,2024-01-01,2024-01-18,2024-01-20,34,121.27,Received
40840,11,851,2024-01-29,2024-02-15,2024-02-15,42,111.49,Received
40841,11,851,2024-01-30,2024-02-16,2024-02-18,40,113.12,Received
40842,11,851,2024-02-16,2024-03-04,2024-03-03,31,115.62,Received
40843,11,851,2024-02-18,2024-03-06,2024-03-06,32,117.97,Received
40844,11,851,2024-03-15,2024-04-01,2024-03-29,45,114.45,Received
40845,11,851,2024-03-30,2024-04-16,2024-04-19,37,115.12,Received
40846,11,851,2024-04-07,2024-04-24,2024-04-24,54,114.34,Received
40847,11,851,2024-08-11,2024-08-28,2024-08-26,38,110.68,Received
40848,11,851,2024-08-24,2024-09-10,2024-09-10,50,119.88,Received
40849,11,851,2024-09-02,2024-09-19,2024-09-22,55,115.58,Received
40850,11,851,2024-11-03,2024-11-20,2024-11-22,51,114.51,Received
40851,11,851,2024-12-04,2024-12-21,2024-12-23,52,112.66,Received
40852,11,851,2024-12-23,2025-01-09,2025-01-08,43,121.04,Received
