Store Key,Fiscal Year,Fiscal Period,Budget Sales Amount,Budget Units
795,2024,6,130366.75,96
795,2024,7,129225.93,89
795,2024,8,142561.26,107
795,2024,9,136682.29,89
795,2024,10,166705.03,88
795,2024,11,249083.37,120
795,2024,12,209430.78,95
795,2025,1,160033.6,89
795,2025,2,227687.05,132
795,2025,3,178697.06,98
795,2025,4,168069.15,90
795,2025,5,229467.65,133
795,2025,6,186657.91,119
795,2025,7,168128.23,139
795,2025,8,222582.88,162
795,2025,9,165076.93,100
795,2025,10,180768.03,44
799,2021,8,119602.15,58
799,2021,9,213831.67,102
799,2021,10,215595.75,109
799,2021,11,277229.22,139
799,2021,12,195507.42,102
799,2022,1,183713.83,103
799,2022,2,246308.07,152
799,2022,3,191826.54,109
799,2022,4,214972.43,116
799,2022,5,228848.44,139
799,2022,6,189849.51,105
799,2022,7,206186.28,106
799,2022,8,145892.17,139
799,2022,9,251504.17,115
799,2022,10,240984.6,117
799,2022,11,313428.42,129
799,2022,12,234849.52,103
799,2023,1,228324.2,103
799,2023,2,297105.87,123
799,2023,3,221690.32,110
799,2023,4,249117.64,103
799,2023,5,285375.3,148
799,2023,6,218790.32,95
799,2023,7,232901.96,74
799,2023,8,321622.3,94
799,2023,9,235224.9,97
799,2023,10,253784.01,99
799,2023,11,292518.0,145
799,2023,12,227950.12,144
799,2024,1,234082.88,119
799,2024,2,290618.21,136
799,2024,3,242488.57,102
799,2024,4,244491.28,102
799,2024,5,324891.49,127
799,2024,6,231541.74,119
799,2024,7,151649.51,109
799,2024,8,191912.7,144
799,2024,9,190502.3,116
799,2024,10,235693.08,114
799,2024,11,252934.43,119
799,2024,12,271312.34,111
799,2025,1,248465.95,113
799,2025,2,275464.16,134
799,2025,3,249584.86,111
799,2025,4,242087.4,112
799,2025,5,287915.61,135
799,2025,6,235438.63,121
799,2025,7,225021.69,132
799,2025,8,292481.8,193
799,2025,9,227173.14,126
799,2025,10,210308.73,66
801,2021,8,41903.37,34
801,2021,9,84542.58,71
801,2021,10,88431.46,69
801,2021,11,112642.3,76
801,2021,12,76823.02,63
801,2022,1,83292.07,74
801,2022,2,94726.8,82
801,2022,3,76129.69,64
801,2022,4,87994.92,69
801,2022,5,112108.73,84
801,2022,6,69626.98,61
801,2022,7,86646.99,66
801,2022,8,51050.77,78
801,2022,9,104232.33,76
801,2022,10,105004.0,76
801,2022,11,125319.71,82
801,2022,12,92439.94,57
801,2023,1,101466.6,68
801,2023,2,118237.68,95
801,2023,3,87576.37,57
801,2023,4,102318.67,68
801,2023,5,134421.5,86
801,2023,6,83634.28,62
801,2023,7,97378.68,68
801,2023,8,117804.88,87
801,2023,9,138166.36,72
801,2023,10,115724.42,64
801,2023,11,121441.85,77
801,2023,12,115417.13,83
801,2024,1,110309.05,69
801,2024,2,127809.26,84
801,2024,3,103683.5,60
801,2024,4,105048.22,62
801,2024,5,137417.8,80
801,2024,6,90197.55,55
801,2024,7,97378.45,51
801,2024,8,117881.55,69
801,2024,9,106456.4,61
801,2024,10,82487.7,55
801,2024,11,100440.1,83
801,2024,12,91350.9,61
801,2025,1,84528.69,63
801,2025,2,107693.37,85
801,2025,3,84551.91,67
801,2025,4,92441.77,65
801,2025,5,97025.0,76
801,2025,6,71385.7,63
801,2025,7,63898.97,66
801,2025,8,115242.48,79
801,2025,9,67455.57,57
801,2025,10,71331.9,32
806,2021,8,38782.46,34
806,2021,9,64504.77,52
806,2021,10,67298.68,58
806,2021,11,75968.79,69
806,2021,12,68209.89,55
806,2022,1,66885.62,62
806,2022,2,76730.99,63
806,2022,3,56397.74,53
806,2022,4,68985.48,61
806,2022,5,89200.36,77
806,2022,6,61514.41,57
806,2022,7,59047.04,57
806,2022,8,47021.71,68
806,2022,9,78671.48,60
806,2022,10,76962.64,63
806,2022,11,86884.65,74
806,2022,12,78201.02,52
806,2023,1,75398.19,60
806,2023,2,86671.48,75
806,2023,3,67290.15,54
806,2023,4,78967.44,66
806,2023,5,105418.02,89
806,2023,6,76298.72,56
806,2023,7,66645.62,39
806,2023,8,87025.68,57
806,2023,9,67689.79,53
806,2023,10,82082.75,77
806,2023,11,96121.36,85
806,2023,12,77087.83,85
806,2024,1,91017.31,65
806,2024,2,101217.13,77
806,2024,3,76917.04,61
806,2024,4,76372.06,49
806,2024,5,117374.52,69
806,2024,6,84312.2,44
806,2024,7,52906.2,29
806,2024,8,68374.8,33
806,2024,9,72438.92,20
806,2024,10,95398.95,17
806,2024,11,99885.27,20
806,2024,12,87944.71,17
806,2025,1,63602.81,15
806,2025,2,77710.08,16
806,2025,3,80120.47,18
806,2025,4,52312.44,13
806,2025,5,70278.26,10
806,2025,6,52025.47,24
806,2025,7,27936.4,35
806,2025,8,44225.5,43
806,2025,9,18312.15,21
806,2025,10,18298.18,2
809,2021,8,42938.93,17
809,2021,9,74688.53,46
809,2021,10,74043.59,41
809,2021,11,80258.67,45
809,2021,12,80842.44,40
809,2022,1,65708.71,41
809,2022,2,99305.28,52
809,2022,3,82472.1,47
809,2022,4,99895.38,58
809,2022,5,75178.69,53
809,2022,6,101484.84,51
809,2022,7,95152.37,53
809,2022,8,52974.19,69
809,2022,9,87731.59,55
809,2022,10,85901.07,49
809,2022,11,96451.07,78
809,2022,12,94759.66,60
809,2023,1,75667.39,59
809,2023,2,115615.25,66
809,2023,3,96593.82,59
809,2023,4,114964.3,60
809,2023,5,92588.42,75
809,2023,6,112922.6,59
809,2023,7,115404.66,48
809,2023,8,149224.18,57
809,2023,9,129097.28,59
809,2023,10,104537.4,79
809,2023,11,172729.46,109
809,2023,12,142009.93,115
809,2024,1,110308.97,79
809,2024,2,151089.56,98
809,2024,3,141818.2,95
809,2024,4,106367.96,90
809,2024,5,142911.12,114
809,2024,6,130664.29,97
809,2024,7,76720.99,94
809,2024,8,119734.45,128
809,2024,9,128552.86,97
809,2024,10,177285.87,92
809,2024,11,223301.61,130
809,2024,12,217810.62,88
809,2025,1,160688.81,91
809,2025,2,190771.62,117
809,2025,3,194728.45,95
809,2025,4,160566.74,89
809,2025,5,221081.07,124
809,2025,6,200726.67,122
809,2025,7,190447.89,125
809,2025,8,255974.66,170
809,2025,9,192787.41,107
809,2025,10,189918.53,56
813,2021,8,76031.09,38
813,2021,9,116081.94,64
813,2021,10,108118.3,57
813,2021,11,157487.41,83
813,2021,12,76922.99,54
813,2022,1,115571.05,67
813,2022,2,146452.21,85
813,2022,3,119867.25,62
813,2022,4,104225.48,57
813,2022,5,143871.42,86
813,2022,6,132731.16,75
813,2022,7,137988.45,55
813,2022,8,85479.86,76
813,2022,9,141744.49,68
813,2022,10,123128.21,64
813,2022,11,176359.88,85
813,2022,12,95951.16,66
813,2023,1,134509.0,66
813,2023,2,166279.92,87
813,2023,3,144760.02,65
813,2023,4,122268.18,72
813,2023,5,162075.85,82
813,2023,6,153471.74,55
813,2023,7,160156.55,42
813,2023,8,177713.96,55
813,2023,9,175835.79,53
813,2023,10,145086.85,66
813,2023,11,198875.6,84
813,2023,12,156993.81,88
813,2024,1,122901.82,67
813,2024,2,197927.63,71
813,2024,3,124043.35,72
813,2024,4,156435.62,64
813,2024,5,137987.26,85
813,2024,6,132974.34,59
813,2024,7,95621.54,67
813,2024,8,93177.89,76
813,2024,9,102638.66,66
813,2024,10,140144.29,60
813,2024,11,161666.3,76
813,2024,12,200798.28,64
813,2025,1,141974.35,65
813,2025,2,154766.79,88
813,2025,3,160482.95,63
813,2025,4,146380.42,75
813,2025,5,165172.55,78
813,2025,6,121202.98,71
813,2025,7,139435.51,90
813,2025,8,192706.58,104
813,2025,9,143011.54,78
813,2025,10,126044.22,34
814,2021,8,107315.13,48
814,2021,9,134474.91,74
814,2021,10,162809.31,83
814,2021,11,183919.21,97
814,2021,12,138532.84,72
814,2022,1,147087.48,75
814,2022,2,195380.65,95
814,2022,3,145174.56,65
814,2022,4,163801.17,75
814,2022,5,177168.28,94
814,2022,6,154705.08,74
814,2022,7,135326.82,73
814,2022,8,119174.03,92
814,2022,9,152653.05,73
814,2022,10,188193.08,69
814,2022,11,226241.17,85
814,2022,12,160512.31,76
814,2023,1,162640.98,76
814,2023,2,224579.88,104
814,2023,3,169388.0,77
814,2023,4,189410.82,82
814,2023,5,208788.04,94
814,2023,6,174117.01,61
814,2023,7,157247.99,55
814,2023,8,197438.01,68
814,2023,9,162911.73,59
814,2023,10,166019.09,68
814,2023,11,222187.35,80
814,2023,12,145844.82,89
814,2024,1,191480.24,65
814,2024,2,234672.7,77
814,2024,3,172487.55,61
814,2024,4,184020.31,59
814,2024,5,215241.47,70
814,2024,6,156190.57,62
814,2024,7,113944.86,66
814,2024,8,155457.3,70
814,2024,9,132755.42,64
814,2024,10,157583.78,62
814,2024,11,173262.68,76
814,2024,12,179213.58,59
814,2025,1,146926.23,52
814,2025,2,175596.09,79
814,2025,3,124357.34,59
814,2025,4,161650.76,55
814,2025,5,160615.0,79
814,2025,6,119480.2,72
814,2025,7,124678.64,83
814,2025,8,146053.42,101
814,2025,9,146126.23,69
814,2025,10,112856.07,32
815,2021,8,66716.67,34
815,2021,9,96764.7,60
815,2021,10,102945.15,56
815,2021,11,122610.97,78
815,2021,12,105815.17,55
815,2022,1,114493.13,57
815,2022,2,135511.7,74
815,2022,3,119190.27,54
815,2022,4,96606.54,53
815,2022,5,137653.11,84
815,2022,6,100682.59,54
815,2022,7,105153.77,64
815,2022,8,77755.58,79
815,2022,9,114966.48,59
815,2022,10,121167.53,55
815,2022,11,151532.33,68
815,2022,12,125643.76,55
815,2023,1,138516.28,54
815,2023,2,161797.28,72
815,2023,3,140944.24,64
815,2023,4,117987.44,63
815,2023,5,168014.0,71
815,2023,6,120087.93,53
815,2023,7,129266.05,32
815,2023,8,157049.77,53
815,2023,9,116769.05,50
815,2023,10,115183.9,55
815,2023,11,130945.62,77
815,2023,12,113952.26,74
815,2024,1,109236.96,60
815,2024,2,157155.81,76
815,2024,3,133476.68,68
815,2024,4,122996.93,62
815,2024,5,156244.37,79
815,2024,6,99373.86,59
815,2024,7,69319.05,59
815,2024,8,98569.7,70
815,2024,9,88114.73,59
815,2024,10,127255.99,58
815,2024,11,150068.81,76
815,2024,12,135317.88,60
815,2025,1,128714.13,62
815,2025,2,129932.54,64
815,2025,3,134032.27,77
815,2025,4,102000.19,61
815,2025,5,140034.37,83
815,2025,6,114837.69,79
815,2025,7,114555.45,89
815,2025,8,138635.09,115
815,2025,9,115316.12,84
815,2025,10,129461.7,35
818,2021,8,54879.96,31
818,2021,9,89154.73,45
818,2021,10,77979.0,42
818,2021,11,93341.92,57
818,2021,12,81322.75,44
818,2022,1,77028.41,38
818,2022,2,89469.8,55
818,2022,3,85375.36,48
818,2022,4,83442.77,56
818,2022,5,111505.8,59
818,2022,6,90022.28,51
818,2022,7,91651.41,54
818,2022,8,62133.18,73
818,2022,9,104283.35,54
818,2022,10,89145.33,54
818,2022,11,110851.94,63
818,2022,12,93194.72,61
818,2023,1,88601.8,69
818,2023,2,106403.13,84
818,2023,3,95118.38,55
818,2023,4,102739.58,72
818,2023,5,135417.98,95
818,2023,6,108336.29,59
818,2023,7,110231.95,46
818,2023,8,158162.03,58
818,2023,9,116925.2,61
818,2023,10,117985.73,84
818,2023,11,141309.22,89
818,2023,12,132410.75,99
818,2024,1,136872.49,85
818,2024,2,181052.04,110
818,2024,3,124678.42,94
818,2024,4,139914.85,98
818,2024,5,175379.4,115
818,2024,6,110350.15,100
818,2024,7,94850.12,102
818,2024,8,125626.13,133
818,2024,9,103915.65,110
818,2024,10,151133.11,103
818,2024,11,228430.0,139
818,2024,12,207093.51,114
818,2025,1,205427.27,103
818,2025,2,233859.62,144
818,2025,3,187882.44,110
818,2025,4,213291.15,108
818,2025,5,256128.61,139
818,2025,6,211727.84,117
818,2025,7,245156.83,145
818,2025,8,306356.96,176
818,2025,9,197902.3,113
818,2025,10,216245.94,52
819,2021,8,73061.46,43
819,2021,9,128489.02,77
819,2021,10,135952.69,73
819,2021,11,176555.08,85
819,2021,12,124234.08,66
819,2022,1,135888.29,79
819,2022,2,188937.74,97
819,2022,3,132951.91,71
819,2022,4,139326.0,72
819,2022,5,167661.97,82
819,2022,6,129837.5,68
819,2022,7,119699.3,79
819,2022,8,83980.91,96
819,2022,9,150720.22,67
819,2022,10,166673.99,71
819,2022,11,214780.45,100
819,2022,12,142958.54,69
819,2023,1,170026.24,76
819,2023,2,221799.45,85
819,2023,3,162373.67,61
819,2023,4,154809.05,67
819,2023,5,203061.46,87
819,2023,6,143017.34,56
819,2023,7,138282.84,42
819,2023,8,214476.8,47
819,2023,9,163721.61,59
819,2023,10,146550.18,61
819,2023,11,197702.66,90
819,2023,12,149349.12,77
819,2024,1,181530.59,64
819,2024,2,209803.46,76
819,2024,3,153246.74,55
819,2024,4,140560.65,53
819,2024,5,171685.88,75
819,2024,6,87896.14,48
819,2024,7,92331.37,51
819,2024,8,99158.89,60
819,2024,9,115993.34,52
819,2024,10,140563.88,49
819,2024,11,159364.85,63
819,2024,12,171503.66,58
819,2025,1,118454.23,49
819,2025,2,143009.02,58
819,2025,3,125270.6,48
819,2025,4,108688.08,46
819,2025,5,160934.76,61
819,2025,6,98015.23,61
819,2025,7,112979.96,65
819,2025,8,131750.45,75
819,2025,9,99446.78,50
819,2025,10,113244.3,24
821,2021,8,50284.73,27
821,2021,9,87264.47,44
821,2021,10,93760.3,47
821,2021,11,111487.52,61
821,2021,12,77352.85,43
821,2022,1,110297.47,51
821,2022,2,129796.88,58
821,2022,3,118542.25,54
821,2022,4,78614.15,47
821,2022,5,129693.98,62
821,2022,6,105967.22,56
821,2022,7,89796.2,51
821,2022,8,60081.85,69
821,2022,9,100405.86,61
821,2022,10,103395.16,68
821,2022,11,134721.18,78
821,2022,12,90382.4,70
821,2023,1,123110.6,76
821,2023,2,144941.98,85
821,2023,3,134541.14,75
821,2023,4,91463.02,74
821,2023,5,157974.84,97
821,2023,6,118693.39,60
821,2023,7,104988.39,47
821,2023,8,148230.56,60
821,2023,9,147348.8,59
821,2023,10,148398.8,75
821,2023,11,184333.94,95
821,2023,12,155620.12,94
821,2024,1,181230.03,79
821,2024,2,175133.14,100
821,2024,3,148740.13,81
821,2024,4,176668.1,69
821,2024,5,186033.08,95
821,2024,6,129123.07,76
821,2024,7,105122.16,84
821,2024,8,139481.07,105
821,2024,9,119328.68,75
821,2024,10,154552.22,92
821,2024,11,220752.65,98
821,2024,12,212161.04,77
821,2025,1,222250.8,87
821,2025,2,206047.54,102
821,2025,3,172136.58,87
821,2025,4,184121.52,81
821,2025,5,225517.12,111
821,2025,6,163005.34,102
821,2025,7,153131.25,94
821,2025,8,236638.19,147
821,2025,9,186071.82,99
821,2025,10,181331.95,50
831,2021,8,104751.49,66
831,2021,9,154127.88,104
831,2021,10,152304.46,111
831,2021,11,179607.8,124
831,2021,12,144460.93,93
831,2022,1,141399.59,111
831,2022,2,191215.25,129
831,2022,3,124021.76,94
831,2022,4,135953.72,103
831,2022,5,193693.44,144
831,2022,6,135791.43,97
831,2022,7,150977.98,109
831,2022,8,119049.87,124
831,2022,9,171788.72,108
831,2022,10,185556.31,105
831,2022,11,220350.79,126
831,2022,12,162252.96,106
831,2023,1,161021.36,99
831,2023,2,223851.33,125
831,2023,3,148065.69,97
831,2023,4,166777.27,105
831,2023,5,241307.17,143
831,2023,6,152210.0,100
831,2023,7,182398.7,65
831,2023,8,214335.39,79
831,2023,9,167971.99,93
831,2023,10,174151.66,106
831,2023,11,182563.35,119
831,2023,12,165393.69,127
831,2024,1,182176.69,102
831,2024,2,221724.9,122
831,2024,3,164179.36,99
831,2024,4,182932.27,97
831,2024,5,223727.8,147
831,2024,6,208226.73,103
831,2024,7,139416.92,107
831,2024,8,124217.22,132
831,2024,9,145970.59,116
831,2024,10,163018.87,97
831,2024,11,212982.71,136
831,2024,12,216304.1,103
831,2025,1,152785.73,107
831,2025,2,222407.91,139
831,2025,3,198219.06,108
831,2025,4,172143.47,106
831,2025,5,219084.98,124
831,2025,6,161637.62,114
831,2025,7,178288.99,135
831,2025,8,228850.83,176
831,2025,9,159664.86,126
831,2025,10,184897.21,57
845,2021,8,51494.3,45
845,2021,9,102005.97,78
845,2021,10,92620.39,77
845,2021,11,114581.83,91
845,2021,12,74664.68,66
845,2022,1,102181.12,75
845,2022,2,121937.31,93
845,2022,3,92402.15,84
845,2022,4,88750.61,80
845,2022,5,144460.7,100
845,2022,6,103081.95,77
845,2022,7,102916.62,77
845,2022,8,59854.59,92
845,2022,9,116107.76,82
845,2022,10,104663.76,77
845,2022,11,126409.49,95
845,2022,12,91048.72,84
845,2023,1,119133.3,71
845,2023,2,137854.9,103
845,2023,3,105018.64,78
845,2023,4,103941.42,69
845,2023,5,163270.47,100
845,2023,6,129639.94,76
845,2023,7,114647.3,54
845,2023,8,124201.91,67
845,2023,9,114178.82,63
845,2023,10,106971.83,78
845,2023,11,135709.34,104
845,2023,12,103685.71,105
845,2024,1,92287.86,86
845,2024,2,142599.35,92
845,2024,3,117802.72,91
845,2024,4,100843.56,76
845,2024,5,145044.83,94
845,2024,6,91072.71,88
845,2024,7,78737.1,80
845,2024,8,95823.12,96
845,2024,9,101277.55,84
845,2024,10,105662.96,77
845,2024,11,108990.89,93
845,2024,12,95195.09,84
845,2025,1,80832.51,82
845,2025,2,89753.5,97
845,2025,3,88766.09,81
845,2025,4,91430.18,73
845,2025,5,98402.91,104
845,2025,6,85333.16,91
845,2025,7,81982.38,109
845,2025,8,104657.0,146
845,2025,9,98460.03,91
845,2025,10,79295.86,37
847,2021,8,85315.57,42
847,2021,9,139902.57,75
847,2021,10,155029.94,83
847,2021,11,153725.56,99
847,2021,12,143021.92,75
847,2022,1,145651.26,74
847,2022,2,174787.75,90
847,2022,3,133028.12,80
847,2022,4,137256.54,76
847,2022,5,194935.22,101
847,2022,6,140497.69,73
847,2022,7,158062.33,80
847,2022,8,94588.54,95
847,2022,9,164259.25,83
847,2022,10,179081.17,77
847,2022,11,180483.41,85
847,2022,12,163990.59,70
847,2023,1,177892.72,75
847,2023,2,203072.51,97
847,2023,3,155388.2,79
847,2023,4,161760.04,69
847,2023,5,232467.42,93
847,2023,6,158815.6,76
847,2023,7,185089.36,47
847,2023,8,210812.2,70
847,2023,9,160691.18,51
847,2023,10,187760.58,82
847,2023,11,180879.31,101
847,2023,12,149139.98,91
847,2024,1,166586.18,73
847,2024,2,196046.37,101
847,2024,3,164542.31,78
847,2024,4,169166.31,81
847,2024,5,204992.94,106
847,2024,6,163165.97,89
847,2024,7,104350.65,79
847,2024,8,169345.66,102
847,2024,9,123024.06,73
847,2024,10,175432.13,79
847,2024,11,233580.41,101
847,2024,12,182172.84,80
847,2025,1,142962.81,81
847,2025,2,195556.43,107
847,2025,3,173307.46,82
847,2025,4,171908.17,100
847,2025,5,235020.89,107
847,2025,6,167898.46,106
847,2025,7,157147.1,111
847,2025,8,221656.03,149
847,2025,9,139922.41,114
847,2025,10,154135.03,45
852,2021,8,48408.65,37
852,2021,9,79007.03,57
852,2021,10,77290.99,66
852,2021,11,117457.47,74
852,2021,12,63513.75,58
852,2022,1,83173.56,60
852,2022,2,107084.11,78
852,2022,3,77973.05,54
852,2022,4,76556.06,67
852,2022,5,95310.33,77
852,2022,6,72088.25,57
852,2022,7,73344.8,52
852,2022,8,57526.6,79
852,2022,9,93288.1,65
852,2022,10,95846.29,60
852,2022,11,131572.44,74
852,2022,12,75058.57,54
852,2023,1,98316.19,64
852,2023,2,123127.47,88
852,2023,3,95667.44,61
852,2023,4,92629.33,60
852,2023,5,120038.12,74
852,2023,6,87234.07,66
852,2023,7,87056.66,59
852,2023,8,149193.69,73
852,2023,9,102680.96,72
852,2023,10,79697.66,64
852,2023,11,124772.14,77
852,2023,12,78377.38,70
852,2024,1,115267.94,57
852,2024,2,137829.96,71
852,2024,3,93481.2,58
852,2024,4,93616.79,63
852,2024,5,121880.96,68
852,2024,6,81331.73,55
852,2024,7,119191.87,67
852,2024,8,107800.07,75
852,2024,9,90801.15,68
852,2024,10,84585.06,63
852,2024,11,82449.66,71
852,2024,12,82942.55,64
852,2025,1,83539.88,66
852,2025,2,85864.62,75
852,2025,3,59755.28,70
852,2025,4,61573.55,65
852,2025,5,98702.88,79
852,2025,6,63599.69,61
852,2025,7,72970.69,72
852,2025,8,76515.09,75
852,2025,9,75693.82,61
852,2025,10,65997.72,35
858,2021,8,27946.34,15
858,2021,9,34217.05,26
858,2021,10,41157.75,24
858,2021,11,52421.85,33
858,2021,12,46079.59,26
858,2022,1,43900.77,24
858,2022,2,55553.26,36
858,2022,3,37485.86,23
858,2022,4,35110.68,25
858,2022,5,49741.34,33
858,2022,6,42870.84,29
858,2022,7,48707.59,25
858,2022,8,31015.54,31
858,2022,9,39689.82,31
858,2022,10,50064.34,30
858,2022,11,60226.27,40
858,2022,12,56413.24,27
858,2023,1,55491.56,27
858,2023,2,65186.16,38
858,2023,3,46571.5,33
858,2023,4,41272.99,30
858,2023,5,58917.17,37
858,2023,6,53351.98,28
858,2023,7,57557.96,13
858,2023,8,81068.56,29
858,2023,9,61897.75,25
858,2023,10,52492.4,40
858,2023,11,70162.77,66
858,2023,12,54228.19,73
858,2024,1,58491.3,50
858,2024,2,72431.76,70
858,2024,3,54188.46,62
858,2024,4,49334.65,67
858,2024,5,56872.81,71
858,2024,6,63085.41,58
858,2024,7,22796.23,65
858,2024,8,57978.57,97
858,2024,9,57206.21,75
858,2024,10,82175.76,86
858,2024,11,119662.7,101
858,2024,12,138313.52,72
858,2025,1,104279.25,82
858,2025,2,119276.98,95
858,2025,3,132520.25,85
858,2025,4,113886.45,76
858,2025,5,153192.76,96
858,2025,6,119723.87,97
858,2025,7,130217.18,95
858,2025,8,154908.23,139
858,2025,9,158708.91,94
858,2025,10,166603.37,47
866,2021,8,38281.92,29
866,2021,9,54604.55,37
866,2021,10,49976.91,40
866,2021,11,70108.65,50
866,2021,12,42172.44,40
866,2022,1,64258.84,38
866,2022,2,83547.7,56
866,2022,3,63330.0,46
866,2022,4,67692.63,46
866,2022,5,76009.42,55
866,2022,6,71560.79,44
866,2022,7,72232.36,42
866,2022,8,45514.36,57
866,2022,9,64645.56,48
866,2022,10,60228.66,42
866,2022,11,86496.45,61
866,2022,12,49007.76,62
866,2023,1,71964.23,60
866,2023,2,101435.7,70
866,2023,3,71346.86,52
866,2023,4,84126.06,58
866,2023,5,89877.99,67
866,2023,6,83488.7,61
866,2023,7,82645.71,34
866,2023,8,102803.73,45
866,2023,9,83064.49,48
866,2023,10,75565.84,55
866,2023,11,122113.97,76
866,2023,12,98460.68,80
866,2024,1,97708.84,61
866,2024,2,99496.14,65
866,2024,3,102209.53,53
866,2024,4,111140.63,55
866,2024,5,100874.41,64
866,2024,6,96068.31,52
866,2024,7,53968.93,61
866,2024,8,85625.85,73
866,2024,9,87705.84,63
866,2024,10,85113.87,77
866,2024,11,124325.53,92
866,2024,12,132934.83,66
866,2025,1,112198.83,57
866,2025,2,129466.47,95
866,2025,3,77058.49,62
866,2025,4,102797.29,60
866,2025,5,110915.19,89
866,2025,6,88696.46,73
866,2025,7,110273.19,94
866,2025,8,129499.88,97
866,2025,9,120313.61,77
866,2025,10,146191.12,33
869,2021,8,78421.32,55
869,2021,9,135698.27,86
869,2021,10,136310.2,74
869,2021,11,155305.39,96
869,2021,12,138265.7,81
869,2022,1,135360.12,88
869,2022,2,144926.99,102
869,2022,3,117360.41,83
869,2022,4,124475.06,74
869,2022,5,154269.89,93
869,2022,6,109844.72,79
869,2022,7,111859.47,77
869,2022,8,96558.56,103
869,2022,9,163337.46,90
869,2022,10,166465.5,79
869,2022,11,192842.4,93
869,2022,12,160937.51,78
869,2023,1,155405.28,89
869,2023,2,177844.26,97
869,2023,3,133019.11,80
869,2023,4,140295.85,77
869,2023,5,178342.06,105
869,2023,6,125413.76,67
869,2023,7,141180.38,61
869,2023,8,197900.16,72
869,2023,9,147146.31,61
869,2023,10,136168.75,86
869,2023,11,163500.31,93
869,2023,12,154041.79,104
869,2024,1,142035.31,79
869,2024,2,147970.99,113
869,2024,3,151252.54,81
869,2024,4,134964.35,82
869,2024,5,187118.09,109
869,2024,6,136302.11,82
869,2024,7,113499.2,77
869,2024,8,124785.86,91
869,2024,9,114544.09,77
869,2024,10,150504.83,85
869,2024,11,174369.86,97
869,2024,12,195507.16,83
869,2025,1,151026.88,87
869,2025,2,187906.23,98
869,2025,3,148147.8,79
869,2025,4,157507.3,77
869,2025,5,166146.26,108
869,2025,6,150376.23,97
869,2025,7,144516.13,101
869,2025,8,160824.64,148
869,2025,9,138990.68,91
869,2025,10,129794.63,34
870,2021,8,63778.92,44
870,2021,9,76506.29,66
870,2021,10,104767.65,69
870,2021,11,109024.46,92
870,2021,12,72212.67,61
870,2022,1,83697.41,67
870,2022,2,100651.3,81
870,2022,3,90731.81,73
870,2022,4,83396.15,77
870,2022,5,100360.14,88
870,2022,6,91118.6,76
870,2022,7,78998.6,65
870,2022,8,72741.62,82
870,2022,9,94911.59,70
870,2022,10,115837.22,69
870,2022,11,123686.41,92
870,2022,12,87161.04,62
870,2023,1,101641.69,77
870,2023,2,113563.04,85
870,2023,3,106502.25,64
870,2023,4,96727.1,69
870,2023,5,120794.96,84
870,2023,6,102320.34,70
870,2023,7,91825.09,70
870,2023,8,112580.63,90
870,2023,9,110898.75,71
870,2023,10,93944.34,71
870,2023,11,113508.28,76
870,2023,12,89439.48,86
870,2024,1,97248.97,63
870,2024,2,131700.4,101
870,2024,3,100556.89,78
870,2024,4,96460.98,69
870,2024,5,109091.05,98
870,2024,6,90210.04,79
870,2024,7,82379.14,78
870,2024,8,99662.49,94
870,2024,9,91825.18,68
870,2024,10,87230.81,77
870,2024,11,107024.93,90
870,2024,12,116140.83,83
870,2025,1,86368.11,79
870,2025,2,140410.53,96
870,2025,3,99583.62,75
870,2025,4,89605.02,85
870,2025,5,102349.91,105
870,2025,6,74712.99,77
870,2025,7,85538.0,72
870,2025,8,120216.94,98
870,2025,9,85592.74,76
870,2025,10,93173.55,38
874,2021,8,85450.71,43
874,2021,9,182033.25,76
874,2021,10,175903.57,83
874,2021,11,181192.87,103
874,2021,12,140143.78,76
874,2022,1,148055.92,85
874,2022,2,215289.43,101
874,2022,3,158439.15,86
874,2022,4,192274.98,84
874,2022,5,193221.67,112
874,2022,6,170227.67,82
874,2022,7,162858.81,84
874,2022,8,103673.18,96
874,2022,9,207088.33,84
874,2022,10,209744.46,88
874,2022,11,220284.76,90
874,2022,12,168641.25,89
874,2023,1,179413.94,80
874,2023,2,242479.96,96
874,2023,3,191696.32,88
874,2023,4,216415.89,84
874,2023,5,227765.07,103
874,2023,6,199357.99,79
874,2023,7,197832.13,54
874,2023,8,259215.39,63
874,2023,9,195726.69,73
874,2023,10,173595.07,92
874,2023,11,226620.11,101
874,2023,12,193053.86,112
874,2024,1,175008.84,90
874,2024,2,229828.26,105
874,2024,3,201906.69,83
874,2024,4,176929.12,83
874,2024,5,203631.83,102
874,2024,6,160766.8,83
874,2024,7,121367.9,84
874,2024,8,159585.09,98
874,2024,9,158730.11,87
874,2024,10,211714.94,80
874,2024,11,203370.1,108
874,2024,12,230481.88,92
874,2025,1,180241.2,98
874,2025,2,223731.19,110
874,2025,3,195448.23,88
874,2025,4,192524.1,105
874,2025,5,223322.57,127
874,2025,6,193953.86,116
874,2025,7,182945.81,118
874,2025,8,221805.17,147
874,2025,9,212887.12,110
874,2025,10,147377.9,46
882,2021,8,50605.95,27
882,2021,9,92880.97,43
882,2021,10,74620.37,48
882,2021,11,126269.73,64
882,2021,12,114707.04,52
882,2022,1,111692.12,47
882,2022,2,139702.36,62
882,2022,3,100741.22,52
882,2022,4,118401.07,62
882,2022,5,124848.61,71
882,2022,6,105493.57,59
