Date Key,Day of Week Name,Day of Week Number,Day of Month,Day of Year,Week Start Date,Is Weekend,Calendar Year,Calendar Month,Calendar Month Name,Calendar Quarter,Fiscal Year,Fiscal Quarter,Fiscal Period,Fiscal Period Name,Fiscal Week of Year,Fiscal Week of Period,Fiscal Year Day Number,Is 53rd Week,Fiscal Season,Fiscal Year Start Date,Fiscal Year End Date,Fiscal Quarter Start Date,Fiscal Quarter End Date,Fiscal Period Start Date,Fiscal Period End Date,Fiscal Season Start Date,Fiscal Season End Date,Fiscal Quarter Day Number,Fiscal Period Day Number,Fiscal Season Day Number,Prior Year Date
2025-05-01,Thursday,5,1,121,2025-04-27,N,2025,5,May,2,2025,2,4,P04,17,4,117,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-04-06,2025-05-03,2025-01-05,2025-07-05,26,26,117,2024-05-02
2025-05-02,Friday,6,2,122,2025-04-27,N,2025,5,May,2,2025,2,4,P04,17,4,118,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-04-06,2025-05-03,2025-01-05,2025-07-05,27,27,118,2024-05-03
2025-05-03,Saturday,7,3,123,2025-04-27,Y,2025,5,May,2,2025,2,4,P04,17,4,119,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-04-06,2025-05-03,2025-01-05,2025-07-05,28,28,119,2024-05-04
2025-05-04,Sunday,1,4,124,2025-05-04,Y,2025,5,May,2,2025,2,5,P05,18,1,120,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-05-04,2025-06-07,2025-01-05,2025-07-05,29,1,120,2024-05-05
2025-05-05,Monday,2,5,125,2025-05-04,N,2025,5,May,2,2025,2,5,P05,18,1,121,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-05-04,2025-06-07,2025-01-05,2025-07-05,30,2,121,2024-05-06
2025-05-06,Tuesday,3,6,126,2025-05-04,N,2025,5,May,2,2025,2,5,P05,18,1,122,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-05-04,2025-06-07,2025-01-05,2025-07-05,31,3,122,2024-05-07
2025-05-07,Wednesday,4,7,127,2025-05-04,N,2025,5,May,2,2025,2,5,P05,18,1,123,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-05-04,2025-06-07,2025-01-05,2025-07-05,32,4,123,2024-05-08
2025-05-08,Thursday,5,8,128,2025-05-04,N,2025,5,May,2,2025,2,5,P05,18,1,124,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-05-04,2025-06-07,2025-01-05,2025-07-05,33,5,124,2024-05-09
2025-05-09,Friday,6,9,129,2025-05-04,N,2025,5,May,2,2025,2,5,P05,18,1,125,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-05-04,2025-06-07,2025-01-05,2025-07-05,34,6,125,2024-05-10
2025-05-10,Saturday,7,10,130,2025-05-04,Y,2025,5,May,2,2025,2,5,P05,18,1,126,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-05-04,2025-06-07,2025-01-05,2025-07-05,35,7,126,2024-05-11
2025-05-11,Sunday,1,11,131,2025-05-11,Y,2025,5,May,2,2025,2,5,P05,19,2,127,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-05-04,2025-06-07,2025-01-05,2025-07-05,36,8,127,2024-05-12
2025-05-12,Monday,2,12,132,2025-05-11,N,2025,5,May,2,2025,2,5,P05,19,2,128,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-05-04,2025-06-07,2025-01-05,2025-07-05,37,9,128,2024-05-13
2025-05-13,Tuesday,3,13,133,2025-05-11,N,2025,5,May,2,2025,2,5,P05,19,2,129,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-05-04,2025-06-07,2025-01-05,2025-07-05,38,10,129,2024-05-14
2025-05-14,Wednesday,4,14,134,2025-05-11,N,2025,5,May,2,2025,2,5,P05,19,2,130,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-05-04,2025-06-07,2025-01-05,2025-07-05,39,11,130,2024-05-15
2025-05-15,Thursday,5,15,135,2025-05-11,N,2025,5,May,2,2025,2,5,P05,19,2,131,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-05-04,2025-06-07,2025-01-05,2025-07-05,40,12,131,2024-05-16
2025-05-16,Friday,6,16,136,2025-05-11,N,2025,5,May,2,2025,2,5,P05,19,2,132,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-05-04,2025-06-07,2025-01-05,2025-07-05,41,13,132,2024-05-17
2025-05-17,Saturday,7,17,137,2025-05-11,Y,2025,5,May,2,2025,2,5,P05,19,2,133,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-05-04,2025-06-07,2025-01-05,2025-07-05,42,14,133,2024-05-18
2025-05-18,Sunday,1,18,138,2025-05-18,Y,2025,5,May,2,2025,2,5,P05,20,3,134,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-05-04,2025-06-07,2025-01-05,2025-07-05,43,15,134,2024-05-19
2025-05-19,Monday,2,19,139,2025-05-18,N,2025,5,May,2,2025,2,5,P05,20,3,135,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-05-04,2025-06-07,2025-01-05,2025-07-05,44,16,135,2024-05-20
2025-05-20,Tuesday,3,20,140,2025-05-18,N,2025,5,May,2,2025,2,5,P05,20,3,136,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-05-04,2025-06-07,2025-01-05,2025-07-05,45,17,136,2024-05-21
2025-05-21,Wednesday,4,21,141,2025-05-18,N,2025,5,May,2,2025,2,5,P05,20,3,137,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-05-04,2025-06-07,2025-01-05,2025-07-05,46,18,137,2024-05-22
2025-05-22,Thursday,5,22,142,2025-05-18,N,2025,5,May,2,2025,2,5,P05,20,3,138,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-05-04,2025-06-07,2025-01-05,2025-07-05,47,19,138,2024-05-23
2025-05-23,Friday,6,23,143,2025-05-18,N,2025,5,May,2,2025,2,5,P05,20,3,139,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-05-04,2025-06-07,2025-01-05,2025-07-05,48,20,139,2024-05-24
2025-05-24,Saturday,7,24,144,2025-05-18,Y,2025,5,May,2,2025,2,5,P05,20,3,140,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-05-04,2025-06-07,2025-01-05,2025-07-05,49,21,140,2024-05-25
2025-05-25,Sunday,1,25,145,2025-05-25,Y,2025,5,May,2,2025,2,5,P05,21,4,141,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-05-04,2025-06-07,2025-01-05,2025-07-05,50,22,141,2024-05-26
2025-05-26,Monday,2,26,146,2025-05-25,N,2025,5,May,2,2025,2,5,P05,21,4,142,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-05-04,2025-06-07,2025-01-05,2025-07-05,51,23,142,2024-05-27
2025-05-27,Tuesday,3,27,147,2025-05-25,N,2025,5,May,2,2025,2,5,P05,21,4,143,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-05-04,2025-06-07,2025-01-05,2025-07-05,52,24,143,2024-05-28
2025-05-28,Wednesday,4,28,148,2025-05-25,N,2025,5,May,2,2025,2,5,P05,21,4,144,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-05-04,2025-06-07,2025-01-05,2025-07-05,53,25,144,2024-05-29
2025-05-29,Thursday,5,29,149,2025-05-25,N,2025,5,May,2,2025,2,5,P05,21,4,145,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-05-04,2025-06-07,2025-01-05,2025-07-05,54,26,145,2024-05-30
2025-05-30,Friday,6,30,150,2025-05-25,N,2025,5,May,2,2025,2,5,P05,21,4,146,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-05-04,2025-06-07,2025-01-05,2025-07-05,55,27,146,2024-05-31
2025-05-31,Saturday,7,31,151,2025-05-25,Y,2025,5,May,2,2025,2,5,P05,21,4,147,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-05-04,2025-06-07,2025-01-05,2025-07-05,56,28,147,2024-06-01
2025-06-01,Sunday,1,1,152,2025-06-01,Y,2025,6,June,2,2025,2,5,P05,22,5,148,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-05-04,2025-06-07,2025-01-05,2025-07-05,57,29,148,2024-06-02
2025-06-02,Monday,2,2,153,2025-06-01,N,2025,6,June,2,2025,2,5,P05,22,5,149,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-05-04,2025-06-07,2025-01-05,2025-07-05,58,30,149,2024-06-03
2025-06-03,Tuesday,3,3,154,2025-06-01,N,2025,6,June,2,2025,2,5,P05,22,5,150,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-05-04,2025-06-07,2025-01-05,2025-07-05,59,31,150,2024-06-04
2025-06-04,Wednesday,4,4,155,2025-06-01,N,2025,6,June,2,2025,2,5,P05,22,5,151,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-05-04,2025-06-07,2025-01-05,2025-07-05,60,32,151,2024-06-05
2025-06-05,Thursday,5,5,156,2025-06-01,N,2025,6,June,2,2025,2,5,P05,22,5,152,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-05-04,2025-06-07,2025-01-05,2025-07-05,61,33,152,2024-06-06
2025-06-06,Friday,6,6,157,2025-06-01,N,2025,6,June,2,2025,2,5,P05,22,5,153,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-05-04,2025-06-07,2025-01-05,2025-07-05,62,34,153,2024-06-07
2025-06-07,Saturday,7,7,158,2025-06-01,Y,2025,6,June,2,2025,2,5,P05,22,5,154,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-05-04,2025-06-07,2025-01-05,2025-07-05,63,35,154,2024-06-08
2025-06-08,Sunday,1,8,159,2025-06-08,Y,2025,6,June,2,2025,2,6,P06,23,1,155,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-06-08,2025-07-05,2025-01-05,2025-07-05,64,1,155,2024-06-09
2025-06-09,Monday,2,9,160,2025-06-08,N,2025,6,June,2,2025,2,6,P06,23,1,156,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-06-08,2025-07-05,2025-01-05,2025-07-05,65,2,156,2024-06-10
2025-06-10,Tuesday,3,10,161,2025-06-08,N,2025,6,June,2,2025,2,6,P06,23,1,157,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-06-08,2025-07-05,2025-01-05,2025-07-05,66,3,157,2024-06-11
2025-06-11,Wednesday,4,11,162,2025-06-08,N,2025,6,June,2,2025,2,6,P06,23,1,158,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-06-08,2025-07-05,2025-01-05,2025-07-05,67,4,158,2024-06-12
2025-06-12,Thursday,5,12,163,2025-06-08,N,2025,6,June,2,2025,2,6,P06,23,1,159,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-06-08,2025-07-05,2025-01-05,2025-07-05,68,5,159,2024-06-13
2025-06-13,Friday,6,13,164,2025-06-08,N,2025,6,June,2,2025,2,6,P06,23,1,160,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-06-08,2025-07-05,2025-01-05,2025-07-05,69,6,160,2024-06-14
2025-06-14,Saturday,7,14,165,2025-06-08,Y,2025,6,June,2,2025,2,6,P06,23,1,161,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-06-08,2025-07-05,2025-01-05,2025-07-05,70,7,161,2024-06-15
2025-06-15,Sunday,1,15,166,2025-06-15,Y,2025,6,June,2,2025,2,6,P06,24,2,162,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-06-08,2025-07-05,2025-01-05,2025-07-05,71,8,162,2024-06-16
2025-06-16,Monday,2,16,167,2025-06-15,N,2025,6,June,2,2025,2,6,P06,24,2,163,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-06-08,2025-07-05,2025-01-05,2025-07-05,72,9,163,2024-06-17
2025-06-17,Tuesday,3,17,168,2025-06-15,N,2025,6,June,2,2025,2,6,P06,24,2,164,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-06-08,2025-07-05,2025-01-05,2025-07-05,73,10,164,2024-06-18
2025-06-18,Wednesday,4,18,169,2025-06-15,N,2025,6,June,2,2025,2,6,P06,24,2,165,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-06-08,2025-07-05,2025-01-05,2025-07-05,74,11,165,2024-06-19
2025-06-19,Thursday,5,19,170,2025-06-15,N,2025,6,June,2,2025,2,6,P06,24,2,166,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-06-08,2025-07-05,2025-01-05,2025-07-05,75,12,166,2024-06-20
2025-06-20,Friday,6,20,171,2025-06-15,N,2025,6,June,2,2025,2,6,P06,24,2,167,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-06-08,2025-07-05,2025-01-05,2025-07-05,76,13,167,2024-06-21
2025-06-21,Saturday,7,21,172,2025-06-15,Y,2025,6,June,2,2025,2,6,P06,24,2,168,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-06-08,2025-07-05,2025-01-05,2025-07-05,77,14,168,2024-06-22
2025-06-22,Sunday,1,22,173,2025-06-22,Y,2025,6,June,2,2025,2,6,P06,25,3,169,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-06-08,2025-07-05,2025-01-05,2025-07-05,78,15,169,2024-06-23
2025-06-23,Monday,2,23,174,2025-06-22,N,2025,6,June,2,2025,2,6,P06,25,3,170,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-06-08,2025-07-05,2025-01-05,2025-07-05,79,16,170,2024-06-24
2025-06-24,Tuesday,3,24,175,2025-06-22,N,2025,6,June,2,2025,2,6,P06,25,3,171,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-06-08,2025-07-05,2025-01-05,2025-07-05,80,17,171,2024-06-25
2025-06-25,Wednesday,4,25,176,2025-06-22,N,2025,6,June,2,2025,2,6,P06,25,3,172,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-06-08,2025-07-05,2025-01-05,2025-07-05,81,18,172,2024-06-26
2025-06-26,Thursday,5,26,177,2025-06-22,N,2025,6,June,2,2025,2,6,P06,25,3,173,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-06-08,2025-07-05,2025-01-05,2025-07-05,82,19,173,2024-06-27
2025-06-27,Friday,6,27,178,2025-06-22,N,2025,6,June,2,2025,2,6,P06,25,3,174,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-06-08,2025-07-05,2025-01-05,2025-07-05,83,20,174,2024-06-28
2025-06-28,Saturday,7,28,179,2025-06-22,Y,2025,6,June,2,2025,2,6,P06,25,3,175,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-06-08,2025-07-05,2025-01-05,2025-07-05,84,21,175,2024-06-29
2025-06-29,Sunday,1,29,180,2025-06-29,Y,2025,6,June,2,2025,2,6,P06,26,4,176,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-06-08,2025-07-05,2025-01-05,2025-07-05,85,22,176,2024-06-30
2025-06-30,Monday,2,30,181,2025-06-29,N,2025,6,June,2,2025,2,6,P06,26,4,177,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-06-08,2025-07-05,2025-01-05,2025-07-05,86,23,177,2024-07-01
2025-07-01,Tuesday,3,1,182,2025-06-29,N,2025,7,July,3,2025,2,6,P06,26,4,178,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-06-08,2025-07-05,2025-01-05,2025-07-05,87,24,178,2024-07-02
2025-07-02,Wednesday,4,2,183,2025-06-29,N,2025,7,July,3,2025,2,6,P06,26,4,179,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-06-08,2025-07-05,2025-01-05,2025-07-05,88,25,179,2024-07-03
2025-07-03,Thursday,5,3,184,2025-06-29,N,2025,7,July,3,2025,2,6,P06,26,4,180,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-06-08,2025-07-05,2025-01-05,2025-07-05,89,26,180,2024-07-04
2025-07-04,Friday,6,4,185,2025-06-29,N,2025,7,July,3,2025,2,6,P06,26,4,181,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-06-08,2025-07-05,2025-01-05,2025-07-05,90,27,181,2024-07-05
2025-07-05,Saturday,7,5,186,2025-06-29,Y,2025,7,July,3,2025,2,6,P06,26,4,182,N,H1,2025-01-05,2026-01-03,2025-04-06,2025-07-05,2025-06-08,2025-07-05,2025-01-05,2025-07-05,91,28,182,2024-07-06
2025-07-06,Sunday,1,6,187,2025-07-06,Y,2025,7,July,3,2025,3,7,P07,27,1,183,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-07-06,2025-08-02,2025-07-06,2026-01-03,1,1,1,2024-07-07
2025-07-07,Monday,2,7,188,2025-07-06,N,2025,7,July,3,2025,3,7,P07,27,1,184,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-07-06,2025-08-02,2025-07-06,2026-01-03,2,2,2,2024-07-08
2025-07-08,Tuesday,3,8,189,2025-07-06,N,2025,7,July,3,2025,3,7,P07,27,1,185,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-07-06,2025-08-02,2025-07-06,2026-01-03,3,3,3,2024-07-09
2025-07-09,Wednesday,4,9,190,2025-07-06,N,2025,7,July,3,2025,3,7,P07,27,1,186,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-07-06,2025-08-02,2025-07-06,2026-01-03,4,4,4,2024-07-10
2025-07-10,Thursday,5,10,191,2025-07-06,N,2025,7,July,3,2025,3,7,P07,27,1,187,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-07-06,2025-08-02,2025-07-06,2026-01-03,5,5,5,2024-07-11
2025-07-11,Friday,6,11,192,2025-07-06,N,2025,7,July,3,2025,3,7,P07,27,1,188,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-07-06,2025-08-02,2025-07-06,2026-01-03,6,6,6,2024-07-12
2025-07-12,Saturday,7,12,193,2025-07-06,Y,2025,7,July,3,2025,3,7,P07,27,1,189,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-07-06,2025-08-02,2025-07-06,2026-01-03,7,7,7,2024-07-13
2025-07-13,Sunday,1,13,194,2025-07-13,Y,2025,7,July,3,2025,3,7,P07,28,2,190,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-07-06,2025-08-02,2025-07-06,2026-01-03,8,8,8,2024-07-14
2025-07-14,Monday,2,14,195,2025-07-13,N,2025,7,July,3,2025,3,7,P07,28,2,191,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-07-06,2025-08-02,2025-07-06,2026-01-03,9,9,9,2024-07-15
2025-07-15,Tuesday,3,15,196,2025-07-13,N,2025,7,July,3,2025,3,7,P07,28,2,192,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-07-06,2025-08-02,2025-07-06,2026-01-03,10,10,10,2024-07-16
2025-07-16,Wednesday,4,16,197,2025-07-13,N,2025,7,July,3,2025,3,7,P07,28,2,193,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-07-06,2025-08-02,2025-07-06,2026-01-03,11,11,11,2024-07-17
2025-07-17,Thursday,5,17,198,2025-07-13,N,2025,7,July,3,2025,3,7,P07,28,2,194,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-07-06,2025-08-02,2025-07-06,2026-01-03,12,12,12,2024-07-18
2025-07-18,Friday,6,18,199,2025-07-13,N,2025,7,July,3,2025,3,7,P07,28,2,195,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-07-06,2025-08-02,2025-07-06,2026-01-03,13,13,13,2024-07-19
2025-07-19,Saturday,7,19,200,2025-07-13,Y,2025,7,July,3,2025,3,7,P07,28,2,196,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-07-06,2025-08-02,2025-07-06,2026-01-03,14,14,14,2024-07-20
2025-07-20,Sunday,1,20,201,2025-07-20,Y,2025,7,July,3,2025,3,7,P07,29,3,197,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-07-06,2025-08-02,2025-07-06,2026-01-03,15,15,15,2024-07-21
2025-07-21,Monday,2,21,202,2025-07-20,N,2025,7,July,3,2025,3,7,P07,29,3,198,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-07-06,2025-08-02,2025-07-06,2026-01-03,16,16,16,2024-07-22
2025-07-22,Tuesday,3,22,203,2025-07-20,N,2025,7,July,3,2025,3,7,P07,29,3,199,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-07-06,2025-08-02,2025-07-06,2026-01-03,17,17,17,2024-07-23
2025-07-23,Wednesday,4,23,204,2025-07-20,N,2025,7,July,3,2025,3,7,P07,29,3,200,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-07-06,2025-08-02,2025-07-06,2026-01-03,18,18,18,2024-07-24
2025-07-24,Thursday,5,24,205,2025-07-20,N,2025,7,July,3,2025,3,7,P07,29,3,201,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-07-06,2025-08-02,2025-07-06,2026-01-03,19,19,19,2024-07-25
2025-07-25,Friday,6,25,206,2025-07-20,N,2025,7,July,3,2025,3,7,P07,29,3,202,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-07-06,2025-08-02,2025-07-06,2026-01-03,20,20,20,2024-07-26
2025-07-26,Saturday,7,26,207,2025-07-20,Y,2025,7,July,3,2025,3,7,P07,29,3,203,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-07-06,2025-08-02,2025-07-06,2026-01-03,21,21,21,2024-07-27
2025-07-27,Sunday,1,27,208,2025-07-27,Y,2025,7,July,3,2025,3,7,P07,30,4,204,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-07-06,2025-08-02,2025-07-06,2026-01-03,22,22,22,2024-07-28
2025-07-28,Monday,2,28,209,2025-07-27,N,2025,7,July,3,2025,3,7,P07,30,4,205,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-07-06,2025-08-02,2025-07-06,2026-01-03,23,23,23,2024-07-29
2025-07-29,Tuesday,3,29,210,2025-07-27,N,2025,7,July,3,2025,3,7,P07,30,4,206,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-07-06,2025-08-02,2025-07-06,2026-01-03,24,24,24,2024-07-30
2025-07-30,Wednesday,4,30,211,2025-07-27,N,2025,7,July,3,2025,3,7,P07,30,4,207,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-07-06,2025-08-02,2025-07-06,2026-01-03,25,25,25,2024-07-31
2025-07-31,Thursday,5,31,212,2025-07-27,N,2025,7,July,3,2025,3,7,P07,30,4,208,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-07-06,2025-08-02,2025-07-06,2026-01-03,26,26,26,2024-08-01
2025-08-01,Friday,6,1,213,2025-07-27,N,2025,8,August,3,2025,3,7,P07,30,4,209,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-07-06,2025-08-02,2025-07-06,2026-01-03,27,27,27,2024-08-02
2025-08-02,Saturday,7,2,214,2025-07-27,Y,2025,8,August,3,2025,3,7,P07,30,4,210,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-07-06,2025-08-02,2025-07-06,2026-01-03,28,28,28,2024-08-03
2025-08-03,Sunday,1,3,215,2025-08-03,Y,2025,8,August,3,2025,3,8,P08,31,1,211,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-08-03,2025-09-06,2025-07-06,2026-01-03,29,1,29,2024-08-04
2025-08-04,Monday,2,4,216,2025-08-03,N,2025,8,August,3,2025,3,8,P08,31,1,212,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-08-03,2025-09-06,2025-07-06,2026-01-03,30,2,30,2024-08-05
2025-08-05,Tuesday,3,5,217,2025-08-03,N,2025,8,August,3,2025,3,8,P08,31,1,213,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-08-03,2025-09-06,2025-07-06,2026-01-03,31,3,31,2024-08-06
2025-08-06,Wednesday,4,6,218,2025-08-03,N,2025,8,August,3,2025,3,8,P08,31,1,214,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-08-03,2025-09-06,2025-07-06,2026-01-03,32,4,32,2024-08-07
2025-08-07,Thursday,5,7,219,2025-08-03,N,2025,8,August,3,2025,3,8,P08,31,1,215,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-08-03,2025-09-06,2025-07-06,2026-01-03,33,5,33,2024-08-08
2025-08-08,Friday,6,8,220,2025-08-03,N,2025,8,August,3,2025,3,8,P08,31,1,216,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-08-03,2025-09-06,2025-07-06,2026-01-03,34,6,34,2024-08-09
2025-08-09,Saturday,7,9,221,2025-08-03,Y,2025,8,August,3,2025,3,8,P08,31,1,217,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-08-03,2025-09-06,2025-07-06,2026-01-03,35,7,35,2024-08-10
2025-08-10,Sunday,1,10,222,2025-08-10,Y,2025,8,August,3,2025,3,8,P08,32,2,218,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-08-03,2025-09-06,2025-07-06,2026-01-03,36,8,36,2024-08-11
2025-08-11,Monday,2,11,223,2025-08-10,N,2025,8,August,3,2025,3,8,P08,32,2,219,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-08-03,2025-09-06,2025-07-06,2026-01-03,37,9,37,2024-08-12
2025-08-12,Tuesday,3,12,224,2025-08-10,N,2025,8,August,3,2025,3,8,P08,32,2,220,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-08-03,2025-09-06,2025-07-06,2026-01-03,38,10,38,2024-08-13
2025-08-13,Wednesday,4,13,225,2025-08-10,N,2025,8,August,3,2025,3,8,P08,32,2,221,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-08-03,2025-09-06,2025-07-06,2026-01-03,39,11,39,2024-08-14
2025-08-14,Thursday,5,14,226,2025-08-10,N,2025,8,August,3,2025,3,8,P08,32,2,222,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-08-03,2025-09-06,2025-07-06,2026-01-03,40,12,40,2024-08-15
2025-08-15,Friday,6,15,227,2025-08-10,N,2025,8,August,3,2025,3,8,P08,32,2,223,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-08-03,2025-09-06,2025-07-06,2026-01-03,41,13,41,2024-08-16
2025-08-16,Saturday,7,16,228,2025-08-10,Y,2025,8,August,3,2025,3,8,P08,32,2,224,N,H2,2025-01-05,2026-01-03,2025-07-06,2025-10-04,2025-08-03,2025-09-06,2025-07-06,2026-01-03,42,14,42,2024-08-17
